报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),294318,224115,104193,377737,283851,187042,87788,298287,201491,155389,65614,238054,178329,119827,63305,217731,161647,211914,100667,191547,160908,128651,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),905,114,,1812,1755,45,45,560,411,234,,109,42,40,,227,159,238,156,32,45,,
收到的其他与经营活动有关的现金(万元),4174,5437,1169,2196,2447,707,585,1220,2209,712,462,2380,1573,1296,643,1470,918,380,791,1550,176,151,
经营活动现金流入小计(万元),299397,229666,105362,381744,288054,187794,88418,300066,204110,156334,66076,240543,179944,121163,63948,219427,162724,212533,101614,193129,161129,128802,
购买商品、接受劳务支付的现金(万元),239116,182102,92739,298265,229291,145135,74970,244481,177008,128511,65104,168632,123855,84829,44777,161368,123516,168718,83219,134030,132480,103614,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),18908,12993,7080,21441,14686,11775,7039,16804,12263,10333,6096,12844,10017,7454,4217,11317,8767,9021,4848,6895,5749,4166,
支付的各项税费(万元),10576,9535,2719,12597,8784,6001,2673,15111,12885,6920,4169,16248,13326,8919,5704,11367,9502,10674,5053,8190,4814,6614,
支付的其他与经营活动有关的现金(万元),14048,13569,4541,21176,15795,9221,1839,17483,8713,8698,1997,11702,8513,5056,2738,10731,8798,11911,4138,8176,6054,3378,
经营活动现金流出小计(万元),282649,218199,107079,353479,268555,172132,86521,293878,210870,154462,77366,209425,155712,106258,57436,194783,150584,200324,97259,157292,149097,117772,
经营活动产生的现金流量净额(万元),16748,11467,-1717,28266,19499,15662,1897,6188,-6760,1872,-11291,31118,24232,14906,6512,24644,12140,12208,4355,35837,12032,11030,
收回投资所收到的现金(万元),10657,4565,,,,,,,18102,10000,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),542,484,,1222,748,707,,1848,22,20,22,22,22,22,22,30,30,30,30,30,26,19,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),44,1581,,30,30,5,,3,26,4,26,148,132,124,110,291,44,40,17,7,,9,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),41825,28373,,85198,54000,54000,,83000,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),53068,35003,0,86450,54778,54712,0,84850,18150,10024,48,170,154,146,132,321,74,70,47,37,26,28,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11268,12439,5702,29418,20315,11610,6317,36298,24338,23045,7638,16268,11078,7918,5110,9645,8111,16624,8488,17868,9047,1370,
投资所支付的现金(万元),5000,2397,,5457,6229,2475,,,83800,81000,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),2474,,,8852,8852,,,,,,,,,,,,,,,3709,,,
支付的其他与投资活动有关的现金(万元),63825,28714,25000,85198,68000,54000,40925,83000,,,25000,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),82567,43550,30702,128925,103396,68085,47242,119298,108138,104045,32638,16268,11078,7918,5110,9645,8111,16624,8488,21577,9047,1370,
投资活动产生的现金流量净额(万元),-29499,-8547,-30702,-42475,-48618,-13372,-47242,-34448,-89989,-94021,-32590,-16098,-10924,-7771,-4979,-9324,-8038,-16554,-8441,-21540,-9021,-1342,
吸收投资收到的现金(万元),,,,,,,,117419,117419,115506,117419,,,,,,,,,,3592,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,24,,,,,,,,,7750,7750,7750,2000,16800,16800,24600,9800,18200,18420,19420,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,12,,,,17,359,162,48,,,250,,,,243,,,,,,
筹资活动现金流入小计(万元),0,0,36,0,0,0,17,117778,117581,115554,117419,7750,8000,7750,2000,16800,17043,24600,9800,18200,22012,19420,
偿还债务支付的现金(万元),600,600,24,3980,700,,,7750,7750,7750,7750,13800,13800,13800,5000,17800,17800,17800,6000,24400,18615,20520,
分配股利、利润或偿付利息所支付的现金(万元),12659,9123,54,15406,15378,10270,,10953,10953,10953,73,6481,6400,318,168,6766,6622,6418,287,7390,1585,1042,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),510,,155,386,102,,,1203,,,1639,,,,,,,,,,,,
筹资活动现金流出小计(万元),13769,9723,233,19772,16180,10270,0,19906,18703,18703,9462,20281,20200,14118,5168,24566,24422,24218,6287,31790,20200,21562,
筹资活动产生的现金流量净额(万元),-13769,-9723,-198,-19772,-16180,-10270,17,97873,98879,96851,107957,-12531,-12200,-6368,-3168,-7766,-7379,382,3513,-13590,1812,-2142,
汇率变动对现金及现金等价物的影响(万元),1,0,-24,240,240,11,-23,-48,-39,-23,-3,69,31,22,5,71,10,-11,11,-46,-8,-0,
现金及现金等价物净增加额(万元),-26520,-6803,-32640,-33742,-45060,-7969,-45351,69565,2091,4679,64073,2558,1139,788,-1630,7626,-3267,-3975,-562,661,4814,7546,
加:期初现金及现金等价物余额(万元),56425,56425,66143,90166,90166,90166,90166,20602,20602,20602,20602,18044,18044,18044,18044,10418,10418,14393,14393,13732,8918,1372,
期末现金及现金等价物余额(万元),29905,49622,33503,56425,45106,82198,44815,90166,22693,25281,84675,20602,19183,18833,16414,18044,7151,10418,13831,14393,13732,8918,
净利润(万元),,8723,,21357,,14339,,22611,,13236,,29088,20088,12509,,25728,14845,22124,,19438,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-474,,5171,,737,,1520,,95,,425,-676,-367,,267,-286,520,,619,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7361,,11013,,5018,,8647,,3590,,6410,4665,3028,,4986,3624,3384,,1777,,,
无形资产摊销(万元),,440,,485,,158,,247,,115,,173,126,84,,156,114,125,,81,,,
长期待摊费用摊销(万元),,60,,33,,13,,25,,12,,25,19,12,,22,70,12,,6,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-3,,-33,,-2,,-2,,-2,,-34,-6,-5,,-24,-39,-5,,42,,,
固定资产报废损失(万元),,,,1,,,,,,,,,,,,7,,,,,,,
公允价值变动损失(万元),,446,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,262,,-191,,-11,,121,,114,,413,369,296,,695,612,669,,782,,,
投资损失(万元),,-3785,,-909,,-707,,-1848,,-686,,-22,-22,-22,,-30,-30,-30,,-30,,,
递延所得税资产减少(万元),,-20,,-998,,-103,,-281,,3,,-52,-100,-188,,-159,-41,-73,,-139,,,
递延所得税负债增加(万元),,-366,,415,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,9994,,-11185,,-8986,,-32361,,-22975,,-14143,-10303,-1685,,5844,-4721,-12024,,-3938,,,
经营性应收项目的减少(万元),,23577,,-20074,,-1650,,5494,,-1811,,-21897,4564,1544,,-17775,-3959,-16781,,-15921,,,
