报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),337816,160283,70213,477786,355559,173230,65134,400345,307790,214684,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),5875,4509,2078,7107,2122,1053,188,1756,1159,829,
收到的其他与经营活动有关的现金(万元),3901,2326,1550,13145,3784,11800,2491,2202,1595,130,
经营活动现金流入小计(万元),347591,167117,73842,498038,361465,186083,67812,404304,310545,215642,
购买商品、接受劳务支付的现金(万元),272543,142302,85457,365030,272723,125998,69137,330965,233575,178483,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),36502,23993,12732,40510,27189,18451,9965,29438,23311,17589,
支付的各项税费(万元),8519,4380,1940,11761,6134,3305,2107,11625,9626,5444,
支付的其他与经营活动有关的现金(万元),30983,18140,6846,39130,21770,12753,6535,31308,17649,14476,
经营活动现金流出小计(万元),348547,188815,106975,456430,327816,160507,87744,403335,284160,215992,
经营活动产生的现金流量净额(万元),-956,-21697,-33133,41608,33650,25576,-19932,968,26385,-350,
收回投资所收到的现金(万元),85800,32700,23000,48080,6000,,,22584,37018,,
取得投资收益所收到的现金(万元),448,160,104,134,21,,30,359,61,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,14,3,128,87,37,7,39,108,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),86263,32874,23106,48342,6108,37,37,22982,37187,2,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7346,2536,2399,8698,7982,6779,717,2069,1049,2868,
投资所支付的现金(万元),189050,28000,15400,62188,24830,,,22270,37176,143,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,949,
支付的其他与投资活动有关的现金(万元),12,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),196408,30536,17799,70886,32812,6779,717,24338,38225,3960,
投资活动产生的现金流量净额(万元),-110144,2338,5307,-22544,-26705,-6742,-679,-1356,-1037,-3958,
吸收投资收到的现金(万元),171865,171865,,3860,3860,22,,22556,141,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,3860,3860,22,,206,141,,
取得借款收到的现金(万元),30823,30823,18187,24519,21445,21452,7600,26110,14989,17381,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,293,293,593,,,397,4374,
筹资活动现金流入小计(万元),202687,202687,18187,28672,25598,22067,7600,48666,15527,21755,
偿还债务支付的现金(万元),38652,7815,5642,32563,12458,7838,2004,19991,19551,6164,
分配股利、利润或偿付利息所支付的现金(万元),784,615,257,21463,20999,20562,223,1129,752,525,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2337,1644,,682,536,,,6663,4798,2750,
筹资活动现金流出小计(万元),41774,10074,5899,54709,33993,28400,2227,27783,25101,9439,
筹资活动产生的现金流量净额(万元),160914,192614,12288,-26037,-8395,-6333,5373,20883,-9574,12316,
汇率变动对现金及现金等价物的影响(万元),942,-620,-738,1325,1329,872,-52,-628,382,-0,
现金及现金等价物净增加额(万元),50756,172635,-16276,-5648,-121,13373,-15290,19867,16155,8008,
加:期初现金及现金等价物余额(万元),42555,42555,42555,48203,48203,48203,28336,28336,12180,4172,
期末现金及现金等价物余额(万元),93311,215190,26279,42555,48081,61575,13045,48203,28336,12180,
净利润(万元),,11256,,33790,,10581,,20500,6775,5550,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,1297,,3202,,2672,,1678,1874,803,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,648,,1163,,559,,1051,883,429,
无形资产摊销(万元),,95,,137,,41,,24,11,7,
长期待摊费用摊销(万元),,409,,743,,327,,563,485,271,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,24,,26,,-10,,70,2,23,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,804,,199,,-286,,1455,481,561,
投资损失(万元),,,,-134,,,,-269,-165,,
递延所得税资产减少(万元),,-721,,-1286,,-825,,-656,-620,-262,
递延所得税负债增加(万元),,-3,,-6,,-3,,-6,-6,,
存货的减少(万元),,17369,,-10571,,6853,,-21264,-6073,-21336,
经营性应收项目的减少(万元),,-45797,,-3792,,-17487,,-22720,-7076,-6559,
经营性应付项目的增加(万元),,-9197,,21920,,14819,,27953,21878,21993,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,2120,,-3782,,,,-7410,7937,,
经营活动产生现金流量净额(万元),,-21697,,41608,,25576,,968,26385,-350,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),93311,215190,26279,42555,48081,61575,13045,48203,28336,12180,
现金的期初余额(万元),42555,42555,42555,48203,48203,48203,28336,28336,12180,4172,
