报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),12376,8280,5110,19845,13566,9891,4947,14974,10739,6608,3594,26255,16983,10957,27149,26450,23432,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),191,133,1,185,153,34,4,243,149,50,47,187,187,132,139,227,286,
收到的其他与经营活动有关的现金(万元),840,560,421,1843,1104,1001,98,1225,979,697,206,699,563,373,1780,1037,1088,
经营活动现金流入小计(万元),13407,8974,5532,21873,14823,10927,5048,16443,11868,7355,3846,27141,17733,11462,29068,27714,24807,
购买商品、接受劳务支付的现金(万元),8764,5811,2127,9921,7128,4891,2793,9560,6309,3921,1823,10131,8824,4873,13420,10025,11448,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5819,3956,2350,6841,5216,3500,2151,6355,4611,3638,2040,6416,4554,3431,5834,5286,4646,
支付的各项税费(万元),992,702,261,1269,1118,618,397,1725,1463,707,524,1948,1574,1072,1444,2131,1645,
支付的其他与经营活动有关的现金(万元),2691,1787,744,3234,2400,1461,573,3282,3017,1796,1220,3960,3383,2049,4973,4968,5016,
经营活动现金流出小计(万元),18265,12256,5482,21264,15863,10470,5913,20922,15400,10062,5606,22454,18336,11424,25670,22409,22755,
经营活动产生的现金流量净额(万元),-4858,-3282,50,609,-1040,457,-865,-4479,-3533,-2707,-1760,4687,-603,37,3397,5305,2052,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,1,0,0,0,748,0,,,1,1,1,1,1,3,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1,1,1,1,0,0,0,748,0,0,0,1,1,1,1,1,3,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),384,273,100,5179,5057,154,19,334,137,107,26,175,105,53,499,262,1126,
投资所支付的现金(万元),,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),384,273,100,5179,5057,154,19,334,137,107,26,175,105,53,499,262,1126,
投资活动产生的现金流量净额(万元),-383,-272,-99,-5178,-5057,-154,-19,414,-137,-107,-26,-175,-104,-52,-498,-261,-1123,
吸收投资收到的现金(万元),,,,,,,,27841,,,,,,,3437,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,0,0,0,0,0,0,27841,0,0,0,0,0,0,3437,0,0,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),404,0,,1154,1154,1154,,2702,2702,2702,,4024,4024,4024,,5048,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),3,0,,0,0,0,,1007,67,,,290,35,35,,,,
筹资活动现金流出小计(万元),407,0,0,1154,1154,1154,0,3709,2770,2702,0,4314,4059,4059,0,5048,0,
筹资活动产生的现金流量净额(万元),-407,0,0,-1154,-1154,-1154,0,24132,-2770,-2702,0,-4314,-4059,-4059,3437,-5048,0,
汇率变动对现金及现金等价物的影响(万元),44,6,-20,42,46,11,-33,-44,-31,-13,-2,30,-6,1,18,-2,-14,
现金及现金等价物净增加额(万元),-5604,-3547,-69,-5681,-7204,-839,-917,20023,-6470,-5529,-1788,228,-4772,-4073,6355,-6,915,
加:期初现金及现金等价物余额(万元),26904,26904,26904,32586,32586,32586,32586,12562,12562,12562,12562,12334,12334,12334,5979,5985,5071,
期末现金及现金等价物余额(万元),21301,23357,26835,26904,25382,31747,31669,32586,6092,7033,10774,12562,7562,8261,12334,5979,5985,
净利润(万元),,-1279,,1562,,2180,,5529,,2958,,5369,,,4669,4670,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,993,,763,,464,,159,,264,,85,,,362,-61,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,286,,428,,188,,424,,221,,484,,,458,442,,
无形资产摊销(万元),,58,,113,,56,,154,,75,,133,,,117,109,,
长期待摊费用摊销(万元),,20,,36,,15,,32,,17,,99,,,225,237,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
