报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),90775,69315,28242,98250,72119,49693,28047,87644,60331,42275,23666,88428,62794,78052,91929,83599,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),4804,1478,971,8049,10623,3469,799,2158,6977,781,534,2572,1676,14731,1019,1365,
经营活动现金流入小计(万元),95579,70793,29213,106300,82743,53162,28846,89802,67309,43056,24200,91000,64469,92783,92948,84963,
购买商品、接受劳务支付的现金(万元),59569,39326,19255,80384,59407,42891,18440,59107,46569,30881,18122,56110,42163,64288,62728,62509,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10780,7904,3763,13775,11366,7832,3175,11901,7533,5133,2536,11289,8375,8941,7989,8081,
支付的各项税费(万元),2714,2169,483,4582,3863,2723,1803,5334,4141,2611,1890,4404,3388,5600,2735,3504,
支付的其他与经营活动有关的现金(万元),4831,3494,920,7552,6554,4827,1182,6161,6830,3337,1624,5589,4502,4448,13087,8845,
