报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),61866,41229,21964,89971,64393,37527,18113,69095,45652,32936,12763,50465,37846,51993,25193,52249,40015,35439,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),612,356,68,535,122,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1027,909,278,2324,1938,670,221,902,1066,449,464,2415,2205,228,61,376,548,537,
经营活动现金流入小计(万元),63505,42493,22311,92830,66452,38197,18334,69997,46717,33386,13227,52880,40051,52221,25254,52625,40562,35976,
购买商品、接受劳务支付的现金(万元),30417,20650,10751,39080,31808,21184,10346,28675,22001,13718,8142,22496,15672,22734,12090,24706,18878,17896,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9177,6585,3755,12489,9613,6804,3780,10895,8193,5740,3015,9385,6601,9802,4805,8215,6932,5551,
支付的各项税费(万元),3469,3084,1555,6307,5522,4929,2374,6835,5383,3493,998,4625,4399,5711,3082,6973,4875,4851,
支付的其他与经营活动有关的现金(万元),2596,1622,891,3925,2681,1909,585,3315,1874,1488,648,2656,1924,2758,1296,2059,1975,1695,
经营活动现金流出小计(万元),45659,31942,16952,61801,49624,34827,17084,49721,37451,24439,12803,39162,28596,41006,21274,41954,32661,29993,
经营活动产生的现金流量净额(万元),17846,10552,5360,31029,16828,3371,1250,20276,9266,8947,424,13718,11455,11215,3980,10672,7901,5983,
收回投资所收到的现金(万元),,,,,2500,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),1112,785,461,285,549,155,21,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),65,65,14,11,8,0,,23,12,5,4,21,90,26,6,59,11,140,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
