报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),48763,33730,17123,67608,47734,32200,15910,79687,60279,40606,18149,86083,58867,36377,14856,73146,46402,29590,18263,71720,53481,35610,28933,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),346,121,31,608,351,5,,37,172,12,15,341,111,65,29,1665,1493,1393,,10,31,72,,
收到的其他与经营活动有关的现金(万元),1905,1490,458,2889,2550,1336,320,1615,2286,882,351,1689,1027,605,207,1426,1183,907,744,956,1065,755,2253,
经营活动现金流入小计(万元),51015,35342,17612,71105,50636,33541,16230,81339,62738,41500,18514,88113,60006,37047,15092,76236,49079,31890,19007,72686,54577,36436,31186,
购买商品、接受劳务支付的现金(万元),39062,26595,13078,42284,32403,19315,8784,39030,30059,19693,10554,43246,31911,21047,10037,38552,32127,21526,8757,33524,24118,17157,14954,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
