报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,39932,,,,1085,60264,,264768,
收取利息、手续费及佣金的现金(万元),308513,194791,96140,393178,273057,175410,81984,381751,283459,425525,427651,
拆入资金净增加额(万元),,,,30000,,,,,80000,150000,,
回购业务资金净增加额(万元),269572,119027,230586,568733,509302,436173,334725,,,,,
收到的税费返还(万元),,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),9454,254736,168629,40414,62769,7966,7323,309943,520426,83944,62367,
经营活动现金流入小计(万元),1280387,819567,723899,1541233,1276985,1055975,1002284,932556,1136545,660003,959746,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),69212,51566,16918,85771,53101,39845,22955,62421,50592,75059,51722,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),78759,35450,19872,89278,67004,35684,19820,90182,73384,92172,93122,
支付的各项税费(万元),31818,20872,5919,44159,35454,25026,8357,55144,48937,62642,63536,
支付的其他与经营活动有关的现金(万元),154096,205673,58811,67631,108178,110540,129997,110241,115608,64681,73639,
经营活动现金流出小计(万元),787891,648319,282341,508320,509697,568436,413696,835282,782735,1209922,1338295,
经营活动产生的现金流量净额(万元),492496,171247,441558,1032913,767288,487539,588588,97274,353811,-549919,-378549,
收回投资所收到的现金(万元),1193515,518362,271635,1351522,1012837,743117,418338,873656,704190,778397,1239427,
取得投资收益所收到的现金(万元),13693,6334,6446,17398,11230,6542,3909,9920,5617,24323,34773,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,2,2,25,16,6,1,538,32,30,201,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),1207226,524698,278083,1368945,1024083,749665,422249,884114,709839,802750,1274401,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4314,2369,2173,8919,4407,2228,665,4937,3172,6115,4869,
投资所支付的现金(万元),1048118,533098,231903,1335838,969374,724008,324925,1233248,885219,543518,1203902,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),28500,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),1080932,535467,234076,1344757,973782,726236,325590,1238185,888391,549633,1208771,
投资活动产生的现金流量净额(万元),126294,-10769,44007,24188,50301,23429,96659,-354071,-178553,253117,65630,
吸收投资收到的现金(万元),149326,149326,149326,,,,,,,48,74,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,48,74,
取得借款收到的现金(万元),,,,,,,,,,,,
发行债券收到的现金(万元),816643,505197,120983,1308062,1114038,912529,207457,2185099,1656889,1426936,445870,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,
筹资活动现金流入小计(万元),965969,654523,270309,1308062,1114038,912529,207457,2433799,1775489,1426984,680506,
偿还债务支付的现金(万元),778144,386808,252605,1784068,1417411,949384,340328,1999320,1531513,1041565,497487,
分配股利、利润或偿付利息所支付的现金(万元),37029,20610,7352,68880,51022,35743,10441,77315,61069,75679,137048,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,5756,,,,,,
支付其他与筹资活动有关的现金(万元),1545,1450,66,860,,,,,,,,
筹资活动现金流出小计(万元),935668,408867,262938,1865380,1477081,990883,353537,2145101,1659582,1357421,932436,
筹资活动产生的现金流量净额(万元),30301,245656,7372,-557318,-363043,-78354,-146080,288698,115907,69563,-251930,
汇率变动对现金及现金等价物的影响(万元),-1382,861,1160,1092,1686,73,-1028,743,2882,-3664,4302,
现金及现金等价物净增加额(万元),647709,406995,494096,500875,456233,432686,538138,32644,294047,-230904,-560546,
加:期初现金及现金等价物余额(万元),2047313,2047313,2047313,1546439,1546439,1546439,1546439,1513794,1513794,1744698,2305245,
期末现金及现金等价物余额(万元),2695022,2454308,2541410,2047313,2002672,1979125,2084577,1546439,1807841,1513794,1744698,
净利润(万元),,57115,,80006,77623,54043,,70642,66934,106893,106570,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,,,205,,,,19738,12352,715,1545,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1390,,2422,1810,1201,,3357,2645,3598,3658,
无形资产摊销(万元),,1359,,2311,1686,1087,,1881,1382,1587,1450,
长期待摊费用摊销(万元),,323,,766,572,377,,755,531,640,861,
