报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),46063,28805,12267,67402,36209,19617,7502,59102,29878,14657,4039,58192,28363,48355,28937,19298,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),6921,4196,979,3470,1855,888,322,985,793,587,287,2941,189,723,1252,1178,
经营活动现金流入小计(万元),52985,33001,13246,70873,38064,20505,7824,60088,30671,15243,4326,61133,28551,49078,30189,20476,
购买商品、接受劳务支付的现金(万元),18730,11559,5314,25026,17564,11733,5965,16657,10392,6155,2960,12979,2305,3625,3942,1427,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),24135,16194,9825,29465,21555,15421,8819,25973,19524,13859,7583,20027,12421,20854,19379,15057,
支付的各项税费(万元),2911,2349,1473,3913,3659,2737,2499,3714,3128,1842,1689,2437,1992,2468,696,1102,
支付的其他与经营活动有关的现金(万元),7814,5013,1414,6889,5797,3577,1277,3771,3138,1568,1196,3699,1590,3662,3510,3167,
经营活动现金流出小计(万元),53591,35115,18026,65293,48576,33468,18560,50115,36181,23425,13428,39142,18308,30609,27528,20753,
经营活动产生的现金流量净额(万元),-606,-2114,-4780,5579,-10512,-12963,-10736,9973,-5510,-8181,-9102,21991,10244,18470,2661,-277,
收回投资所收到的现金(万元),79150,64200,25300,42605,12605,2305,,4200,4200,4100,3500,68750,22700,116029,68700,8850,
取得投资收益所收到的现金(万元),689,496,121,551,120,4,,5,5,4,4,587,124,961,672,1218,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,,,5,5,5,,9,8,,,8,6,5,1,91,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),34,34,,,,,,71,71,71,,,,,185,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),79885,64729,25421,43161,12731,2315,0,4284,4284,4175,3504,69345,22830,116994,69558,10160,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6359,4918,4128,17288,12146,8099,4924,11128,10234,6466,3931,4239,3196,1614,473,5048,
投资所支付的现金(万元),117100,84400,50100,42600,41100,13600,,4828,4828,3600,2900,69355,29700,114404,69036,11000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,100,,,,,,,,5644,912,1684,,75,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,182,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),123459,89318,54228,59988,53246,21699,4924,15957,15062,10066,6831,79420,33808,117701,69509,16123,
投资活动产生的现金流量净额(万元),-43575,-24589,-28807,-16827,-40515,-19384,-4924,-11672,-10778,-5891,-3327,-10075,-10978,-707,50,-5963,
吸收投资收到的现金(万元),,,,25707,25507,25507,25507,,,,,7716,7716,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,200,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,11245,10042,6063,4964,209,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,0,0,36953,35550,31570,30471,209,0,0,0,7716,7716,0,0,0,
偿还债务支付的现金(万元),1052,641,321,575,263,,,200,200,200,200,100,,,,,
分配股利、利润或偿付利息所支付的现金(万元),3619,3478,148,384,237,120,43,3,3,3,3,10003,10000,18000,,8000,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1334,1341,1341,,236,236,236,,171,,,,,
筹资活动现金流出小计(万元),4671,4119,469,2293,1840,1461,43,439,439,439,203,10274,10000,18000,0,8000,
筹资活动产生的现金流量净额(万元),-4671,-4119,-469,34660,33709,30109,30428,-230,-439,-439,-203,-2558,-2284,-18000,0,-8000,
汇率变动对现金及现金等价物的影响(万元),5,-7,-18,-45,,,,,,,,0,,,,,
现金及现金等价物净增加额(万元),-48847,-30829,-34073,23366,-17317,-2238,14769,-1929,-16727,-14511,-12631,9357,-3018,-237,2711,-14240,
加:期初现金及现金等价物余额(万元),61067,61067,61067,37701,37701,37701,37785,39630,39630,39630,39757,30273,30273,30510,27799,42040,
期末现金及现金等价物余额(万元),12220,30238,26994,61067,20384,35463,52554,37701,22903,25119,27126,39630,27255,30273,30510,27799,
净利润(万元),,5917,,16777,,5670,,13968,,,,9286,,6844,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,336,,1706,,924,,426,,,,204,,726,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,726,,203,,107,,202,,,,292,,336,,,
无形资产摊销(万元),,42,,217,,110,,226,,,,235,,231,,,
长期待摊费用摊销(万元),,41,,8,,1,,9,,,,53,,113,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-2,,0,,-2,,,,5,,-1,,,
固定资产报废损失(万元),,4,,,,-3,,,,,,,,,,,
公允价值变动损失(万元),,-81,,-34,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,
财务费用(万元),,292,,403,,129,,3,,,,3,,,,,
投资损失(万元),,-797,,-1624,,-422,,-264,,,,-1257,,-1379,,,
递延所得税资产减少(万元),,-4,,-73,,-72,,-48,,,,19,,-44,,,
