报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),103578,64453,31412,126913,90684,58401,29494,93233,46521,74202,66995,59163,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),2175,1433,614,3367,2452,1422,475,1140,182,135,489,393,
收到的其他与经营活动有关的现金(万元),271,223,174,1040,401,329,18,227,143,221,184,203,
经营活动现金流入小计(万元),106024,66110,32199,131320,93538,60152,29987,94599,46846,74558,67668,59759,
购买商品、接受劳务支付的现金(万元),69674,45842,27800,92115,71477,48936,23738,66356,31479,47968,45109,42750,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17328,11879,5212,26678,20607,14181,6212,16569,7641,11475,11086,9561,
支付的各项税费(万元),1351,1135,679,2412,1973,1322,1043,2569,1875,2283,1333,1917,
支付的其他与经营活动有关的现金(万元),4166,2683,1472,8221,7938,5146,2462,6966,3278,3944,3407,2070,
经营活动现金流出小计(万元),92519,61539,35163,129425,101995,69585,33455,92459,44272,65671,60934,56298,
经营活动产生的现金流量净额(万元),13504,4571,-2964,1895,-8457,-9433,-3468,2140,2574,8887,6734,3461,
收回投资所收到的现金(万元),,,,,,,,84510,57440,20290,16518,,
取得投资收益所收到的现金(万元),,,,,,,,237,122,47,8,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,10,10,0,,,,15,35,49,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,5000,4619,11120,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),1,1,0,10,10,0,0,84747,57562,25352,21180,11169,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8323,6653,4149,35646,26899,16320,3239,35223,9235,7714,5304,9022,
投资所支付的现金(万元),,,,,,,,81690,62740,22310,17318,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,5000,4611,11127,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),8323,6653,4149,35646,26899,16320,3239,116913,71975,35024,27234,20149,
投资活动产生的现金流量净额(万元),-8323,-6652,-4149,-35636,-26890,-16319,-3239,-32165,-14413,-9672,-6054,-8980,
吸收投资收到的现金(万元),46500,46500,,,,,,22500,22500,602,,11032,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),16900,16900,13700,60706,50488,34817,8531,29808,2300,15195,24880,26953,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,96,,7899,16400,25144,
筹资活动现金流入小计(万元),63400,63400,13700,60706,50488,34817,8531,52404,24800,23696,41280,63128,
偿还债务支付的现金(万元),49170,14068,7580,22950,9400,2300,1061,15195,4943,14785,24032,21717,
分配股利、利润或偿付利息所支付的现金(万元),1894,1346,706,3233,2221,1291,472,1114,507,986,1181,1099,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,51,6995,17400,30887,
筹资活动现金流出小计(万元),51065,15414,8286,26183,11621,3591,1533,16309,5501,22766,42613,53703,
筹资活动产生的现金流量净额(万元),12335,47986,5414,34523,38867,31226,6998,36095,19299,930,-1332,9425,
汇率变动对现金及现金等价物的影响(万元),-19,8,-83,20,68,-8,59,7,6,61,15,-27,
现金及现金等价物净增加额(万元),17498,45913,-1781,802,3588,5466,350,6077,7467,206,-637,3878,
加:期初现金及现金等价物余额(万元),11425,11425,11425,10623,10623,10623,10623,4546,4546,4340,4977,1099,
期末现金及现金等价物余额(万元),28922,57338,9644,11425,14212,16089,10973,10623,12013,4546,4340,4977,
净利润(万元),,2929,,9163,,3913,,7513,3822,5528,3859,2788,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-56,,619,,310,,638,-34,330,-3,-2,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,4845,,7411,,3239,,4406,2053,3394,2596,1894,
无形资产摊销(万元),,143,,264,,130,,253,124,188,34,24,
长期待摊费用摊销(万元),,157,,348,,135,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,,22,,3,,115,1,87,11,6,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,-90,,168,,179,,-43,30,-52,50,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,1920,,3262,,1335,,1139,493,929,1161,1048,
投资损失(万元),,0,,,,,,-237,-122,-47,-8,,
递延所得税资产减少(万元),,,,-169,,-83,,-56,-6,-131,71,0,
递延所得税负债增加(万元),,821,,,,,,,,,,,
存货的减少(万元),,-1006,,-12026,,-9365,,-3768,-2685,-236,-1212,-1360,
经营性应收项目的减少(万元),,-3186,,-11813,,-8676,,-14665,-1157,-5082,-51,901,
经营性应付项目的增加(万元),,-1906,,4883,,-532,,7053,780,3635,237,-1533,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
