报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),84996,58752,116231,76616,61229,87853,67598,43379,75309,58557,49700,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,
收到的税费返还(万元),636,520,1097,753,587,810,640,274,1470,632,105,
收到的其他与经营活动有关的现金(万元),3565,3002,1282,1372,650,810,815,335,763,534,1023,
经营活动现金流入小计(万元),89197,62274,118610,78740,62466,89473,69053,43988,77542,59723,50828,
购买商品、接受劳务支付的现金(万元),54426,41284,70649,43014,38299,50030,32615,22339,38239,29696,15806,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10874,7603,13659,10359,7243,11772,9039,6386,10753,10046,9294,
支付的各项税费(万元),5794,3990,7627,6276,4621,7807,6688,4555,7984,5961,4367,
支付的其他与经营活动有关的现金(万元),6823,4743,8585,6437,3928,7437,5387,3490,7564,7035,6673,
经营活动现金流出小计(万元),77916,57620,100520,66086,54091,77047,53729,36769,64540,52737,36141,
经营活动产生的现金流量净额(万元),11281,4654,18090,12654,8375,12426,15324,7219,13002,6986,14687,
收回投资所收到的现金(万元),,,,,,,,,,,,
取得投资收益所收到的现金(万元),2250,2250,1440,1440,1440,,,,,5,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),72,15,491,330,150,273,75,26,4076,85,176,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,20093,20093,20093,,,,
收到的其他与投资活动有关的现金(万元),922,672,250,,187,1801,498,475,14500,1088,938,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),3244,2937,2181,1770,1777,22167,20665,20593,18577,1178,1115,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),10368,8626,34575,18601,10460,19593,8566,1074,8063,5098,7959,
投资所支付的现金(万元),3962,3514,11378,11378,10080,13635,13635,15450,3000,,,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,1875,,,
支付的其他与投资活动有关的现金(万元),,,,,,500,,,,,739,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),14330,12140,45953,29978,20540,33728,22201,16524,12938,5098,8698,
投资活动产生的现金流量净额(万元),-11086,-9203,-43772,-28208,-18762,-11561,-1536,4070,5639,-3920,-7583,
吸收投资收到的现金(万元),32595,,83,83,83,20185,19939,18454,1731,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,83,83,83,1731,1731,,,,,
取得借款收到的现金(万元),18400,18400,35131,21300,20500,6000,3000,3000,20900,3142,10611,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,837,803,837,3060,50,190,
筹资活动现金流入小计(万元),50995,18400,35214,21383,20583,27022,23743,22291,25691,3192,10801,
偿还债务支付的现金(万元),35900,18900,9600,9600,9600,14875,14875,14875,13422,4283,14594,
分配股利、利润或偿付利息所支付的现金(万元),667,469,580,675,227,5493,5631,5485,26588,493,716,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,5616,5486,3623,,,,
筹资活动现金流出小计(万元),36567,19369,10180,10275,9827,25984,25992,23983,40010,4776,15309,
筹资活动产生的现金流量净额(万元),14429,-969,25033,11108,10756,1038,-2250,-1693,-14319,-1585,-4508,
汇率变动对现金及现金等价物的影响(万元),-1,-0,6,7,1,-9,-5,-1,9,2,0,
现金及现金等价物净增加额(万元),14622,-5519,-643,-4440,369,1894,11533,9595,4331,1483,2596,
加:期初现金及现金等价物余额(万元),13557,13528,14171,14171,14171,12277,12277,12266,7935,6453,3857,
期末现金及现金等价物余额(万元),28179,8009,13528,9731,14539,14171,23810,21860,12266,7935,6453,
净利润(万元),,7085,13701,,6937,16724,,,,,,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,34,113,,9,1113,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2447,3779,,1686,3300,,,,,,
无形资产摊销(万元),,469,894,,486,485,,,,,,
长期待摊费用摊销(万元),,145,346,,153,440,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,13,-84,,-73,2,,,,,,
固定资产报废损失(万元),,1,94,,73,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,447,628,,246,123,,,,,,
投资损失(万元),,-845,-2589,,-1077,-2033,,,,,,
递延所得税资产减少(万元),,2,-11,,-0,-66,,,,,,
递延所得税负债增加(万元),,-115,-150,,-81,-77,,,,,,
存货的减少(万元),,871,-754,,-3166,-6810,,,,,,
经营性应收项目的减少(万元),,-249,3112,,4558,-10399,,,,,,
经营性应付项目的增加(万元),,-5651,-990,,-1375,9624,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,,,,,,,,,
经营活动产生现金流量净额(万元),,4654,18090,,8375,12426,,,,,,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),28179,8009,13528,9731,14539,14171,23810,21860,12266,7935,6453,
现金的期初余额(万元),13557,13528,14171,14171,14171,12277,12277,12266,7935,6453,3857,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),14622,-5519,-643,-4440,369,1894,,9595,4331,1483,2596,

