报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),71875,49786,31450,63617,42458,24690,11387,50662,35409,22249,9360,44509,32327,22002,8231,42713,34792,29598,19213,16165,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1492,1115,657,2861,1759,813,303,1529,1106,698,193,1395,1183,895,393,791,618,219,136,58,
收到的其他与经营活动有关的现金(万元),1922,1368,978,1389,947,577,351,489,746,288,227,1219,983,876,741,4171,429,198,177,413,
经营活动现金流入小计(万元),75289,52270,33085,67866,45164,26079,12040,52680,37261,23235,9779,47123,34494,23773,9366,47676,35838,30015,19527,16637,
购买商品、接受劳务支付的现金(万元),36500,25354,15257,42537,19499,10119,4589,22311,13484,8265,3805,14347,10467,8173,3085,19331,13615,9781,9377,8353,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13834,9814,4214,14837,10078,6976,3137,12177,8894,6564,3077,12816,10210,7837,3000,11756,9376,6928,5084,3347,
支付的各项税费(万元),3953,2857,1213,3322,2754,1492,481,2295,2367,1676,689,2187,1506,1086,810,2598,2019,2115,831,975,
支付的其他与经营活动有关的现金(万元),5106,3613,1962,3051,5596,4486,1867,2505,2569,1622,924,2124,1634,1253,758,1175,4867,1198,804,1199,
经营活动现金流出小计(万元),59393,41638,22646,63746,37926,23074,10074,39288,27314,18127,8495,31474,23816,18350,7653,34860,29876,20022,16097,13873,
经营活动产生的现金流量净额(万元),15897,10632,10439,4120,7237,3006,1967,13392,9948,5109,1284,15649,10677,5423,1713,12815,5962,9993,3431,2763,
收回投资所收到的现金(万元),49408,30186,18771,88191,74472,56934,53830,55000,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),1281,1095,878,816,791,407,361,1469,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,79,2,,,,,,,,76,76,,5,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),66436,42016,8231,109832,101404,60634,18748,42466,53682,8076,0,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),117125,73296,27880,198918,176669,117975,72940,98935,53682,8076,0,0,76,76,0,5,0,0,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4278,3136,1702,6138,4705,2919,1872,8797,5936,4288,2545,6381,3857,1667,176,2510,7960,1090,1457,2443,
