报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),47844,26910,12445,60754,39097,24656,11190,54365,23087,52335,22526,48415,28432,44791,36884,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),1141,972,62,122,26,23,10,20,,,,1,,17,0,
收到的其他与经营活动有关的现金(万元),3188,1658,634,4660,3215,1755,584,4261,1670,4685,2617,3430,3207,2344,3457,
经营活动现金流入小计(万元),52173,29539,13142,65536,42337,26434,11784,58645,24757,57020,25143,51845,31639,47152,40342,
购买商品、接受劳务支付的现金(万元),11907,7992,4422,14513,11023,7181,4794,13157,6224,12236,5289,13177,7704,15223,15754,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),19824,12084,5825,20918,16345,11256,6156,19214,10146,17071,8942,13632,10047,14262,8187,
支付的各项税费(万元),7795,5587,2597,9584,7060,5241,3023,8772,4415,7810,3801,8206,5323,7107,3960,
支付的其他与经营活动有关的现金(万元),13002,7897,4425,14299,10841,7062,3995,13525,6157,11162,5258,10632,7090,8971,5788,
经营活动现金流出小计(万元),52528,33561,17269,59315,45269,30740,17967,54668,26942,48278,23291,45648,30164,45562,33688,
经营活动产生的现金流量净额(万元),-355,-4021,-4127,6221,-2932,-4306,-6183,3978,-2185,8742,1853,6198,1475,1589,6654,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,6,1,4,3,2,2,9,0,18,0,26,26,109,38,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,-96,,-848,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,623,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),10,6,1,4,3,2,2,9,0,18,0,553,26,-739,38,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1866,1335,667,1743,1562,1433,1116,6447,4886,5224,2038,11567,7760,5912,4425,
投资所支付的现金(万元),49,49,49,120,,,,,263,60,,700,,,432,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),548,,,,,,,,,1009,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,135,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),2464,1384,716,1863,1562,1433,1116,6447,5149,6293,2038,12402,7760,5912,4857,
投资活动产生的现金流量净额(万元),-2454,-1377,-715,-1860,-1559,-1432,-1114,-6438,-5149,-6276,-2038,-11849,-7734,-6650,-4820,
吸收投资收到的现金(万元),21697,21697,21697,30,30,30,,,,19988,,,,15,110,
其中：子公司吸收少数股东投资收到的现金(万元),,,,30,30,30,,,,,,,,15,110,
取得借款收到的现金(万元),,,,,,,,,,502,502,8441,6581,5074,1323,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,154,,1074,170,317,,774,333,,,
筹资活动现金流入小计(万元),21697,21697,21697,30,30,184,0,1074,170,20806,502,9215,6914,5089,1432,
偿还债务支付的现金(万元),1856,1856,,5846,5846,5503,,2751,2751,1052,,1476,,1622,1737,
分配股利、利润或偿付利息所支付的现金(万元),4281,4268,23,196,173,145,96,439,243,582,298,519,370,49,35,
其中：子公司支付给少数股东的股利、利润(万元),,,,2,2,2,,10,10,,,,,,,
支付其他与筹资活动有关的现金(万元),1052,1052,253,417,307,247,110,428,25,940,,825,,,,
筹资活动现金流出小计(万元),7188,7176,276,6459,6326,5895,206,3619,3020,2574,298,2820,370,1671,1772,
筹资活动产生的现金流量净额(万元),14509,14521,21420,-6429,-6296,-5710,-206,-2545,-2850,18232,203,6395,6544,3418,-340,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,0,,,,,,-29,
现金及现金等价物净增加额(万元),11700,9122,16578,-2068,-10786,-11448,-7504,-5005,-10185,20698,18,744,285,-1643,1465,
加:期初现金及现金等价物余额(万元),22070,22070,22070,24137,24137,24137,24137,29143,29143,8445,8445,7701,7642,9285,7820,
期末现金及现金等价物余额(万元),33770,31192,38648,22070,13351,12689,16634,24137,18958,29143,8463,8445,7927,7642,9285,
净利润(万元),,3577,,11591,,2983,,10891,2247,10424,4645,9160,5377,7117,5879,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,868,,1401,,450,,1468,429,640,170,336,322,541,28,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,943,,1830,,898,,1141,470,315,107,230,165,175,171,
无形资产摊销(万元),,91,,180,,89,,168,81,95,53,102,74,97,6,
长期待摊费用摊销(万元),,35,,59,,29,,43,53,56,29,101,23,100,21,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,1,,2,,-5,0,-5,8,-24,-21,5,6,
固定资产报废损失(万元),,1,,1,,-1,,4,0,5,,6,0,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,-103,,185,,134,,244,96,30,5,56,50,50,34,
投资损失(万元),,17,,18,,22,,-12,7,18,9,-93,-93,-74,23,
递延所得税资产减少(万元),,-458,,-230,,-57,,-223,-80,-26,-18,182,-444,-70,-6,
递延所得税负债增加(万元),,-3,,-7,,-3,,-8,-5,-2,,,,,,
存货的减少(万元),,-73,,881,,-959,,-2093,-661,1866,1041,1902,1419,913,-3378,
经营性应收项目的减少(万元),,-7034,,-9855,,-2835,,-10693,-5798,-3433,457,-2312,-1154,-4687,-2286,
经营性应付项目的增加(万元),,-1880,,165,,-5059,,3052,974,-1242,-4652,-3449,-4242,-2577,6156,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
