报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),32117,14061,7578,43023,27931,15925,6198,37084,19189,10524,5947,34646,18570,11658,5358,25383,26813,24533,17845,
客户存款和同业存放款项净增加额(万元),0,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,0,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),0,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),0,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),0,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),0,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),0,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),0,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),0,,,,,,,,0,0,,372,372,372,,,15,,,
收到的其他与经营活动有关的现金(万元),13667,19340,5331,3498,9483,896,312,4025,4369,3674,300,2897,1534,78,225,2068,1293,2088,1069,
经营活动现金流入小计(万元),45784,33401,12909,46521,37414,16820,6510,41109,23559,14199,6246,37915,20475,12107,5583,27451,28120,26621,18914,
购买商品、接受劳务支付的现金(万元),19322,13245,4942,17720,11400,8214,2974,9092,6705,4023,2527,9030,7197,5151,2411,9010,7603,5564,4909,
客户贷款及垫款净增加额(万元),0,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),0,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),0,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),0,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),0,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13808,10598,5052,17809,13332,8874,5570,15375,11038,7629,4674,14295,10939,8152,3588,12095,13263,11781,10470,
支付的各项税费(万元),2338,1759,443,2399,2596,2797,1184,2159,3044,2409,588,2231,2046,1330,720,1744,2220,1975,1475,
支付的其他与经营活动有关的现金(万元),14158,9561,2917,4294,10098,3243,1688,4741,5333,3846,1332,3670,3815,1954,1512,5616,4146,5232,5382,
经营活动现金流出小计(万元),49627,35163,13354,42222,37427,23129,11415,31368,26119,17907,9121,29226,23996,16586,8232,28465,27233,24552,22236,
经营活动产生的现金流量净额(万元),-3843,-1762,-445,4299,-12,-6309,-4905,9741,-2561,-3708,-2875,8689,-3521,-4479,-2648,-1014,888,2069,-3322,
收回投资所收到的现金(万元),10500,2800,,16800,13800,7000,3000,,,,,178,178,178,,,,,,
取得投资收益所收到的现金(万元),201,92,11,122,94,53,11,,,,,,,,,,110,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,,1,2,2,,1,,,,1,1,0,,0,0,1,,
处置子公司及其他营业单位收到的现金净额(万元),0,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),0,,,,,,,,,,,489,497,505,500,6055,,3000,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),10701,2892,11,16923,13896,7054,3011,1,0,0,0,667,676,683,500,6055,111,3001,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5254,2472,720,8630,6066,2084,640,3058,1861,767,235,3722,2113,1004,446,9194,1754,1320,2507,
投资所支付的现金(万元),4368,1368,100,28800,22800,12800,7000,400,160,160,,,,,,,,,,
质押贷款净增加额(万元),0,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),0,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),0,,,,,,,,,,4,,,,,,,,9150,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),9622,3839,820,37430,28866,14884,7640,3458,2021,927,239,3722,2113,1004,446,9194,1754,1320,11657,
投资活动产生的现金流量净额(万元),1080,-948,-809,-20507,-14970,-7829,-4629,-3457,-2021,-927,-239,-3054,-1437,-321,54,-3139,-1643,1681,-11657,
吸收投资收到的现金(万元),0,,,16,16,,16,10950,11977,,,,,,,,40,,14868,
其中：子公司吸收少数股东投资收到的现金(万元),0,,,16,16,,16,110,,,,,,,,,40,,,
取得借款收到的现金(万元),15000,10000,5000,25000,25000,17000,5000,10000,10000,10000,8000,21500,16500,9500,1500,12000,7000,4350,3737,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),0,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),15000,10000,5000,25016,25016,17000,5016,20950,21977,10000,8000,21500,16500,9500,1500,12000,7040,4350,18605,
偿还债务支付的现金(万元),13000,5000,5000,15000,15000,7000,5000,13500,9501,6501,5500,21000,10000,2500,,7000,6350,5837,1633,
分配股利、利润或偿付利息所支付的现金(万元),1569,1314,146,1296,1383,185,79,1462,400,254,114,1343,1171,266,115,1186,1063,1666,396,
其中：子公司支付给少数股东的股利、利润(万元),0,,,,,,,,,,,,,,,0,6,,10,
支付其他与筹资活动有关的现金(万元),0,,,,,,,,510,,,,,,,,,,,
筹资活动现金流出小计(万元),14569,6314,5146,16296,16383,7185,5079,14962,10411,6755,5614,22343,11171,2766,115,8186,7413,7504,2029,
筹资活动产生的现金流量净额(万元),431,3686,-146,8720,8633,9815,-63,5988,11565,3245,2386,-843,5329,6734,1385,3814,-373,-3154,16576,
汇率变动对现金及现金等价物的影响(万元),0,,,0,,,,-0,,,0,-0,0,0,-0,0,-0,0,-0,
现金及现金等价物净增加额(万元),-2332,976,-1401,-7488,-6349,-4323,-9597,12272,6983,-1389,-728,4791,371,1934,-1209,-339,-1129,597,1597,
加:期初现金及现金等价物余额(万元),14638,14638,14558,22047,22151,22047,22151,9775,9888,9888,9775,4984,4992,4984,4984,5323,6452,5855,4259,
期末现金及现金等价物余额(万元),12306,15614,13158,14558,15801,17723,12554,22047,16871,8499,9047,9775,5363,6918,3775,4984,5323,6452,5855,
净利润(万元),,-1283,,3303,,279,,3390,,344,-682,3166,,-236,,2336,2244,2655,1745,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,502,,1560,,528,,1556,,629,55,1082,,433,,797,257,316,228,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,657,,1193,,547,,984,,460,236,940,,472,,972,1024,1148,1033,
