报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),359587,224695,98201,431275,300086,185153,82261,351613,247951,155757,69252,301450,213849,223368,152159,176152,121629,87748,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),213,24,,320,297,51,12,106,106,52,,,,,,1,1,16,
收到的其他与经营活动有关的现金(万元),7502,4293,1394,9851,6772,4133,1263,8079,4705,2941,1214,7718,5675,6099,1529,2525,1807,2212,
经营活动现金流入小计(万元),367302,229011,99595,441446,307155,189337,83536,359798,252762,158749,70466,309168,219524,229467,153688,178678,123437,89976,
购买商品、接受劳务支付的现金(万元),157011,100192,45824,193313,142750,87114,36804,153936,105988,63597,30839,124419,89380,77095,53922,62936,47833,35919,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),87439,59453,30146,110958,82248,54945,27974,99096,73988,50639,26314,86991,64268,66644,48583,50837,37677,26977,
支付的各项税费(万元),8318,4764,2179,7939,5848,3414,1852,6813,4542,2633,1467,5736,4207,3886,2835,4229,2986,1927,
