报告日期,2019-09-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),128474,40613,183107,135748,88384,178025,146815,140087,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),5047,1504,6747,5438,2990,5780,4633,5340,
收到的其他与经营活动有关的现金(万元),1774,667,4914,3018,1436,1894,6107,1169,
经营活动现金流入小计(万元),135295,42783,194767,144204,92810,185699,157555,146596,
购买商品、接受劳务支付的现金(万元),80818,25917,115659,85396,57239,116126,89923,90961,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),25687,9487,33017,25059,17668,31835,27597,26678,
支付的各项税费(万元),3632,946,5762,4165,1807,6351,4918,3471,
支付的其他与经营活动有关的现金(万元),8025,2030,8857,7053,4269,13378,6460,5730,
经营活动现金流出小计(万元),118162,38380,163296,121673,80984,167690,128898,126840,
经营活动产生的现金流量净额(万元),17132,4404,31472,22531,11827,18010,28657,19756,
收回投资所收到的现金(万元),,,,,,2040,10004,,
取得投资收益所收到的现金(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),30,4,62,86,86,308,59,43,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,17357,,,
收到的其他与投资活动有关的现金(万元),833,706,11521,8374,8374,46495,83278,9720,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),863,711,11583,8460,8460,66200,93340,9763,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),22242,5879,6250,4817,3467,12573,6062,5513,
投资所支付的现金(万元),,,,,,29,12016,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,34,11096,,
支付的其他与投资活动有关的现金(万元),1224,,7601,693,693,14072,62517,32737,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),23466,5879,13852,5509,4160,26708,91692,38250,
投资活动产生的现金流量净额(万元),-22603,-5168,-2269,2950,4300,39492,1648,-28487,
吸收投资收到的现金(万元),50801,,,,,8357,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),,,,,,,4735,11906,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,6386,9980,16787,
筹资活动现金流入小计(万元),50801,0,0,0,0,14742,14715,28693,
偿还债务支付的现金(万元),,,,,,4735,6847,11159,
分配股利、利润或偿付利息所支付的现金(万元),6480,5999,3454,3455,3454,51162,630,495,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),1294,,6248,6248,6248,6267,21333,5797,
筹资活动现金流出小计(万元),7774,5999,9702,9703,9702,62164,28810,17451,
筹资活动产生的现金流量净额(万元),43027,-5999,-9702,-9703,-9702,-47421,-14096,11242,
汇率变动对现金及现金等价物的影响(万元),353,-175,471,-240,-983,-2705,2387,1336,
现金及现金等价物净增加额(万元),37908,-6939,19972,15539,5442,7375,18596,3847,
加:期初现金及现金等价物余额(万元),62558,62126,42154,42154,42154,34779,16183,12336,
期末现金及现金等价物余额(万元),100466,55188,62126,57693,47597,42154,34779,16183,
净利润(万元),,4827,23620,,9437,,,,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,-252,694,,668,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1222,4870,,2467,,,,
无形资产摊销(万元),,40,157,,74,,,,
长期待摊费用摊销(万元),,100,481,,261,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,-44,,-35,,,,
固定资产报废损失(万元),,17,43,,17,,,,
公允价值变动损失(万元),,-588,435,,2235,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,612,-1500,,94,,,,
投资损失(万元),,-706,1741,,-2059,,,,
递延所得税资产减少(万元),,158,-113,,-297,,,,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,-1568,-56,,-1087,,,,
经营性应收项目的减少(万元),,5042,-451,,-2847,,,,
经营性应付项目的增加(万元),,-4499,1596,,2900,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,4404,31472,,11827,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),100466,55188,62126,57693,47597,42154,34779,16183,
现金的期初余额(万元),62558,62126,42154,42154,42154,34779,16183,12336,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),37908,-6939,19972,15539,5442,7375,18596,3847,

