报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),57080,38301,18330,61419,42792,27912,13156,47263,39882,25115,12805,42793,29602,18684,33759,28733,26364,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1578,1317,723,626,472,456,424,539,632,558,391,411,250,114,785,926,404,
收到的其他与经营活动有关的现金(万元),1594,1267,403,2466,361,131,35,470,245,61,10,924,638,463,2914,12428,8792,
经营活动现金流入小计(万元),60252,40885,19457,64511,43625,28499,13614,48272,40759,25734,13206,44128,30490,19261,37458,42087,35560,
购买商品、接受劳务支付的现金(万元),36321,24513,11227,33763,23493,17001,8942,31998,26967,16082,8205,28682,17568,11756,21131,20318,19120,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9641,6419,3382,9404,6467,4474,2331,8586,6380,4307,1848,6837,4846,3212,4616,3257,2974,
支付的各项税费(万元),4506,3095,1390,2072,1801,1315,712,3376,2888,1778,1344,3623,3333,2473,2176,1942,763,
支付的其他与经营活动有关的现金(万元),7643,5452,3722,4134,6084,1903,852,3654,1836,1241,672,2191,1679,879,4357,13762,9828,
经营活动现金流出小计(万元),58111,39479,19721,49373,37844,24691,12838,47615,38071,23408,12068,41333,27425,18321,32281,39279,32685,
经营活动产生的现金流量净额(万元),2141,1406,-264,15138,5781,3808,777,657,2688,2325,1137,2796,3065,940,5177,2808,2875,
收回投资所收到的现金(万元),12160,10148,5000,37505,6220,1121,,,,,,6053,2945,2945,6116,11194,2706,
取得投资收益所收到的现金(万元),,,55,,75,,11,,,,,,,,,15,12,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),51,51,26,30,10,2,2,8,1,1,0,3,2,2,11,7,17,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,243,263,,,67,,,1643,2140,1278,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),12211,10199,5081,37535,6306,1123,13,252,264,1,0,6123,2948,2948,7770,13356,4012,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7502,3537,1135,14228,7077,3053,1030,3645,2676,1644,1151,3232,2731,1506,2371,3132,1690,
投资所支付的现金(万元),2000,1000,,38210,11110,11110,,21110,,,,6040,2940,2940,4100,10227,5290,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),2221,2221,,5442,5447,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,1230,2184,1240,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),11723,6758,1135,57880,23633,14163,1030,24755,2676,1644,1151,9272,5671,4446,7701,15543,8220,
投资活动产生的现金流量净额(万元),488,3441,3947,-20346,-17328,-13040,-1017,-24504,-2412,-1643,-1151,-3149,-2723,-1499,69,-2187,-4207,
吸收投资收到的现金(万元),10,10,,,,,,48860,,,,,,,7125,,1000,
其中：子公司吸收少数股东投资收到的现金(万元),10,10,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),18945,11381,3150,11750,5000,,,4950,4950,3850,1000,3850,3850,950,14200,10050,12408,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),1419,1419,,,,,,,,,,,,,5,300,1227,
筹资活动现金流入小计(万元),20375,12810,3150,11750,5000,0,0,53810,4950,3850,1000,3850,3850,950,21330,10350,14635,
偿还债务支付的现金(万元),13650,5150,3050,2660,50,50,50,8750,4950,2875,,7550,7550,4650,11500,9850,12764,
分配股利、利润或偿付利息所支付的现金(万元),3749,3533,136,3607,3501,3500,0,1695,1655,1604,,201,159,115,342,276,295,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1315,506,506,485,1958,,,,820,502,426,7346,775,200,
筹资活动现金流出小计(万元),17399,8683,3186,7582,4058,4056,535,12404,6605,4479,0,8571,8211,5191,19188,10901,13259,
筹资活动产生的现金流量净额(万元),2976,4128,-36,4168,942,-4056,-535,41407,-1655,-629,1000,-4721,-4361,-4241,2142,-551,1376,
汇率变动对现金及现金等价物的影响(万元),227,79,-17,35,65,27,-22,-43,-37,-11,26,63,67,51,195,3,-99,
现金及现金等价物净增加额(万元),5832,9053,3630,-1005,-10541,-13262,-797,17518,-1417,42,1012,-5012,-3953,-4748,7584,74,-56,
加:期初现金及现金等价物余额(万元),21001,21001,21001,22007,22007,22007,24117,4489,4489,4489,4489,9501,9501,9501,1917,1844,1900,
期末现金及现金等价物余额(万元),26834,30054,24632,21001,11466,8745,23320,22007,3072,4531,5501,4489,5549,4753,9501,1917,1844,
净利润(万元),,6308,,10566,,4557,,11196,,5703,,9251,,,5821,2789,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,252,,594,,326,,511,,460,,434,,,480,955,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2464,,3411,,1286,,2294,,1052,,1781,,,1144,712,,
无形资产摊销(万元),,81,,84,,30,,52,,23,,38,,,37,36,,
长期待摊费用摊销(万元),,84,,378,,131,,364,,181,,236,,,21,17,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,97,,4,,8,,3,,21,,439,,,40,6,,
固定资产报废损失(万元),,,,11,,,,24,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,401,,16,,-16,,351,,145,,193,,,149,274,,
投资损失(万元),,-148,,-1185,,-11,,,,,,-13,,,-16,-501,,
递延所得税资产减少(万元),,-27,,-143,,-27,,-79,,-45,,52,,,-10,-212,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,
存货的减少(万元),,-2944,,1573,,906,,-3441,,-666,,-4232,,,-789,-696,,
经营性应收项目的减少(万元),,-8975,,-8315,,-4383,,-11428,,-5437,,-6053,,,-6028,-2717,,
经营性应付项目的增加(万元),,3811,,8143,,1000,,810,,888,,670,,,3202,2145,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,1125,,,
经营活动产生现金流量净额(万元),,1406,,15138,,3808,,657,,2325,,2796,,,5177,2808,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,
现金的期末余额(万元),26834,30054,24632,21001,11466,8745,23320,22007,3072,4531,5501,4489,5549,4753,9501,1917,1844,
现金的期初余额(万元),21001,21001,21001,22007,22007,22007,24117,4489,4489,4489,4489,9501,9501,9501,1917,1844,1900,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),5832,9053,3630,-1005,-10541,-13262,-797,17518,-1417,42,1012,-5012,-3953,-4748,7584,74,-56,

