报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),98865,62618,23895,115144,72729,49227,21683,122788,75450,53325,11080,124969,62755,41607,99416,79860,81011,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,35,,,,,,,,,320,
收到的其他与经营活动有关的现金(万元),3611,2479,2000,4216,4533,3482,304,4247,3750,3183,111,2147,2128,528,1344,576,337,
经营活动现金流入小计(万元),102476,65097,25895,119359,77262,52709,21988,127070,79200,56509,11191,127116,64883,42134,100760,80435,81669,
购买商品、接受劳务支付的现金(万元),70678,44814,18896,65946,48194,27779,16028,65293,45792,27439,14458,71994,46302,32999,67989,56722,60197,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9683,6438,3293,13024,10252,6397,3567,16647,12339,7830,3798,15720,11403,7455,9995,10975,8012,
支付的各项税费(万元),10624,6953,3350,14724,10688,6867,3191,14977,10582,6070,2806,16091,11400,7240,12050,6235,4394,
