报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,15374,310059,,77669,,,,525326,66622,
收取利息、手续费及佣金的现金(万元),814509,516836,265778,1001066,729851,488389,245689,730434,812764,961462,
拆入资金净增加额(万元),,,152874,1402,50000,,,,,448403,
回购业务资金净增加额(万元),98434,,,55511,338216,261689,349831,1585934,,,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),267004,160914,72665,651489,396864,284668,48888,296541,326217,326708,
经营活动现金流入小计(万元),2031012,1672705,1263286,3177270,2280524,2006588,1784067,3544968,1664307,2384068,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),200657,130111,66663,214371,157651,80191,54030,115998,116672,86173,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),245860,162221,59030,305326,225327,148085,62881,287714,305579,325098,
支付的各项税费(万元),75478,61800,24455,106847,90478,66895,30444,93266,95854,204064,
支付的其他与经营活动有关的现金(万元),92024,287084,57768,665101,369740,350034,157138,419456,496850,336075,
经营活动现金流出小计(万元),2065766,1038724,972560,2063163,1136523,1014692,1418501,2784563,4568406,2616242,
经营活动产生的现金流量净额(万元),-34754,633981,290727,1114107,1144001,991896,365565,760404,-2904099,-232174,
收回投资所收到的现金(万元),238305,211653,284749,,17379,202648,557244,,,,
取得投资收益所收到的现金(万元),69753,54042,27567,113877,69398,54259,23999,151431,115268,55622,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3480,3438,26,335,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,15,,,,
收到的其他与投资活动有关的现金(万元),308,,,,70,94,12902,298,6479,1114,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),311846,269134,312341,114213,86847,257002,594161,151729,121747,56736,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),13792,9524,3090,15144,7430,5072,1416,21252,48406,48605,
投资所支付的现金(万元),155118,,,23879,,,28173,706146,50561,476260,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,4000,
支付的其他与投资活动有关的现金(万元),783,54,,2782,967,967,9450,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),169692,9578,3090,41805,8397,6040,39038,727397,98968,528865,
投资活动产生的现金流量净额(万元),142154,259556,309251,72408,78450,250962,555123,-575668,22779,-472130,
吸收投资收到的现金(万元),292473,292428,,,,,,76,6000,33850,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,76,6000,33850,
取得借款收到的现金(万元),322359,188429,108333,280417,519128,302902,189783,288218,366010,30000,
发行债券收到的现金(万元),3427515,1711603,797575,2211598,1397934,1094580,472569,1474446,2994285,653472,
收到其他与筹资活动有关的现金(万元),,,,,,,,,1,15412,
筹资活动现金流入小计(万元),4042347,2192460,905908,2492015,1917063,1397482,662351,1762741,3366296,732733,
偿还债务支付的现金(万元),2818878,1426803,932195,2795106,2110829,1279261,379003,1973211,1261684,868216,
分配股利、利润或偿付利息所支付的现金(万元),157461,122709,38088,260178,196881,148542,24428,237905,255963,267522,
其中：子公司支付给少数股东的股利、利润(万元),,480,,2569,,,,3179,1813,1590,
支付其他与筹资活动有关的现金(万元),604080,600000,,10146,2534,2040,1228,27292,,,
筹资活动现金流出小计(万元),3580419,2149512,970283,3065429,2310244,1429843,404658,2238408,1517647,1135737,
筹资活动产生的现金流量净额(万元),461928,42947,-64375,-573414,-393181,-32361,257693,-475667,1848649,-403004,
汇率变动对现金及现金等价物的影响(万元),170,-2065,-644,5002,-824,2587,337,15115,-578,6258,
现金及现金等价物净增加额(万元),569498,934419,534959,618102,828447,1213083,1178718,-275816,-1033248,-1101049,
加:期初现金及现金等价物余额(万元),3699430,3699430,3699430,3081327,3081327,3081327,3076701,3357143,4390392,5491441,
期末现金及现金等价物余额(万元),4268928,4633849,4234388,3699430,3909774,4294410,4255419,3081327,3357143,4390392,
净利润(万元),,140980,,,,,,107011,189593,253327,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,,,,,67188,40320,4293,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7014,,,,,,15095,13588,11510,
无形资产摊销(万元),,3094,,,,,,5519,5038,3967,
长期待摊费用摊销(万元),,2277,,,,,,4901,4900,4960,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-2033,,,,,,-6,-3014,-953,
