报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),87521,55408,25440,100299,69101,38951,15324,61262,40867,39000,17733,48346,59128,72718,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),7746,4234,3023,7772,5724,4420,1182,8586,5072,2752,469,3553,1935,1931,
经营活动现金流入小计(万元),95267,59642,28463,108071,74825,43371,16505,69848,45939,41751,18202,51899,61062,74649,
购买商品、接受劳务支付的现金(万元),2145,1483,657,1924,1277,836,853,2084,1587,1763,814,1619,2350,1756,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6182,4319,2348,6444,4808,3277,1294,4842,3717,4221,2108,3503,3218,2449,
支付的各项税费(万元),13810,9781,4608,18683,13947,8428,4119,11816,8438,8802,4499,10132,12855,11743,
支付的其他与经营活动有关的现金(万元),52260,30333,14063,54709,36115,22463,9852,24057,13755,12139,5081,17465,29541,42329,
经营活动现金流出小计(万元),74397,45915,21676,81760,56147,35003,16118,42799,27496,26925,12501,32718,47965,58277,
