报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),10305123,8861000,10946882,834341,2902485,,,987206,,2832519,3776964,15322997,,10391879,7846546,18617633,,12156065,22574892,8160772,11521409,
向中央银行借款净增加额(万元,311600,,,4588600,4711000,701500,500000,2653000,2253000,1403000,900000,3073000,623000,1120000,660000,225000,485000,250000,500000,60489,-27640,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,437424,,,,,,,,,,497787,,,,957369,,,,,
收取利息、手续费及佣金的现金(万元),4644545,3200167,1545437,5670307,4258906,2789491,1362922,4903840,3617867,2367610,1405370,4429971,3323633,2307061,1184217,4562010,3485885,2945268,4476825,3674859,3229589,
拆入资金净增加额(万元),,,,,,566951,2997698,,,,,1846842,2715208,,,2946492,1612519,2045360,2634424,2965658,1095240,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),334026,887916,88129,145120,89072,63195,54764,185252,304698,170023,20572,179365,162885,187899,304272,276096,190487,117843,31020,95538,66774,
经营活动现金流入小计(万元),16084830,13002146,13040176,14591560,13759655,4745294,5566607,8729298,6175565,6773152,6102906,24852175,24390496,14006839,10863338,27361398,23135617,17514536,30217161,14957316,15885373,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),12235225,7912299,4204145,14550401,13807424,8408861,3942198,10337112,7991568,5482501,2535241,9243774,7723530,6703779,3090525,8108837,6275637,4782399,7682124,5872792,6138998,
存放中央银行和同业款项净增加额(万元),,,,,,,,3633422,3167320,2291461,2390316,1253276,,159135,,,,890551,1476420,1588945,1562446,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),3189798,2009184,1038834,3935144,2949348,2050462,1099749,3443880,2490735,1661054,866000,2997400,2206532,1606126,815085,3119613,2322077,1432376,2249208,1587809,1280782,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),589571,456926,317565,639024,502567,375606,244396,602766,461939,346651,227863,536741,408093,301250,202198,469264,357293,265782,433244,383807,331672,
支付的各项税费(万元),483513,373242,116353,514291,448439,351085,97756,487034,403236,319246,374024,614317,440663,286465,110364,478657,341927,234482,480826,490255,394223,
支付的其他与经营活动有关的现金(万元),869826,1173626,818336,1259999,967999,691428,499089,655737,760617,543945,339075,1944935,1411751,592884,393214,328199,790562,142936,349158,236633,238398,
经营活动现金流出小计(万元),19631593,14601200,10635009,23796400,21230826,13894895,7518479,19243145,17400094,11270708,8965405,16590444,15796277,10092303,7787527,12504570,12536730,7748526,12670979,10160242,9946517,
经营活动产生的现金流量净额(万元),-3546763,-1599054,2405167,-9204841,-7471171,-9149601,-1951872,-10513847,-11224528,-4497556,-2862499,8261731,8594219,3914536,3075811,14856827,10598887,9766011,17546182,4797074,5938855,
收回投资所收到的现金(万元),199202884,109118394,45972687,160700446,86846366,62959315,36277380,114773545,79722309,51842828,28970852,112546322,68166523,95648446,58176812,114266896,57226023,31603086,35026883,10892167,12868900,
取得投资收益所收到的现金(万元),2609291,1854821,953057,3659117,2706085,1831828,854688,3153285,2247130,1531486,685560,2346676,1584049,997315,480853,1532181,878714,505220,913774,344236,126391,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,,12874,,,,3730,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),18411,10581,1376,15921,11265,7213,5673,16988,9148,10161,5072,18397,,9481,5229,8910,,2950,4124,23634,5080,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),201830586,110983796,46927120,164375483,89563716,64798356,37137741,117943818,81978587,53384474,29661483,114911395,69763446,96655243,58662893,115807986,58108467,32111256,35944781,11260036,13000371,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),39567,23641,10435,59387,27934,18103,9212,56549,39798,18569,3312,87316,70509,56092,11480,112955,13001,34398,158676,119978,84572,
投资所支付的现金(万元),200485691,110874925,48025972,164997496,92555626,61080158,37430252,121516957,81481694,49735208,29356588,135352120,87962728,107058510,60977425,134262653,67479671,40880964,53587305,13339173,16894306,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),200525258,110898566,48036407,165056883,92583560,61098260,37439464,121573506,81521492,49753777,29359900,135439436,88033238,107114602,60988905,134375608,67492672,40915362,53745981,13459151,16978877,
