报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),130898,87254,39884,153849,103014,67487,25377,118425,18704,103039,98330,78079,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),581,531,646,312,232,172,28,730,8,396,601,123,
经营活动现金流入小计(万元),131480,87784,40530,154161,103247,67659,25405,119155,18712,103434,98931,78201,
购买商品、接受劳务支付的现金(万元),90001,56724,29577,117712,87867,52956,26073,80223,17751,69453,49808,51881,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9073,6688,3905,11406,8229,5785,3262,9375,2678,10035,9245,6594,
支付的各项税费(万元),4205,1454,897,7900,6610,2999,1240,8591,1223,5461,8476,3572,
支付的其他与经营活动有关的现金(万元),3599,2735,614,6489,4431,2884,806,5492,762,4382,6133,4391,
经营活动现金流出小计(万元),106878,67600,34993,143507,107137,64624,31382,103680,22414,89330,73662,66438,
经营活动产生的现金流量净额(万元),24602,20184,5537,10655,-3890,3035,-5977,15474,-3702,14104,25269,11763,
收回投资所收到的现金(万元),71600,38600,15000,40000,32000,21000,13000,14500,3000,13000,,,
取得投资收益所收到的现金(万元),545,239,56,362,266,210,90,121,30,76,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),131,131,131,0,0,0,0,14,,,,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,105,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),72276,38970,15187,40362,32266,21210,13090,14635,3030,13076,0,105,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3249,344,,514,1187,114,89,167,178,2189,3394,7175,
投资所支付的现金(万元),127400,77400,52600,40000,34000,28000,15000,15000,,14500,4000,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,705,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),130649,77744,52600,40514,35187,28114,15089,15167,178,17394,7394,7175,
投资活动产生的现金流量净额(万元),-58373,-38774,-37413,-152,-2920,-6904,-1999,-532,2853,-4318,-7394,-7070,
吸收投资收到的现金(万元),49982,49982,49982,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,4500,,6500,23900,20500,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),9154,3348,1299,,846,,,,,362,,,
筹资活动现金流入小计(万元),59136,53330,51281,0,846,0,0,4500,0,6862,23900,20500,
偿还债务支付的现金(万元),,,,4500,4500,4500,,6500,,9500,32400,21100,
分配股利、利润或偿付利息所支付的现金(万元),8326,8132,,100,100,100,49,3344,502,9854,5963,3439,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,8260,,96,785,1397,806,3,900,17,
筹资活动现金流出小计(万元),8326,8132,0,12860,4600,4696,834,11241,1308,19356,39263,24556,
筹资活动产生的现金流量净额(万元),50810,45198,51281,-12860,-3754,-4696,-834,-6741,-1308,-12494,-15363,-4056,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,
