报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),868285,564522,265581,926973,658702,429612,224508,795087,570864,360558,170353,647352,447582,390337,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),26538,20475,8462,29723,18947,17335,8129,12053,1189,5518,431,5867,5913,5977,
收到的其他与经营活动有关的现金(万元),43825,14015,5880,26125,9382,6491,5265,30761,22934,13887,3346,27013,9202,8034,
经营活动现金流入小计(万元),938648,599013,279923,982821,687032,453438,237902,837901,594987,379963,174130,680232,462697,404348,
购买商品、接受劳务支付的现金(万元),355906,247225,82012,385824,268757,166725,66039,331456,227877,128352,65270,251123,200023,149860,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),301093,191139,127903,277823,197430,147941,107241,208590,162656,129401,70784,168038,118298,124179,
支付的各项税费(万元),37163,26629,16672,48805,59405,49962,25880,32152,27821,25348,9558,25212,13996,16106,
支付的其他与经营活动有关的现金(万元),67168,36139,34328,106327,69710,38985,41912,86342,64425,39428,17704,60180,56520,42949,
经营活动现金流出小计(万元),761329,501132,260916,818779,595302,403613,241072,658540,482778,322530,163317,504552,388838,333093,
经营活动产生的现金流量净额(万元),177319,97881,19008,164043,91730,49826,-3169,179361,112208,57433,10813,175679,73860,71255,
收回投资所收到的现金(万元),8830,6134,1322,7995,7985,7985,12804,119718,88566,89492,,,108267,47655,
取得投资收益所收到的现金(万元),12532,7437,3038,10486,7638,2559,846,5712,4907,3343,2049,3501,10694,9992,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),852,277,332,947,356,319,175,567,871,222,152,12406,9465,252,
处置子公司及其他营业单位收到的现金净额(万元),,,,2379,2379,,,,,,,14462,2289,,
收到的其他与投资活动有关的现金(万元),,,3800,,,543,133,24601,5614,2949,3207,368158,86508,29937,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),22214,13849,8492,21806,18357,11405,13958,150598,99959,96006,5407,398527,217224,87835,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),183151,112605,54767,224889,127896,84476,39794,136328,98063,54468,19432,95768,92883,64816,
投资所支付的现金(万元),216032,158857,69760,312211,349481,303320,69320,30323,80069,11970,28578,74279,18645,41436,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),13025,11567,,12372,,,,85121,85121,85121,54236,96488,3358,,
支付的其他与投资活动有关的现金(万元),,,,,,,,11257,1300,,986,152623,195666,88389,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),412208,283029,124526,549472,477377,387797,109114,263029,264554,151559,103231,419158,310552,194641,
投资活动产生的现金流量净额(万元),-389995,-269179,-116034,-527666,-459020,-376391,-95156,-112431,-164595,-55553,-97824,-20631,-93328,-106806,
吸收投资收到的现金(万元),33302,30823,30823,925206,216066,216066,,3142,525,,,207769,48624,2768,
其中：子公司吸收少数股东投资收到的现金(万元),,,,2587,,,,3142,525,,,36879,48624,2768,
取得借款收到的现金(万元),219494,129494,22000,146553,133320,83374,63325,162216,116690,55077,40003,90993,44088,129293,
发行债券收到的现金(万元),208388,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,2586,,,1478,1478,1478,1478,2907,114982,14762,
筹资活动现金流入小计(万元),461184,160317,52823,1071759,351972,299441,63325,166836,118693,56555,41482,301668,207694,146823,
偿还债务支付的现金(万元),12000,12000,10000,298358,106817,70055,39487,48700,28344,27890,28068,62254,140886,63567,
分配股利、利润或偿付利息所支付的现金(万元),70152,61414,72,10255,7913,5677,1728,5914,4113,3155,559,118374,4290,1383,
其中：子公司支付给少数股东的股利、利润(万元),,,,1921,1921,1921,,1883,1883,1883,,113773,813,,
支付其他与筹资活动有关的现金(万元),278715,117651,6012,64730,24852,4771,,179638,150645,144002,494,133808,19667,16226,
筹资活动现金流出小计(万元),360867,191065,16084,373343,139582,80503,41214,234253,183102,175047,29122,314436,164843,81176,
筹资活动产生的现金流量净额(万元),100317,-30748,36740,698416,212391,218938,22111,-67417,-64409,-118492,12359,-12767,42851,65647,
汇率变动对现金及现金等价物的影响(万元),430,-3746,-4352,-5638,649,-951,2222,-3628,-3421,-3990,86,8242,2993,2103,
现金及现金等价物净增加额(万元),-111929,-205793,-64638,329155,-154250,-108579,-73993,-4115,-120216,-120601,-74566,150523,26376,32198,
加:期初现金及现金等价物余额(万元),575769,575769,575769,246614,246614,246614,247239,250730,250730,250730,250730,100207,73831,41633,
期末现金及现金等价物余额(万元),463840,369976,511131,575769,92364,138036,173246,246614,130514,130129,176164,250730,100207,73831,
净利润(万元),,110497,,233368,,130407,,129672,,78168,,112097,68378,,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,53,,1253,,-702,,14096,,873,,3092,3134,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,29439,,50066,,23192,,36500,,17287,,30987,29884,,
无形资产摊销(万元),,3063,,4375,,2305,,3778,,2028,,3511,2809,,
长期待摊费用摊销(万元),,7467,,10536,,4417,,7516,,3678,,5478,6068,,
待摊费用的减少(万元),,,,,,,,,,,,,,,
