报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),67897,41323,19423,61886,42313,26473,12754,43180,23692,28016,18871,13401,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),83,80,,,,,,,,427,,34,
收到的其他与经营活动有关的现金(万元),50671,32938,16936,46761,32196,19654,10734,17276,584,2645,4751,287,
经营活动现金流入小计(万元),118651,74341,36359,108647,74509,46127,23488,60456,24276,31088,23622,13722,
购买商品、接受劳务支付的现金(万元),19861,11541,4281,19784,12617,7924,2779,11330,5766,12630,7842,5084,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11058,8142,4810,12053,9496,7102,4777,10163,5800,6645,5735,4629,
支付的各项税费(万元),1808,1629,1169,2578,1890,1253,565,2216,1172,876,483,715,
支付的其他与经营活动有关的现金(万元),48229,35622,13812,49593,33302,19799,8475,16896,3449,3580,3008,2356,
经营活动现金流出小计(万元),80956,56934,24072,84008,57304,36078,16595,40604,16187,23731,17069,12783,
经营活动产生的现金流量净额(万元),37695,17407,12287,24638,17204,10049,6893,19852,8089,7357,6554,939,
收回投资所收到的现金(万元),,,,,,,,,,6800,5141,65638,
取得投资收益所收到的现金(万元),,,,,,,,,,16,66,425,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,22,0,,,32,34,,41,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,1101,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,759,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,22,0,0,0,32,34,8676,5248,66063,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9938,7463,765,6709,5138,3212,1115,3947,1149,2767,3382,2712,
投资所支付的现金(万元),300,200,,3345,3090,90,90,1083,82,7301,5900,53711,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
