报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),43015,25367,66295,48326,31192,82057,39892,53367,46578,31740,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),46,24,18,25,6,11,,,,,
收到的其他与经营活动有关的现金(万元),816,442,1227,761,349,1408,858,856,615,251,
经营活动现金流入小计(万元),43877,25833,67541,49111,31547,83476,40750,54224,47193,31990,
购买商品、接受劳务支付的现金(万元),23068,17204,33772,28222,20075,41135,19201,26136,21325,17164,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7259,5049,10384,7735,5557,11317,6185,10535,8539,5706,
支付的各项税费(万元),2359,1383,6391,4941,3727,5387,2678,8068,4662,3043,
支付的其他与经营活动有关的现金(万元),2617,1617,4210,2667,1937,4359,2694,5184,4779,3651,
经营活动现金流出小计(万元),35303,25253,54757,43565,31297,62197,30758,49923,39305,29565,
经营活动产生的现金流量净额(万元),8574,580,12783,5546,250,21279,9992,4300,7888,2426,
收回投资所收到的现金(万元),,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),90,169,247,36,53,95,74,69,10,-182,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,102,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),90,169,247,36,53,95,74,69,113,-182,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9199,5738,8662,4188,3442,5036,2982,4794,3674,5843,
投资所支付的现金(万元),,,270,,,,,500,600,300,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),9199,5738,8932,4188,3442,5036,2982,5294,4274,6143,
投资活动产生的现金流量净额(万元),-9109,-5569,-8685,-4152,-3390,-4941,-2908,-5224,-4161,-6325,
吸收投资收到的现金(万元),43686,,,,,,,4440,5800,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),6100,5100,9080,9080,8130,10780,7830,16070,12880,11819,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,68,68,68,,,,4265,3548,
筹资活动现金流入小计(万元),49786,5100,9148,9148,8198,10780,7830,20510,22945,15367,
偿还债务支付的现金(万元),6580,6580,12280,12280,7780,16345,11168,12420,13925,9680,
分配股利、利润或偿付利息所支付的现金(万元),200,141,409,343,233,2106,1762,4701,6351,911,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),820,124,394,383,268,954,682,2045,4546,2860,
筹资活动现金流出小计(万元),7600,6845,13083,13006,8281,19405,13611,19166,24823,13451,
筹资活动产生的现金流量净额(万元),42186,-1745,-3935,-3858,-83,-8625,-5781,1344,-1877,1916,
汇率变动对现金及现金等价物的影响(万元),-0,-0,0,-0,6,,,,,,
现金及现金等价物净增加额(万元),41651,-6734,164,-2464,-3217,7713,1303,420,1849,-1984,
加:期初现金及现金等价物余额(万元),11428,11428,11265,11265,11265,3551,3551,3131,1282,3265,
期末现金及现金等价物余额(万元),53079,4694,11428,8800,8047,11265,4854,3551,3131,1282,
净利润(万元),,2932,8838,,3222,8047,,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,-71,372,,78,-250,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1248,2401,,1210,2345,,,,,
无形资产摊销(万元),,75,141,,68,135,,,,,
长期待摊费用摊销(万元),,1603,2743,,1290,4155,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,116,20,,9,69,,,,,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,145,389,,226,743,,,,,
投资损失(万元),,-60,-164,,-96,-83,,,,,
递延所得税资产减少(万元),,50,-118,,-48,109,,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,1296,775,,617,1622,,,,,
经营性应收项目的减少(万元),,-144,-3143,,-203,15712,,,,,
经营性应付项目的增加(万元),,-6479,378,,-6262,-11218,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,-60,-103,,-50,-107,,,,,
经营活动产生现金流量净额(万元),,580,12783,,250,21279,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),53079,4694,11428,8800,8047,11265,4854,3551,3131,1282,
现金的期初余额(万元),11428,11428,11265,11265,11265,3551,3551,3131,1282,3265,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),41651,-6734,164,-2464,-3217,7713,1303,420,1849,-1984,

