报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),463537,284988,110247,563800,417345,269312,107885,571491,424993,78529,269679,114336,178392,226275,207298,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),15796,10090,6684,10806,10340,4941,2000,13904,10993,3765,7477,2603,5778,5290,2958,
收到的其他与经营活动有关的现金(万元),6567,4344,3690,4914,5091,3601,2774,3528,5900,5235,4306,4016,7432,8505,7120,
经营活动现金流入小计(万元),485901,299422,120621,579520,432775,277855,112659,588923,441886,87528,281462,120955,191603,240070,217377,
购买商品、接受劳务支付的现金(万元),438020,264482,132143,524138,393776,250215,94686,543021,415216,72499,260479,112155,158459,216579,186192,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6138,6644,4178,9585,6218,5247,3252,8560,7352,2604,5664,3050,4622,3525,2894,
支付的各项税费(万元),3956,1511,906,3817,4338,702,351,3887,4346,841,2314,1385,1991,913,1744,
支付的其他与经营活动有关的现金(万元),25388,15461,8656,24867,20856,12924,7449,23160,17843,7542,14310,8606,11520,14871,14767,
