报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),51314,32667,16614,66930,46031,31525,15932,75916,57112,39288,18547,71151,50292,31511,60428,52953,24036,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),124,0,,,,,0,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1579,721,466,1090,1428,691,890,1924,951,559,393,3555,1283,847,4472,4115,6622,
经营活动现金流入小计(万元),53017,33389,17081,68021,47459,32216,16822,77840,58063,39847,18939,74705,51575,32358,64900,57068,30659,
购买商品、接受劳务支付的现金(万元),6691,2971,1465,2292,1458,867,337,2002,1890,1003,344,831,747,514,1325,1443,2275,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7844,5153,3057,5081,3360,2182,1218,3976,3141,2079,1292,3247,2213,1743,2877,2176,1761,
支付的各项税费(万元),4582,3317,1528,5045,4540,3368,1625,5274,4411,2821,1260,5245,4004,2521,4791,5349,3371,
支付的其他与经营活动有关的现金(万元),31247,21084,9207,48260,34309,22499,11007,58280,44640,29283,17356,50997,36727,23573,39918,34560,15570,
经营活动现金流出小计(万元),50364,32526,15257,60678,43667,28916,14186,69532,54083,35186,20252,60319,43690,28351,48911,43528,22977,
经营活动产生的现金流量净额(万元),2653,863,1823,7342,3793,3300,2636,8308,3980,4661,-1313,14386,7884,4007,15989,13540,7682,
收回投资所收到的现金(万元),3105,2740,,3400,15005,6000,,77140,,,,,,,,,,
取得投资收益所收到的现金(万元),2583,1957,487,3506,2580,1294,302,919,285,285,,656,366,366,1248,1235,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,0,0,0,,1,1,0,,0,0,0,2,2,4,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),49000,24600,,,3400,3400,2400,,2000,2000,500,5000,5000,4000,1300,,100,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),54688,29297,487,6906,20985,10694,2702,78060,2286,2285,500,5656,5366,4366,2550,1237,104,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8601,5875,2555,3867,2829,1360,881,2225,1432,789,474,2205,1549,770,1362,1564,1571,
投资所支付的现金(万元),4100,3500,698,22705,10913,9414,27917,155130,,,21500,97,,97,4750,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),750,,,24209,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,88500,2500,,1300,1300,300,7900,850,50,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),13451,9375,3253,50780,13742,10774,28798,157355,89932,3289,21974,3602,2849,1167,14012,2414,1621,
投资活动产生的现金流量净额(万元),41237,19922,-2765,-43874,7243,-80,-26096,-79295,-87646,-1004,-21474,2054,2517,3200,-11463,-1177,-1517,
吸收投资收到的现金(万元),,20,10,600,600,600,600,79948,80337,,,800,500,,2800,17368,160,
其中：子公司吸收少数股东投资收到的现金(万元),,,,600,,,,200,,,,800,,,,200,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,20,10,600,600,600,600,79948,80337,0,0,800,500,0,2800,17368,160,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,2000,
分配股利、利润或偿付利息所支付的现金(万元),2041,2041,,3117,3087,3101,,,,,,6087,6087,5499,4634,,104,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1,1,,3,,3,,,,,,,,,270,,,
筹资活动现金流出小计(万元),2042,2042,0,3120,3087,3104,0,0,0,0,0,6087,6087,5499,4904,0,2104,
筹资活动产生的现金流量净额(万元),-2042,-2022,10,-2520,-2487,-2504,600,79948,80337,0,0,-5287,-5587,-5499,-2104,17368,-1944,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),41848,18763,-932,-39051,8549,716,-22860,8960,-3329,3657,-22787,11153,4815,1708,2422,29731,4221,
加:期初现金及现金等价物余额(万元),30707,30707,30707,69758,69758,69758,69750,60798,60798,60798,60798,49645,49645,49645,47223,17491,13270,
期末现金及现金等价物余额(万元),72555,49470,29775,30707,78307,70474,46890,69758,57469,64455,38011,60798,54460,51353,49645,47223,17491,
净利润(万元),,5486,,9146,,4543,,14120,,6888,,15674,,6146,8323,10897,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,8277,,4319,,2647,,3017,,646,,669,,545,7345,1033,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,870,,1239,,637,,829,,378,,677,,333,577,522,,
无形资产摊销(万元),,91,,135,,40,,71,,35,,73,,36,80,84,,
长期待摊费用摊销(万元),,43,,21,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,1,,-0,,0,,1,,1,1,1,,
固定资产报废损失(万元),,,,1,,11,,3,,,,,,,21,61,,
公允价值变动损失(万元),,,,145,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,,,16,,,,,,,,,,,,,,
投资损失(万元),,-72,,-2646,,-1063,,-770,,-285,,-656,,-366,-1248,-1235,,
递延所得税资产减少(万元),,31,,-705,,-389,,-453,,-107,,-131,,-115,-1158,-152,,
递延所得税负债增加(万元),,,,-50,,-2,,-3,,-2,,-4,,-2,21,,,
存货的减少(万元),,-300,,-1206,,-586,,-746,,-147,,724,,-3,305,-10,,
经营性应收项目的减少(万元),,-4414,,2826,,4501,,-533,,-758,,-8623,,-3288,588,-5533,,
经营性应付项目的增加(万元),,-9148,,-5900,,-7042,,-7226,,-1988,,5983,,720,1134,7874,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,863,,7342,,3300,,8308,,4661,,14386,,4007,15989,13540,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,
现金的期末余额(万元),72555,49470,29775,30707,78307,70474,46890,69758,57469,64455,38011,60798,54460,51353,49645,47223,17491,
现金的期初余额(万元),30707,30707,30707,69758,69758,69758,69750,60798,60798,60798,60798,49645,49645,49645,47223,17491,13270,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),41848,18763,-932,-39051,8549,716,-22860,8960,-3329,3657,-22787,11153,4815,1708,2422,29731,4221,

