报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),81879,47427,20171,154639,112093,77620,43754,158349,152504,132389,115982,107539,86409,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),3161,2407,31,4791,5416,2279,51,1474,1651,1808,986,549,1578,
经营活动现金流入小计(万元),85041,49834,20202,159429,117509,79899,43806,159824,154155,134197,116968,108087,87987,
购买商品、接受劳务支付的现金(万元),29115,14042,7548,65894,47543,31775,16773,62042,61929,51567,45166,42989,34886,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),23176,12275,7428,38580,29339,19566,10100,38048,36413,30897,26295,23315,19408,
支付的各项税费(万元),7319,3763,1778,8811,8782,6114,2339,8569,6455,8729,8585,7705,6742,
支付的其他与经营活动有关的现金(万元),12072,9103,3675,21267,16289,10329,5553,21044,21912,19510,17541,15665,13084,
经营活动现金流出小计(万元),71681,39183,20429,134552,101953,67784,34765,129704,126708,110703,97587,89674,74120,
经营活动产生的现金流量净额(万元),13359,10651,-227,24877,15557,12115,9041,30120,27446,23494,19381,18413,13867,
收回投资所收到的现金(万元),5000,,,,,,,107300,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6405,6267,0,99,9,5,,9,0,34,,3,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,318,,99,
收到的其他与投资活动有关的现金(万元),642,285,166,702,537,367,167,323,38,37,56,30,18,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),12046,6552,166,802,546,373,167,107633,38,71,374,33,116,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),18377,11909,4339,22616,15573,9071,4076,14829,17965,20666,14492,13300,14599,
投资所支付的现金(万元),64000,5000,,,,,,107300,,,1257,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),82377,16909,4339,22616,15573,9071,4076,122129,17965,20666,15748,13300,14599,
投资活动产生的现金流量净额(万元),-70331,-10357,-4173,-21814,-15027,-8698,-3909,-14497,-17927,-20595,-15374,-13266,-14483,
吸收投资收到的现金(万元),76657,,,,,,,,,,12050,,500,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),6000,6000,6000,,,,,100,5100,6300,3400,16599,15601,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,
筹资活动现金流入小计(万元),82657,6000,6000,0,0,0,0,100,5100,6300,15450,16599,16101,
偿还债务支付的现金(万元),6000,,,100,100,,,3100,8300,3400,9800,20300,13200,
分配股利、利润或偿付利息所支付的现金(万元),93,43,,3,3,3,1,87,291,9883,1937,892,1484,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2325,,,,,,,2,67,102,3124,205,980,
筹资活动现金流出小计(万元),8419,43,0,103,103,3,1,3189,8658,13385,14861,21396,15664,
筹资活动产生的现金流量净额(万元),74238,5957,6000,-103,-103,-3,-1,-3089,-3558,-7085,589,-4797,437,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),17267,6251,1600,2960,427,3414,5131,12534,5961,-4185,4595,349,-179,
加:期初现金及现金等价物余额(万元),26235,26235,26235,23275,23275,23275,23275,10741,4780,8965,4370,4020,4199,
期末现金及现金等价物余额(万元),43502,32487,27835,26235,23702,26689,28406,23275,10741,4780,8965,4370,4020,
净利润(万元),,7994,3834,19759,,11159,7036,20030,15904,,,,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,,,,,,,179,232,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1889,895,3552,,1747,849,3881,3697,,,,,
无形资产摊销(万元),,242,116,472,,246,116,447,353,,,,,
长期待摊费用摊销(万元),,2898,1497,6464,,3188,1592,7002,7132,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-5978,,30,,33,,7,,,,,,
