报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),88816,63454,113239,63657,43771,77806,56334,22752,26926,2805,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),17934,14240,21382,17025,15355,15508,5197,105,56,5,
经营活动现金流入小计(万元),106750,77695,134621,80681,59125,93314,61531,22857,26982,2811,
购买商品、接受劳务支付的现金(万元),42878,30202,67017,38808,20214,42436,33650,11447,23372,1789,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8002,5788,10222,6882,4749,7691,5715,2339,1497,48,
支付的各项税费(万元),9918,7058,9864,7379,5554,8130,4855,1583,476,19,
支付的其他与经营活动有关的现金(万元),36282,26599,37031,27721,20993,27172,14812,3940,4512,596,
经营活动现金流出小计(万元),97080,69646,124134,80790,51511,85429,59032,19308,29857,2452,
经营活动产生的现金流量净额(万元),9670,8049,10487,-109,7615,7885,2500,3548,-2875,358,
收回投资所收到的现金(万元),,,,,,,,,,,
取得投资收益所收到的现金(万元),100,100,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,1,1,1,2,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,1000,17063,7528,433,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),100,100,1,1,1,1002,17063,7528,433,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8618,6096,1814,1773,1568,5060,1081,202,125,1,
投资所支付的现金(万元),,,1000,1000,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,500,,
支付的其他与投资活动有关的现金(万元),,,,,,1000,17000,12000,,433,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),8618,6096,2814,2773,1568,6060,18081,12202,625,434,
投资活动产生的现金流量净额(万元),-8518,-5996,-2813,-2772,-1567,-5058,-1018,-4675,-192,-434,
吸收投资收到的现金(万元),68915,,,,,,804,,7968,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),1000,1000,13998,3998,2000,6000,2500,,1000,,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),2810,,,,,,,,5574,,
筹资活动现金流入小计(万元),72725,1000,13998,3998,2000,6000,3304,0,14542,0,
偿还债务支付的现金(万元),1000,1000,13998,2000,,6000,2500,,1000,,
分配股利、利润或偿付利息所支付的现金(万元),3009,3009,5180,5112,1,1533,15,,4,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
