报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),25919,17086,9558,34571,22412,13862,6282,31837,20879,14673,8021,28196,20398,13587,30539,26779,21382,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),688,369,221,1037,875,529,273,651,477,259,145,394,136,162,321,107,97,
收到的其他与经营活动有关的现金(万元),2117,1877,167,365,815,496,399,644,181,300,168,258,179,132,165,788,168,
经营活动现金流入小计(万元),28723,19331,9946,35974,24102,14888,6954,33131,21537,15233,8334,28848,20712,13881,31025,27674,21647,
购买商品、接受劳务支付的现金(万元),15029,9434,5407,21710,12747,7518,3141,19443,11790,9315,3657,14400,9381,6061,19167,16820,11961,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5086,3399,1623,6259,4614,2980,1461,5336,4079,2453,1223,4759,3499,2219,4130,3289,2695,
支付的各项税费(万元),1444,824,522,1738,1477,878,453,1608,1335,760,453,1814,1261,797,2043,1481,1533,
支付的其他与经营活动有关的现金(万元),3697,2640,1107,2017,3057,1637,1005,1690,928,595,1137,1340,1692,608,1208,1817,1675,
经营活动现金流出小计(万元),25256,16298,8658,31725,21894,13013,6061,28077,18132,13123,6469,22314,15833,9685,26549,23407,17864,
经营活动产生的现金流量净额(万元),3467,3033,1288,4249,2208,1875,893,5054,3405,2110,1865,6535,4879,4196,4477,4267,3783,
收回投资所收到的现金(万元),60250,48540,27400,61000,33200,22100,12600,4500,,,,,,,,,,
取得投资收益所收到的现金(万元),382,295,145,836,232,72,32,32,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,38,-54,116,74,74,,68,4,1,1,223,1,77,1072,623,42,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),44,6,6,,13,8,6,776,11,572,3,,2,,2550,107,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),60714,48880,27497,61952,33519,22254,12638,5376,15,573,3,223,2,77,3622,730,42,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),14234,12348,2619,4996,2965,2159,1105,3202,1795,1555,369,5316,3231,3605,2742,4762,5052,
投资所支付的现金(万元),50950,41350,28800,66190,30900,19600,12600,17311,14100,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,210,,1,204,100,,1350,1200,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),65184,53698,31419,71185,33865,21759,13705,20513,16105,1555,370,5520,3330,3605,4092,5962,5052,
投资活动产生的现金流量净额(万元),-4469,-4818,-3922,-9233,-347,495,-1067,-15137,-16090,-982,-367,-5297,-3328,-3528,-470,-5232,-5010,
吸收投资收到的现金(万元),454,442,,,,,,22563,22563,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),454,442,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,33,,,,,,,,,1800,1800,1800,,4639,2654,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),567,356,217,772,577,279,154,2779,,1852,,1921,,,1021,752,,
筹资活动现金流入小计(万元),1021,798,250,772,577,279,154,25342,22563,1852,0,3721,1800,1800,1021,5391,2654,
偿还债务支付的现金(万元),,,,,,,,1800,1800,1800,800,,,,4294,2999,400,
分配股利、利润或偿付利息所支付的现金(万元),1122,1122,,1700,1702,1702,,20,18,20,13,71,,23,115,284,62,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1246,672,192,823,731,340,243,2626,4,1530,2,2265,1861,888,1592,864,294,
筹资活动现金流出小计(万元),2368,1794,192,2523,2433,2042,243,4447,1822,3350,815,2336,1861,911,6001,4147,756,
筹资活动产生的现金流量净额(万元),-1347,-996,59,-1751,-1856,-1763,-88,20895,20741,-1498,-815,1385,-61,889,-4980,1244,1898,
汇率变动对现金及现金等价物的影响(万元),42,5,-20,6,-10,-28,-109,,-89,,31,,6,,,,,
现金及现金等价物净增加额(万元),-2306,-2776,-2595,-6730,-5,579,-371,10812,7966,-370,715,2622,1496,1557,-973,279,672,
加:期初现金及现金等价物余额(万元),8420,8420,8420,15151,15151,15151,15151,4339,4339,4339,4339,1716,1716,1716,2689,2410,1739,
期末现金及现金等价物余额(万元),6114,5645,5826,8420,15145,15730,14779,15151,12305,3968,5053,4339,3213,3273,1716,2689,2410,
净利润(万元),,2045,,5482,,2555,,5290,,2661,,4258,,1711,2753,2594,1987,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-47,,301,,114,,52,,7,,31,,59,-161,174,91,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1238,,2327,,1085,,1923,,940,,1753,,849,1583,1329,1069,
无形资产摊销(万元),,20,,40,,20,,40,,20,,40,,19,36,36,37,
