报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),83312,55378,25841,103733,66509,42358,18712,85074,60134,38374,16418,72228,47831,31263,13401,69181,46544,27860,61132,61201,52981,49477,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,96,,,,187,,,,,,
收到的其他与经营活动有关的现金(万元),30047,18176,5472,57543,2798,1640,529,1669,658,738,85,849,652,238,79,1028,1140,736,632,503,2613,4417,
经营活动现金流入小计(万元),213867,139347,64582,239707,122863,73932,30351,98313,65086,39113,16503,73077,48580,31500,13479,70209,47871,28596,61763,61704,55594,53894,
购买商品、接受劳务支付的现金(万元),79367,54327,26843,85188,62732,39820,19732,74625,56317,37211,16088,64227,48238,31424,14436,57824,44386,24007,50524,50498,44859,42297,
客户贷款及垫款净增加额(万元),,,,,,,,,,3617,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6036,4296,2188,6450,3908,2672,1119,4594,3440,2353,1270,3938,2799,1815,888,3493,2540,1600,3082,3010,2898,2608,
支付的各项税费(万元),3300,2692,1408,3060,801,665,421,914,570,409,259,999,792,460,277,2926,2724,1711,1981,2910,1481,1227,
支付的其他与经营活动有关的现金(万元),26281,13299,5061,60034,3640,1671,716,2907,2146,1201,689,2260,1857,980,520,2210,2001,1087,2089,1855,4214,6489,
