报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),115135,67924,23162,124922,80299,49510,21930,104787,45727,96416,86063,70282,62527,48880,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),90,90,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),6014,3812,866,6813,4619,2598,608,6926,2714,5281,3504,4447,4708,4771,
经营活动现金流入小计(万元),121240,71825,24028,131735,84918,52108,22538,111713,48441,101698,89567,74730,67235,53650,
购买商品、接受劳务支付的现金(万元),31137,19625,5875,30477,23194,14799,6235,26768,11738,28509,27083,20687,16560,14169,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),25572,17030,9343,26764,20050,13095,6913,22030,11062,17034,13260,11465,8677,7264,
支付的各项税费(万元),9142,4866,2827,9990,6469,5105,3131,8611,4185,7669,8244,5761,5873,5557,
支付的其他与经营活动有关的现金(万元),34062,18275,9503,37236,24329,15449,7706,33474,15572,33788,28039,21155,22883,16878,
经营活动现金流出小计(万元),99913,59795,27548,104467,74041,48448,23984,90883,42558,87001,76627,59068,53992,43868,
经营活动产生的现金流量净额(万元),21326,12030,-3521,27268,10877,3661,-1447,20831,5884,14697,12940,15661,13243,9783,
收回投资所收到的现金(万元),10533,10464,4000,68,20068,68,,65,28,,,10,,,
取得投资收益所收到的现金(万元),647,7,,1116,868,552,,241,117,317,394,4,15,7,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,68,57,3,,13414,15003,54,2,3,6,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),32573,18573,19,103805,76339,53668,,52028,9069,27700,15200,500,1400,1250,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),43755,29045,4019,105056,97332,54291,0,65747,24217,28071,15595,517,1421,1257,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),25142,14102,6627,16200,7869,2738,1035,24606,18194,21465,13126,7792,7743,8212,
投资所支付的现金(万元),4213,7589,,70,21768,1768,,32,,11777,12060,30,832,3124,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),-1251,-1251,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),24690,10690,2800,108622,72804,46337,,76361,3000,25000,10183,15700,,550,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),52794,31131,9427,124892,102442,50843,1035,100999,21194,58242,35369,23522,8575,11886,
投资活动产生的现金流量净额(万元),-9039,-2085,-5408,-19837,-5109,3448,-1035,-35252,3023,-30171,-19774,-23005,-7154,-10628,
吸收投资收到的现金(万元),32937,32937,,,,,,17856,17856,,10554,10554,7980,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,10554,,,
取得借款收到的现金(万元),9037,9037,2053,,,,,,,21835,,,100,3000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),7,7,,452,196,218,,2180,518,122,29,2,,,
筹资活动现金流入小计(万元),41980,41980,2053,452,196,218,0,20036,18374,21956,10582,10556,8080,3000,
偿还债务支付的现金(万元),3377,2100,,,,,,19735,10000,,,3100,,,
分配股利、利润或偿付利息所支付的现金(万元),148,67,19,104,79,52,,629,494,456,,10534,209,1727,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),210,210,,865,339,118,,2577,215,561,,11,31,30,
筹资活动现金流出小计(万元),3735,2377,19,969,418,170,26,22941,10709,1017,0,13645,240,1757,
筹资活动产生的现金流量净额(万元),38245,39603,2034,-518,-222,48,-26,-2905,7665,20939,10582,-3089,7840,1243,
汇率变动对现金及现金等价物的影响(万元),-410,19,-21,22,1,1,-62,96,16,-5,29,21,1,-9,
现金及现金等价物净增加额(万元),50123,49566,-6915,6935,5546,7157,-2569,-17230,16587,5461,3777,-10413,13929,389,
加:期初现金及现金等价物余额(万元),15787,15787,28360,8852,8852,8852,42704,26082,26082,20622,16845,27257,13328,12938,
期末现金及现金等价物余额(万元),65910,65354,21446,15787,14398,16009,40135,8852,42669,26082,20622,16845,27257,13328,
净利润(万元),,24732,,21030,,8563,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,760,,1854,,737,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3283,,7085,,3676,,,,,,,,,
无形资产摊销(万元),,495,,966,,483,,,,,,,,,
长期待摊费用摊销(万元),,120,,180,,86,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-7,,137,,21,,,,,,,,,
固定资产报废损失(万元),,2,,10,,20,,,,,,,,,
公允价值变动损失(万元),,-21,,-20,,-1,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,70,,-681,,-553,,,,,,,,,
投资损失(万元),,-835,,-1368,,-345,,,,,,,,,
递延所得税资产减少(万元),,420,,-2965,,-750,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,
存货的减少(万元),,-10214,,-4965,,-3744,,,,,,,,,
经营性应收项目的减少(万元),,-9532,,-8175,,-4894,,,,,,,,,
经营性应付项目的增加(万元),,2137,,13731,,114,,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,12030,,27268,,3661,,,,,,,,,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
