报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),48049,35273,22452,68776,48564,36323,24910,84881,58208,38643,23826,72575,45838,36365,18803,75350,52453,36920,25087,80538,72805,82788,75439,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),130,96,21,168,129,26,26,239,52,54,54,212,73,48,35,139,76,76,13,134,127,220,,
收到的其他与经营活动有关的现金(万元),683,378,52,1148,875,133,98,408,234,187,22,396,285,202,72,349,281,218,132,713,1976,3205,2391,
经营活动现金流入小计(万元),48862,35746,22525,70092,49568,36483,25035,85528,58494,38883,23901,73183,46196,36615,18910,75838,52810,37213,25232,81385,74908,86212,77830,
购买商品、接受劳务支付的现金(万元),15531,12344,10483,35269,25732,22173,16698,48109,31433,18903,9574,35171,19515,10731,4662,28867,20337,13785,9616,25816,29813,37142,30451,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6747,4903,3036,8591,6706,4914,3172,8406,6050,4306,2813,8199,6414,4571,2692,8151,6192,4503,2560,8630,9926,8941,8091,
