报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),38938,23437,10352,38077,28164,20411,17495,16562,7503,4966,1590,11198,7210,5144,2886,9665,3242,8278,15391,15152,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,33,,,,,
收到的其他与经营活动有关的现金(万元),2937,2289,584,1233,1287,872,69,1234,289,142,128,344,185,146,187,237,276,178,437,551,
经营活动现金流入小计(万元),41875,25725,10936,39309,29451,21284,17564,17796,7792,5108,1718,11542,7396,5290,3074,9935,3518,8457,15828,15703,
购买商品、接受劳务支付的现金(万元),25749,16662,5956,22238,21183,16043,14439,6306,1474,827,417,2213,1579,989,562,1978,715,1888,5141,5567,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8273,6995,5824,7731,6410,5381,4336,5196,4306,3575,2735,5350,4248,3773,3006,4911,3419,5363,4458,4207,
支付的各项税费(万元),1258,1046,616,1299,1098,975,361,1026,897,657,286,966,948,482,367,1010,594,1189,1134,1525,
支付的其他与经营活动有关的现金(万元),5228,3804,866,4006,2391,1672,704,3163,1712,574,478,1614,1067,590,539,1305,525,1162,1266,1901,
经营活动现金流出小计(万元),40507,28506,13261,35274,31082,24070,19840,15692,8390,5632,3916,10143,7841,5835,4474,9204,5252,9602,11999,13199,
经营活动产生的现金流量净额(万元),1368,-2781,-2325,4036,-1630,-2787,-2275,2104,-597,-525,-2197,1399,-446,-545,-1401,731,-1735,-1145,3829,2503,
收回投资所收到的现金(万元),,,,,,,,,,7,,,,0,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,8,,,,,,16,7,,0,,0,,,0,0,60,21,19,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,435,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,2569,2569,2569,734,1101,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),10,8,0,0,0,0,0,16,7,7,0,2569,2569,2569,734,1101,0,60,456,19,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),796,775,22,2964,2440,2134,1302,342,71,64,4,15866,16040,4308,10,144,17,478,1918,2518,
投资所支付的现金(万元),400,,,,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),1196,775,22,2964,2440,2134,1302,342,71,64,4,15866,16040,4308,10,144,17,478,1918,2518,
投资活动产生的现金流量净额(万元),-1186,-767,-22,-2964,-2440,-2134,-1302,-326,-64,-57,-4,-13297,-13471,-1739,724,957,-17,-418,-1462,-2499,
吸收投资收到的现金(万元),,,,,,,,10950,10950,10950,,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),1500,1500,1500,1500,1500,700,,,,,,9000,9000,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,150,,,,,,,,,,,,230,
筹资活动现金流入小计(万元),1500,1500,1500,1500,1500,700,0,11100,10950,10950,0,9000,9000,0,0,0,0,0,0,230,
偿还债务支付的现金(万元),1500,1500,,1500,,,,9000,9000,9000,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),1295,1295,13,1044,1039,1024,,936,936,168,96,787,651,632,,1054,1054,1679,1572,267,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,100,
筹资活动现金流出小计(万元),2795,2795,13,2544,1039,1024,0,9936,9936,9168,96,787,651,632,0,1054,1054,1679,1572,367,
筹资活动产生的现金流量净额(万元),-1295,-1295,1487,-1044,461,-324,0,1164,1014,1782,-96,8213,8349,-632,0,-1054,-1054,-1679,-1572,-137,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-1113,-4843,-861,28,-3609,-5245,-3577,2942,352,1201,-2298,-3685,-5569,-2917,-677,634,-2805,-3242,796,-132,
加:期初现金及现金等价物余额(万元),6662,6662,6662,6633,6633,6633,6633,3691,3691,3691,3691,7377,7377,7377,7377,6742,6742,9984,9189,9321,
期末现金及现金等价物余额(万元),5549,1819,5801,6662,3024,1389,3056,6633,4043,4892,1393,3691,1808,4460,6700,7377,3937,6742,9984,9189,
净利润(万元),,3209,,5232,,2450,,3474,,1285,,2524,,1033,,1405,,2344,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,830,,1250,,1306,,695,,425,,113,,64,,836,,342,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,407,,307,,73,,182,,98,,267,,142,,265,,249,,,
无形资产摊销(万元),,13,,41,,20,,40,,19,,30,,14,,24,,24,,,
长期待摊费用摊销(万元),,17,,35,,17,,35,,17,,35,,17,,37,,45,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-7,,,,,,-14,,-6,,,,-0,,0,,-44,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,15,,20,,0,,156,,156,,167,,,,,,,,,
投资损失(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产减少(万元),,-124,,-187,,-196,,-104,,-64,,-17,,-10,,-125,,-38,,,
递延所得税负债增加(万元),,-3,,-5,,-3,,-5,,-3,,-5,,-3,,-5,,-5,,,
存货的减少(万元),,-13985,,-7566,,,,,,,,,,,,,,,,,
经营性应收项目的减少(万元),,-6241,,-7114,,-16550,,-4824,,-1532,,-1877,,-288,,-1634,,-4942,,,
经营性应付项目的增加(万元),,13087,,12024,,10096,,2469,,-922,,162,,-1515,,-73,,880,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-2781,,4036,,-2787,,2104,,-525,,1399,,-545,,731,,-1145,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),5549,1819,5801,6662,3024,1389,3056,6633,4043,4892,1393,3691,1808,4460,6700,7377,3937,6742,9984,9189,
现金的期初余额(万元),6662,6662,6662,6633,6633,6633,6633,3691,3691,3691,3691,7377,7377,7377,7377,6742,6742,9984,9189,9321,
