报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),49570,30449,15443,54767,32629,20468,10986,45494,27233,18503,8052,56301,32579,22675,10295,46483,32089,36264,31460,32833,26048,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),36,8,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),5419,3913,1646,8087,6752,4377,1661,5752,3907,2481,1113,3749,3049,2152,1077,2242,1955,1145,537,380,396,
经营活动现金流入小计(万元),55025,34370,17089,62854,39381,24846,12647,51246,31140,20985,9165,60049,35629,24827,11372,48725,34044,37409,31997,33213,26445,
购买商品、接受劳务支付的现金(万元),38544,21273,13975,47309,31739,20516,12634,41544,30714,20862,12749,40938,28672,17605,11082,30583,20085,23608,25407,24999,21065,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9942,6508,3099,11252,7250,4037,1151,5623,4091,2671,1171,5292,3790,2795,1096,9121,6885,6504,4260,3394,2071,
支付的各项税费(万元),3470,2543,1624,3197,2461,1748,1071,2140,2523,1832,1097,3423,2941,2055,324,2735,2298,2246,2446,2062,1205,
支付的其他与经营活动有关的现金(万元),7748,5256,3032,12807,10814,7627,3105,8724,5367,3384,1902,5806,4220,3329,1828,2935,2404,2479,1728,1460,1242,
经营活动现金流出小计(万元),59704,35581,21729,74565,52264,33927,17961,58031,42696,28749,16919,55459,39623,25785,14330,45374,31672,34838,33841,31915,25584,
经营活动产生的现金流量净额(万元),-4679,-1210,-4640,-11711,-12882,-9082,-5314,-6785,-11556,-7764,-7754,4590,-3994,-958,-2958,3351,2372,2572,-1844,1298,861,
收回投资所收到的现金(万元),,,,,,,,10000,10000,10000,10000,,,,,,,,2,,,
取得投资收益所收到的现金(万元),,,,,,,,90,90,90,90,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,4,1,9,1,0,,4,2,2,0,1,0,0,0,77,63,11,26,3,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,7,,5884,5878,9,42,32,23,10,16,8,6,2,9,6,10,9,13,10,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),5,4,7,9,5885,5878,9,10136,10124,10114,10100,17,9,7,2,86,69,21,36,16,11,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),565,428,312,820,781,620,274,4772,3944,3137,358,841,476,341,190,343,308,451,426,3166,540,
投资所支付的现金(万元),11119,11119,11269,482,,,,,,,,10000,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,2083,65,10,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,10,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),11685,11547,11581,3386,846,630,274,4772,3944,3137,358,10841,476,341,190,343,308,451,426,3176,540,
投资活动产生的现金流量净额(万元),-11680,-11543,-11574,-3377,5039,5248,-264,5364,6180,6977,9742,-10825,-467,-334,-188,-257,-239,-431,-390,-3161,-529,
吸收投资收到的现金(万元),,,,8388,,,,,,,,20498,,,,,,,,3600,49,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,0,,,,,,,,,,
取得借款收到的现金(万元),23885,14770,12700,11800,11300,2950,,2700,1800,,,5100,4200,2400,1400,3200,3200,3400,3200,1500,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),23885,14770,12700,20188,11300,2950,0,2700,1800,0,0,25598,4200,2400,1400,3200,3200,3400,3200,5100,49,
偿还债务支付的现金(万元),11705,6300,,2700,1800,,,2700,2700,,,5600,3200,1400,1400,3400,3400,3200,1500,,,
分配股利、利润或偿付利息所支付的现金(万元),1192,582,97,917,777,690,29,996,902,873,29,1828,1774,1727,39,1821,1451,1527,1709,1731,1013,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),324,,,507,,,,,,,,1090,,,,,,,,44,,
筹资活动现金流出小计(万元),13221,6882,97,4124,2577,690,29,3696,3602,873,29,8518,4974,3127,1439,5221,4851,4727,3209,1775,1013,
筹资活动产生的现金流量净额(万元),10664,7888,12603,16064,8723,2260,-29,-996,-1802,-873,-29,17080,-774,-727,-39,-2021,-1651,-1327,-9,3325,-964,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-5695,-4865,-3612,976,880,-1573,-5608,-2417,-7178,-1661,1959,10845,-5235,-2020,-3184,1074,481,814,-2243,1462,-631,
加:期初现金及现金等价物余额(万元),15221,15221,15221,14245,14245,14245,14245,16662,16662,16662,16662,5817,5817,5817,5817,4744,4744,3930,6173,4710,5342,
期末现金及现金等价物余额(万元),9527,10356,11610,15221,15125,12672,8637,14245,9484,15001,18621,16662,582,3797,2633,5817,5225,4744,3930,6173,4710,
净利润(万元),,1084,,4897,,1503,,2766,,1066,,4254,,1096,,4060,,3701,3683,4028,3168,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,691,,1976,,749,,1195,,300,,24,,-38,,40,,73,297,301,284,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,508,,959,,459,,611,,268,,595,,306,,780,,786,758,574,485,
