报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),92065,54637,21754,112848,72282,51731,18634,126381,80814,61609,117291,135587,104646,106941,90555,85190,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,0,,,34,0,,,,8,30,68,3,
收到的其他与经营活动有关的现金(万元),3046,2267,572,6665,3040,2734,509,5438,2797,1696,5068,7315,10363,9996,21766,5945,
经营活动现金流入小计(万元),95110,56904,22327,119513,75322,54465,19143,131853,83611,63305,122359,142902,115017,116967,112390,91138,
购买商品、接受劳务支付的现金(万元),45762,24983,16527,74611,47375,35495,13097,76705,52954,42245,62407,71974,66834,61128,47805,50664,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),28229,20402,11535,36280,26530,18813,11464,33601,25988,18221,31470,29559,26693,22836,19438,20006,
支付的各项税费(万元),2398,1584,653,3193,3314,2213,1371,3220,2339,1464,4283,4645,4358,2557,3466,1070,
支付的其他与经营活动有关的现金(万元),6857,8256,3381,13448,7017,6208,3207,11534,6036,5290,10896,12485,15750,15293,15770,20144,
经营活动现金流出小计(万元),83246,55225,32095,127532,84236,62729,29138,125060,87316,67219,109057,118663,113636,101814,86479,91884,
经营活动产生的现金流量净额(万元),11864,1679,-9769,-8019,-8915,-8264,-9995,6793,-3705,-3914,13303,24238,1381,15153,25910,-746,
收回投资所收到的现金(万元),,,,,,,,2154,,,,,,,,43,
取得投资收益所收到的现金(万元),,46,,,,,,0,0,0,,1,,50,,48,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),105,48,4,91,218,9,1,27,4,4,1580,457,1564,4636,3499,4780,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,90,,
收到的其他与投资活动有关的现金(万元),,5000,,5001,693,693,433,12393,11160,1360,11948,400,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),105,5093,4,5092,911,701,434,14574,11165,1364,13529,857,1564,4686,3590,4871,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7813,4476,3832,9951,7646,4780,1855,9376,6642,4168,9640,6896,9769,13156,14309,23569,
投资所支付的现金(万元),35000,,,,,,,,,,,,,55,13749,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,18000,,,,,,,,,,,,,1,6,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),42813,22476,3832,9951,7646,4780,1855,9376,6642,4168,9640,6896,9769,13211,28059,23576,
投资活动产生的现金流量净额(万元),-42708,-17383,-3828,-4859,-6735,-4079,-1422,5198,4522,-2804,3888,-6038,-8205,-8525,-24469,-18705,
吸收投资收到的现金(万元),,,,46918,46918,,,,,,,,,,,25,
