报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),18808,13319,6087,29375,15721,10843,3830,27535,9680,6034,2998,25810,10749,29564,20978,19596,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),323,13,,938,522,325,310,439,,,,555,,93,157,630,
收到的其他与经营活动有关的现金(万元),355,401,66,985,551,288,342,625,689,147,188,860,577,512,557,486,
经营活动现金流入小计(万元),19487,13733,6153,31298,16795,11456,4482,28599,10368,6181,3186,27225,11326,30169,21691,20711,
购买商品、接受劳务支付的现金(万元),15571,10613,6068,15703,12447,11077,5627,12407,8664,6152,4323,14725,11918,11220,7312,8425,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9931,6713,3793,11261,8519,5812,3207,9169,7074,4917,2828,7975,5787,6913,6760,6506,
支付的各项税费(万元),2712,2377,1748,2448,1669,1480,677,2221,1658,1415,824,1796,1453,1166,1013,1127,
支付的其他与经营活动有关的现金(万元),2802,2970,1430,3832,3553,3130,2860,4056,2943,1715,1075,2634,2104,3039,2833,3036,
经营活动现金流出小计(万元),31016,22673,13038,33244,26189,21498,12371,27853,20338,14199,9050,27130,21262,22338,17918,19093,
经营活动产生的现金流量净额(万元),-11530,-8940,-6885,-1946,-9394,-10042,-7889,746,-9970,-8018,-5864,95,-9936,7831,3773,1617,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,4,4,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,1,0,0,0,,,,,,0,3,1,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,18,,,,,
收到的其他与投资活动有关的现金(万元),471,471,,479,,,,,,,,600,600,,1500,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
