报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),65712,41159,65004,39310,33206,34626,19099,21423,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),,,,,,,,,
收到的其他与经营活动有关的现金(万元),332,121,1215,900,723,92,137,553,
经营活动现金流入小计(万元),66044,41280,66218,40210,33929,34718,19236,21975,
购买商品、接受劳务支付的现金(万元),37572,22613,44458,38008,25606,22285,16190,13833,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),6876,5006,5822,4151,2858,4551,3834,3661,
支付的各项税费(万元),6372,4043,5120,4514,3344,1973,2874,714,
支付的其他与经营活动有关的现金(万元),4780,2949,5954,4239,2286,4363,3027,2145,
经营活动现金流出小计(万元),55600,34610,61354,50912,34095,33172,25925,20354,
经营活动产生的现金流量净额(万元),10444,6670,4865,-10702,-166,1545,-6689,1622,
收回投资所收到的现金(万元),,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,1270,,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),0,0,0,0,0,1270,0,1,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),64,30,232,182,165,119,206,139,
投资所支付的现金(万元),,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),64,30,232,182,165,119,206,139,
投资活动产生的现金流量净额(万元),-64,-30,-232,-182,-165,1151,-206,-138,
吸收投资收到的现金(万元),,,,,,10300,12546,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),,,,,,154,200,,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,54,,
筹资活动现金流入小计(万元),0,0,0,0,0,10454,12800,0,
偿还债务支付的现金(万元),,,100,,,254,,,
分配股利、利润或偿付利息所支付的现金(万元),,,5,3,3,701,2802,6,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),18698,9416,1197,402,3227,827,,21,
筹资活动现金流出小计(万元),18698,9416,1302,405,3229,1782,2802,27,
筹资活动产生的现金流量净额(万元),-18698,-9416,-1302,-405,-3229,8672,9998,-27,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,
现金及现金等价物净增加额(万元),-8318,-2776,3331,-11289,-3561,11368,3103,1457,
加:期初现金及现金等价物余额(万元),20757,20757,17426,17426,17426,6058,2955,1499,
期末现金及现金等价物余额(万元),12438,17981,20757,6137,13865,17426,6058,2955,
净利润(万元),,13402,17081,,,,,,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,1799,3287,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,97,190,,,,,,
无形资产摊销(万元),,7,11,,,,,,
长期待摊费用摊销(万元),,3,23,,,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,
固定资产报废损失(万元),,,1,,,,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,,5,,,,,,
投资损失(万元),,,,,,,,,
递延所得税资产减少(万元),,-314,-484,,,,,,
递延所得税负债增加(万元),,-0,-0,,,,,,
存货的减少(万元),,-14296,338,,,,,,
经营性应收项目的减少(万元),,-10453,-31611,,,,,,
经营性应付项目的增加(万元),,16426,16024,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,6670,4865,,,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),12438,17981,20757,6137,13865,17426,6058,2955,
现金的期初余额(万元),20757,20757,17426,17426,17426,6058,2955,1499,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-8318,-2776,3331,-11289,-3561,11368,3103,1457,

