报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),845079,539646,303900,1081139,803575,532969,285135,827809,381906,673928,275923,583089,407790,472804,418722,399413,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),32734,38965,34559,34763,24570,32026,13131,32867,17594,31682,19275,24850,17560,16009,17894,42197,
经营活动现金流入小计(万元),877813,578611,338459,1115903,828145,564995,298265,860676,399500,705610,295198,607939,425350,488812,436616,441609,
购买商品、接受劳务支付的现金(万元),435154,274720,155303,516253,386260,272826,139987,347148,152706,316045,118041,193047,112938,180840,198926,156411,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),162871,108616,59173,201063,142609,96037,52807,190363,96892,187851,86179,179980,134006,161006,181507,172987,
支付的各项税费(万元),95681,60400,23365,130442,104904,70938,29706,105734,52995,85047,40660,79055,59174,54773,58166,63144,
支付的其他与经营活动有关的现金(万元),24815,38170,24047,39044,28904,7469,14459,25003,15043,20787,17289,10742,10885,10903,22444,8516,
经营活动现金流出小计(万元),718521,481906,261887,886802,662678,447270,236959,668248,317636,609730,262169,462825,317002,407522,461043,401058,
经营活动产生的现金流量净额(万元),159292,96706,76572,229100,165467,117726,61306,192429,81863,95880,33029,145115,108347,81290,-24427,40551,
收回投资所收到的现金(万元),1042949,510174,470139,1284196,1031528,751748,243433,733531,385718,267283,82250,246809,214800,10000,64374,,
取得投资收益所收到的现金(万元),81673,24661,8890,167637,52594,38928,12189,156470,73741,69084,48401,84685,62017,90351,15217,57968,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1321,195,34,38091,35558,34899,7021,16953,927,4699,4092,1842,1784,6193,104915,30159,
处置子公司及其他营业单位收到的现金净额(万元),,,,,322,,,28290,,,,,32000,496,,,
收到的其他与投资活动有关的现金(万元),278497,234379,71837,648596,502570,497285,129111,158630,53251,88436,57879,69283,74993,83947,31245,30024,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1404439,769409,550900,2138519,1622571,1322860,391754,1093874,513637,429501,192622,402618,385595,190986,215750,118151,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),99830,49048,54310,295212,243282,166744,112026,262325,117196,250041,127277,208114,124535,58682,187478,183034,
投资所支付的现金(万元),1145472,428244,754199,1524250,1306703,829704,275844,727144,221294,575564,151500,279318,216331,57904,42148,9910,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,2304,2304,2304,2304,15099,,,,1531,,,,,
支付的其他与投资活动有关的现金(万元),260580,178579,16000,410711,372638,309999,201144,263530,94314,310759,331712,229461,211291,350491,31498,37710,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),1505883,655870,824508,2232477,1924927,1308750,591318,1268097,432804,1136364,610489,718424,552157,467077,261125,230654,
投资活动产生的现金流量净额(万元),-101444,113539,-273609,-93958,-302356,14109,-199564,-174223,80833,-706863,-417868,-315806,-166563,-276091,-45375,-112502,
吸收投资收到的现金(万元),198493,198493,197893,76535,71705,32364,90,363602,362802,27435,27435,3815,2290,266750,171284,35413,
其中：子公司吸收少数股东投资收到的现金(万元),600,600,,76535,71705,32364,90,11090,10290,27435,27435,3815,2290,34199,,,
取得借款收到的现金(万元),95568,60928,6006,252003,235958,53309,8205,56305,43557,53112,33630,39038,20992,,60000,,
发行债券收到的现金(万元),,,,,,,,,,350000,350000,,,,,,
收到其他与筹资活动有关的现金(万元),169222,64536,38295,,,,,126003,84408,69102,11347,239736,,412046,1000,7800,
筹资活动现金流入小计(万元),463283,323957,242194,328538,307663,85673,8295,545910,490767,499649,422412,282589,23282,678797,232284,43213,
偿还债务支付的现金(万元),206499,174158,,240685,229873,54248,9922,47558,9448,4000,735,1035,700,17000,11658,500,
分配股利、利润或偿付利息所支付的现金(万元),274951,23744,11987,29639,26350,18376,7520,105009,17355,74897,7046,51893,40742,105706,29276,14455,
其中：子公司支付给少数股东的股利、利润(万元),5516,4947,,8520,8034,3541,,4850,3963,2431,2431,2408,2408,1387,2032,1721,
支付其他与筹资活动有关的现金(万元),10266,6930,16519,433621,312111,342497,134202,44793,43059,12314,,36643,63316,35030,76742,104017,
筹资活动现金流出小计(万元),491716,204832,28506,703945,568334,415122,151644,197360,69862,91212,7781,89571,104758,157736,117676,118972,
筹资活动产生的现金流量净额(万元),-28433,119126,213688,-375407,-260671,-329448,-143348,348550,420905,408437,414631,193018,-81476,521061,114607,-75760,
汇率变动对现金及现金等价物的影响(万元),3240,230,-2033,5398,5855,1443,-3504,-5211,-1638,1047,14,438,-7,-513,-2,0,
现金及现金等价物净增加额(万元),32656,329601,14618,-234866,-391705,-196171,-285110,361545,581963,-201498,29807,22765,-139697,325746,44803,-147711,
加:期初现金及现金等价物余额(万元),401428,401428,401428,636294,636294,636294,636294,274749,274749,476247,476247,453482,453482,127729,82926,230636,
期末现金及现金等价物余额(万元),434083,731028,416046,401428,244589,440123,351183,636294,856712,274749,506053,476247,313785,453475,127729,82926,
净利润(万元),,217799,,384353,,205988,,324036,165263,229909,125282,197914,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,2122,,-4306,,,,13928,666,4516,1889,8728,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,38312,,69003,,32903,,59315,27948,49238,22798,46704,,,,,
无形资产摊销(万元),,3013,,5143,,2357,,2684,1330,1946,1007,1878,,,,,
长期待摊费用摊销(万元),,773,,1144,,746,,2447,785,2663,488,1712,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,121,,-4055,,-2865,,-2976,-401,-4214,,-644,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-266,,-501,,-166,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,-226,,-626,-40,-628,-287,-509,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,
