报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),181457,147017,235980,153034,100648,267586,208589,218964,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),,,,,,,,,
收到的其他与经营活动有关的现金(万元),674,2068,7713,908,3079,5823,4964,3881,
经营活动现金流入小计(万元),182132,149085,243693,153942,103726,273409,213552,222845,
购买商品、接受劳务支付的现金(万元),247610,195619,210776,185447,119597,229082,177537,193009,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),10159,7406,12845,8429,5482,9726,6934,5702,
支付的各项税费(万元),9504,6887,12423,11503,8877,12319,11772,8488,
支付的其他与经营活动有关的现金(万元),4240,6204,12201,3864,2348,10387,8963,3180,
经营活动现金流出小计(万元),271513,216117,248245,209243,136305,261514,205206,210379,
经营活动产生的现金流量净额(万元),-89382,-67032,-4551,-55301,-32578,11895,8346,12465,
收回投资所收到的现金(万元),10,,,,,500,399,,
取得投资收益所收到的现金(万元),100,60,20,20,20,24,80,5,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),279,266,388,3,1,,831,447,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,3100,,3315,
收到的其他与投资活动有关的现金(万元),213,858,404,193,147,245,83991,39391,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),602,1185,812,216,169,3869,85301,43158,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),620,253,2725,730,528,603,316,763,
投资所支付的现金(万元),,,,,,500,229,525,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),620,253,2725,730,528,1103,545,1288,
投资活动产生的现金流量净额(万元),-18,931,-1913,-513,-359,2766,84757,41870,
吸收投资收到的现金(万元),1500,1500,1850,200,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),67549,53200,28948,24448,15350,24209,28100,46900,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,6995,
筹资活动现金流入小计(万元),69049,54700,30798,24648,15350,24209,28100,53895,
偿还债务支付的现金(万元),19298,10200,15329,13829,9679,23530,71933,72720,
分配股利、利润或偿付利息所支付的现金(万元),2362,1314,2481,2145,1939,2096,2911,3971,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),208,296,621,186,186,1093,17653,20869,
筹资活动现金流出小计(万元),21868,11810,18431,16160,11805,26719,92496,97560,
筹资活动产生的现金流量净额(万元),47180,42890,12367,8488,3545,-2510,-64396,-43665,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,
现金及现金等价物净增加额(万元),-42220,-23210,5903,-47327,-29392,12150,28706,10670,
加:期初现金及现金等价物余额(万元),73361,73361,67457,67457,67457,55307,26602,15932,
期末现金及现金等价物余额(万元),31141,50150,73361,20130,38065,67457,55307,26602,
净利润(万元),,4162,12225,,3898,,,,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,,730,,58,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,516,995,,481,,,,
无形资产摊销(万元),,33,53,,26,,,,
长期待摊费用摊销(万元),,25,84,,46,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,25,-777,,-6,,,,
固定资产报废损失(万元),,0,40,,2,,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,747,666,,389,,,,
投资损失(万元),,-60,-20,,-20,,,,
递延所得税资产减少(万元),,-384,19,,-85,,,,
递延所得税负债增加(万元),,-4,74,,,,,,
存货的减少(万元),,-3181,-10712,,-5577,,,,
经营性应收项目的减少(万元),,-55367,-40745,,-18284,,,,
