报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),233919,152577,79230,295065,212143,133491,57295,240409,177478,115166,70987,183800,86575,137605,70601,74861,47924,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1208,571,105,700,215,72,,572,572,485,602,3072,1349,360,143,227,,
收到的其他与经营活动有关的现金(万元),9866,9439,6044,2207,2094,1519,2236,3031,1660,2335,739,969,206,744,680,1304,392,
经营活动现金流入小计(万元),244994,162587,85379,297973,214452,135082,59531,244012,179709,117986,72328,187841,88130,138708,71423,76392,48316,
购买商品、接受劳务支付的现金(万元),146493,97076,55563,215882,167542,107335,55874,199338,150828,94712,57125,135284,67069,108057,52528,63350,41502,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16314,11460,6572,20421,15458,11041,6358,17354,11458,9005,5629,13118,6605,9260,5296,5331,3981,
支付的各项税费(万元),13243,9096,4905,13842,12104,9077,4095,11141,10490,6844,3432,15593,7469,6350,3653,2055,2260,
支付的其他与经营活动有关的现金(万元),5431,3443,2139,10929,5469,4177,2617,10073,5937,4802,1441,9026,3884,5288,2440,4531,1194,
经营活动现金流出小计(万元),181482,121076,69179,261075,200574,131629,68945,237906,178712,115363,67627,173021,85026,128954,63918,75268,48937,
经营活动产生的现金流量净额(万元),63512,41511,16200,36898,13879,3452,-9414,6106,997,2624,4702,14820,3104,9755,7505,1124,-621,
收回投资所收到的现金(万元),88800,88800,34000,74200,17200,,,,,,,,,,3500,3000,,
取得投资收益所收到的现金(万元),876,875,373,798,,,,,,,,,,4,4,55,8,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,141,128,128,128,126,125,124,,1,1,28,20,4,23,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),598,435,418,464,350,63,,85,64,38,1,625,45,3945,95,1396,543,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),90273,90110,34791,75603,17678,191,128,211,188,162,1,625,45,3977,3620,4455,573,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),21306,9940,4196,14453,7767,5846,4050,18900,17164,8997,3511,19008,8337,11345,5221,6483,3464,
投资所支付的现金(万元),62740,62740,44800,104700,69600,30000,,,,,,330,,245,3500,1987,3285,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),1388,,,,,,,,,,,,,,,1474,,
支付的其他与投资活动有关的现金(万元),,,113,,,,,,,,,550,550,3500,,620,1098,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),85434,72680,49108,119153,77367,35846,4050,18900,17164,8997,3511,19888,8887,15090,8721,10564,7847,
投资活动产生的现金流量净额(万元),4840,17430,-14317,-43550,-59689,-35655,-3922,-18690,-16976,-8836,-3511,-19263,-8842,-11112,-5101,-6109,-7274,
吸收投资收到的现金(万元),,,,56083,57788,57788,,,,,,12505,12505,979,,3426,3419,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,979,,1551,1634,
