报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),215034,93702,41383,264057,193688,91457,30938,239821,171808,83672,50808,218411,154810,76433,46174,218335,145205,202628,202502,158819,122850,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,5,,,,5,,,,,,,
收到的其他与经营活动有关的现金(万元),1753,779,422,2082,2977,1965,1367,1928,2316,1277,94661,1876,1375,1191,68354,1840,1284,2963,1309,1311,958,
经营活动现金流入小计(万元),216787,94480,41805,266139,196665,93422,32305,241750,174125,84949,145474,220287,156185,77624,114533,220175,146489,205591,203811,160129,123808,
购买商品、接受劳务支付的现金(万元),60655,33614,19651,107437,58882,30950,10412,97441,58081,34709,32136,92471,43307,32905,23858,96780,47078,92167,87986,61059,45555,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),35747,24191,12924,45250,32527,22045,12115,41413,29657,20365,10715,35289,25954,17578,9199,33170,24136,29936,25903,21511,16130,
支付的各项税费(万元),16106,6408,2805,22884,11611,5419,1562,25036,6902,4559,2958,23277,9909,5012,2989,22554,9292,22542,28367,21174,16198,
支付的其他与经营活动有关的现金(万元),40933,22410,11872,54039,38241,21964,11455,45385,35633,19494,102975,40695,29777,18528,85618,38633,29169,39137,39069,35671,27754,
经营活动现金流出小计(万元),153441,86623,47251,229609,141262,80377,35544,209275,130273,79127,148785,191733,108948,74023,121664,191137,109675,183782,181325,139415,105637,
