报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),310623,174082,65276,359747,198571,105688,45971,292894,183151,96463,40554,262683,159109,93207,34500,209790,127421,78336,26332,181212,156667,138813,106600,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1029,159,22,168,61,2,,,257,14,,,163,,,,,,,,1983,,288,
收到的其他与经营活动有关的现金(万元),4806,2382,568,2947,787,1019,639,3701,3937,2235,835,2683,1357,1092,194,1375,978,740,845,672,847,959,615,
经营活动现金流入小计(万元),316458,176623,65865,362863,199419,106709,46610,296594,187346,98711,41389,265366,160628,94299,34693,211165,128399,79076,27177,181884,159497,139772,107503,
购买商品、接受劳务支付的现金(万元),180689,105456,46674,199566,131375,74106,36476,157267,125495,55887,27285,118883,79644,44558,16912,90796,63179,44194,11456,96412,74723,72507,54619,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),86292,57684,30631,97670,73006,48281,25507,80862,60266,40409,21314,64971,48353,32562,17256,56523,42732,26670,16129,41225,32718,24353,20277,
支付的各项税费(万元),24885,20936,8354,16766,13169,10210,5058,25821,17388,8238,3235,27233,18538,10244,4530,23842,16437,8758,4824,17730,17167,14660,10429,
支付的其他与经营活动有关的现金(万元),42895,31970,12972,45653,31486,20312,10476,37069,27877,16391,7808,30523,23656,14354,5809,25843,18660,12398,5448,23126,19062,15681,12740,
经营活动现金流出小计(万元),334762,216046,98631,359655,249037,152908,77516,301019,231026,120925,59642,241609,170191,101718,44506,197004,141008,92020,37857,178494,143670,127201,98065,
经营活动产生的现金流量净额(万元),-18304,-39423,-32766,3208,-49618,-46199,-30906,-4424,-43680,-22214,-18253,23756,-9563,-7419,-9812,14160,-12609,-12944,-10680,3390,15827,12571,9438,
收回投资所收到的现金(万元),8076,15876,2251,,114800,91800,39100,,32000,22000,22000,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),528,287,119,673,626,518,253,1163,266,174,174,303,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),145,56,6,97,84,83,73,2157,127,80,,65,60,52,24,152,82,78,10,110,39,31,11,
处置子公司及其他营业单位收到的现金净额(万元),1900,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),10649,16219,2376,771,115510,92401,39427,3320,32392,22253,22174,368,60,52,24,152,82,78,10,110,39,31,11,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),20882,17578,10164,11529,8852,5801,2828,15381,13155,7030,3290,11379,8554,4054,1759,9832,6556,4402,2101,9730,7614,6874,10235,
投资所支付的现金(万元),5690,5690,500,10869,117666,88419,37079,8100,32000,32962,178,24375,22000,22000,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,1414,740,,,1486,1496,,,878,,,,,,,,,,1200,,
