报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),248432,163570,75690,298076,219410,137126,81894,193337,234834,89329,169290,137361,101989,77924,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),59,46,16,57,619,568,17,,90,90,98,,,,
收到的其他与经营活动有关的现金(万元),5296,898,800,1521,1272,195,13,1386,712,223,653,363,760,670,
经营活动现金流入小计(万元),253788,164514,76506,299654,221301,137889,81924,194723,235637,89642,170042,137724,102748,78593,
购买商品、接受劳务支付的现金(万元),25494,16146,7033,32238,23729,16537,7289,29405,27899,13265,12590,11295,4517,6797,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),35966,23500,12287,46022,33024,23444,10805,37811,29233,16006,23276,20876,16803,13856,
支付的各项税费(万元),32006,23411,15681,26195,22108,20419,12636,22336,27517,11825,17559,16094,18842,16007,
支付的其他与经营活动有关的现金(万元),62753,39445,17998,79438,60885,39815,22193,63368,56028,28674,48003,39212,32944,25224,
经营活动现金流出小计(万元),156218,102502,52999,183893,139745,100215,52923,152920,140677,69769,101428,87477,73106,61884,
经营活动产生的现金流量净额(万元),97569,62012,23507,115761,81555,37674,29001,41804,94960,19873,68614,50247,29642,16710,
收回投资所收到的现金(万元),479810,320400,142100,489300,384520,286000,192170,397280,322940,87790,133593,,,,
取得投资收益所收到的现金(万元),4400,3354,1854,5231,4780,4322,3973,1225,781,229,583,793,1082,573,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),83,0,60,1,1,,0,14,8,,,7,4,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,35,35,35,35,1292,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,3840,2936,2901,,25,2282,736,3450,3215,489,52,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),484293,323754,144014,498407,392273,293258,196179,399836,326011,88756,137626,233551,339733,315385,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),39391,21840,4556,40663,30701,21971,15333,51344,43102,21919,25848,36843,31547,10006,
投资所支付的现金(万元),727710,361200,162000,574430,443670,305640,179940,412200,353990,82790,171079,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),39987,,,840,838,1,,5385,1519,,,164,3806,44,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),807088,383040,166556,615933,475209,327612,195273,468929,398611,104709,196927,301557,373511,321710,
投资活动产生的现金流量净额(万元),-322795,-59286,-22542,-117526,-82936,-34354,906,-69093,-72600,-15953,-59301,-68006,-33778,-6325,
吸收投资收到的现金(万元),244113,245791,,,,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,4429,1903,260,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,1853,,,
筹资活动现金流入小计(万元),244113,245791,0,0,0,0,0,0,0,0,0,6282,1903,260,
偿还债务支付的现金(万元),,,,,,,,,2970,,3679,50,200,460,
分配股利、利润或偿付利息所支付的现金(万元),14142,,,,,,,,173,87,227,279,28,2621,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,1853,,
筹资活动现金流出小计(万元),14142,0,0,0,0,0,0,0,3143,87,3906,329,2081,3081,
筹资活动产生的现金流量净额(万元),229972,245791,0,0,0,0,0,0,-3143,-87,-3906,5953,-178,-2821,
汇率变动对现金及现金等价物的影响(万元),-96,132,139,450,410,266,62,195,-225,-61,103,194,,,
现金及现金等价物净增加额(万元),4650,248649,1104,-1315,-970,3586,29969,-27094,18992,3772,5509,-11612,-4315,7563,
加:期初现金及现金等价物余额(万元),3322,3322,3322,4637,4637,4637,4637,31731,12740,12740,7231,18843,23157,15594,
期末现金及现金等价物余额(万元),7972,251971,4426,3322,3667,8223,34606,4637,31731,16512,12740,7231,18843,23157,
净利润(万元),,30765,12311,116728,,26771,9767,93397,107995,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,-346,-393,100,,,-31,2747,246,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7042,3496,11071,,5080,1197,8638,4530,,,,,,
无形资产摊销(万元),,310,131,512,,256,128,480,568,,,,,,
长期待摊费用摊销(万元),,93,46,160,,70,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,247,-20,168,,83,,-8,101,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,
公允价值变动损失(万元),,-640,-517,-2239,,-933,-291,,,,,,,,
递延收益增加(减：减少)(万元),,,-167,-669,,,-167,-630,-224,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,-17,117,468,,422,-230,-67,212,,,,,,
投资损失(万元),,-1984,-1274,-4616,,-3038,-2681,-2331,-1157,,,,,,
递延所得税资产减少(万元),,,,282,,-407,756,711,-604,,,,,,
递延所得税负债增加(万元),,-1854,-849,1731,,940,,389,,,,,,,
存货的减少(万元),,-5380,-2876,-9860,,-9378,-6385,-17602,-7272,,,,,,
经营性应收项目的减少(万元),,39255,25546,-8766,,23107,26126,-54465,-10269,,,,,,
经营性应付项目的增加(万元),,-5144,-12044,10324,,-5186,811,10545,833,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,-335,,,,-335,,,,,,,,,
经营活动产生现金流量净额(万元),,62012,23507,115393,,37674,29001,41804,94960,,,,,,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),7972,251971,4426,3322,3667,8223,34606,4637,31731,16512,12740,7231,18843,23157,
现金的期初余额(万元),3322,3322,3322,4637,4637,4637,4637,31731,12740,12740,7231,18843,23157,15594,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
