报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),111395,65154,29381,115983,65829,42629,33127,94162,70057,43715,18549,80186,59125,41180,28388,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),4969,4282,1936,8598,6696,3862,1772,7963,5791,3548,1564,7265,5176,536,1776,
收到的其他与经营活动有关的现金(万元),8281,4200,2241,6572,4183,3339,1761,6345,6060,5798,71,14532,3098,2234,2582,
经营活动现金流入小计(万元),124646,73636,33558,131153,76709,49830,36660,108471,81908,53061,20184,101983,67399,43950,32746,
购买商品、接受劳务支付的现金(万元),38494,26258,8815,32279,19368,14835,3481,27039,21552,6263,4777,11824,8160,58027,40771,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),22527,15729,11418,23944,18126,12849,7994,20035,15633,10684,6525,17148,13667,10647,7290,
支付的各项税费(万元),12443,7895,4029,17075,12520,7779,4396,15108,11256,5706,4055,16503,10561,6848,5613,
支付的其他与经营活动有关的现金(万元),4771,3120,2539,8425,3788,2211,147,5015,4388,2575,2379,7211,9514,3831,4634,
经营活动现金流出小计(万元),130761,86183,48533,153425,104400,68742,41984,130829,97487,50963,29165,93683,73934,79353,58308,
经营活动产生的现金流量净额(万元),-6115,-12547,-14975,-22272,-27690,-18912,-5324,-22359,-15580,2098,-8981,8300,-6534,-35403,-25562,
收回投资所收到的现金(万元),350,350,350,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,13,13,36,43,6,0,4,5,2,0,1,2,41,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,3064,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),5873,3866,1160,390,287,129,54,325,256,182,49,288,436,1029,181,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),6237,4229,1523,3490,330,134,54,330,261,184,49,289,438,1070,182,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),142992,94259,47433,88048,47310,30810,25370,37794,29765,33661,14804,67206,36903,221,379,
投资所支付的现金(万元),3782,3782,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),20876,20236,18956,50146,14422,11600,5000,,,,,,,,12338,
支付的其他与投资活动有关的现金(万元),3000,2000,,6532,1000,,,,,,,,,,800,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),170650,120277,66389,144726,62733,42410,30370,37794,29765,33661,14804,67206,36903,221,13518,
投资活动产生的现金流量净额(万元),-164413,-116048,-64866,-141236,-62402,-42276,-30316,-37465,-29504,-33477,-14755,-66917,-36465,849,-13335,
吸收投资收到的现金(万元),6740,5700,4680,6201,5751,1071,1071,,,,,300,,,,
其中：子公司吸收少数股东投资收到的现金(万元),6740,5700,4680,6201,5751,1071,1071,,,,,300,,,,
取得借款收到的现金(万元),248099,170694,83666,224545,132016,95537,68737,163182,144168,87297,32536,198205,123898,99124,130817,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
