报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),164969,98016,30739,201255,134848,79766,27067,172476,119048,71751,24574,118284,90744,51793,17547,89148,76530,63727,46092,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),206,114,114,51,24,22,51,26,25,37,25,26,26,20,7,,,,,
收到的其他与经营活动有关的现金(万元),6843,5148,1493,5358,5384,3647,780,6251,4055,2321,594,3147,2162,2049,318,5627,2347,1761,1457,
经营活动现金流入小计(万元),172018,103278,32346,206664,140256,83434,27898,178753,123128,74109,25193,121457,92932,53862,17873,94774,78877,65488,47550,
购买商品、接受劳务支付的现金(万元),94812,56092,24881,106451,77156,50914,23500,86859,65617,40413,16146,56407,46614,29107,14039,36568,39614,29116,21184,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),27771,17632,8526,30742,21607,13754,7083,23928,16923,10819,5372,18336,12769,8292,3902,14345,13079,10834,8234,
支付的各项税费(万元),6184,4892,1748,11677,8229,5388,3200,9785,7103,4674,2827,6934,5258,3456,1753,7143,5348,5045,3976,
支付的其他与经营活动有关的现金(万元),19986,12719,6012,25255,20441,12865,5563,22442,17134,11559,5920,14870,17407,10751,6675,17813,12941,10478,8309,
经营活动现金流出小计(万元),148754,91336,41168,174126,127434,82920,39345,143015,106777,67465,30265,96547,82048,51605,26370,75869,70982,55473,41703,
经营活动产生的现金流量净额(万元),23264,11942,-8823,32538,12822,514,-11447,35738,16351,6645,-5072,24909,10884,2257,-8497,18905,7895,10015,5847,
收回投资所收到的现金(万元),131286,81371,47742,205457,132962,106600,50500,152990,71350,17800,11200,25750,13250,6750,6350,5910,9660,4780,1150,
取得投资收益所收到的现金(万元),1150,755,443,2109,1179,980,427,588,324,48,32,64,37,20,19,23,38,10,7,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,5,5,6,4,36,60,56,,229,1,1,,10,3,4,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,0,0,,,,,,,,,,,,,,,488,535,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),132436,82127,48185,207572,134146,107586,50932,153614,71734,17903,11232,26043,13289,6772,6369,5943,9702,5282,1692,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),21091,13122,6479,33694,25537,19179,5923,19284,9220,6130,3275,9489,7561,6144,3651,13202,9237,4264,2922,
投资所支付的现金(万元),134409,76876,42628,194283,131764,82933,38733,197394,111367,34150,7300,29200,14720,9400,4500,5750,11070,5030,1000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
