报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),91181,116587,43850,44734,82599,,,22107,19599,9711,169626,,,,,20381,,-53887,6720,,35663,27978,
收取利息、手续费及佣金的现金(万元),204265,117015,39856,170223,161487,84101,41339,190841,140218,95087,261576,187107,125641,385115,160439,116264,86826,103722,139090,,95332,157015,
拆入资金净增加额(万元),,,14000,,20000,12000,12000,,6000,13000,,10000,10000,,161200,20000,,,,,,,
回购业务资金净增加额(万元),337382,82012,92798,253763,111340,154009,92944,47774,112880,46356,,,,324461,219084,,66862,-18780,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),9609,3539,664,5370,7598,11300,1699,8116,53083,8094,1541,1197,3614,65797,1940,6271,15132,21460,10172,,6433,24925,
经营活动现金流入小计(万元),919532,649256,592011,665183,530118,331914,181438,270595,331779,304257,1103307,656369,582838,1315398,972212,216246,152044,-140451,-164270,,-368557,858240,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),75516,18603,7710,27664,59755,15280,6631,34549,26545,17996,50123,39910,31499,104514,34151,19656,17502,21465,28398,,13834,19721,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),43375,34091,10615,52139,42067,28824,9887,56900,45715,34228,57453,46992,35064,48893,34330,32318,28908,29345,23381,,20506,20189,
支付的各项税费(万元),23016,13271,4110,19970,22009,14678,8560,22572,19075,13761,46465,39629,27910,61174,22234,17892,13462,21572,23386,,56510,34177,
支付的其他与经营活动有关的现金(万元),28791,21459,2727,24283,328155,14378,7645,26349,23360,15357,39446,45326,28086,22185,65186,16958,35710,22600,36583,,23272,76267,
经营活动现金流出小计(万元),908227,479934,303151,608322,503724,290076,103249,376266,276578,188288,1413052,1219553,885979,1283959,732764,292380,127654,104231,122000,,48809,158734,
经营活动产生的现金流量净额(万元),11305,169322,288860,56861,26394,41838,78189,-105672,55202,115969,-309746,-563184,-303141,31438,239448,-76133,24390,-244682,-286270,606279,-417367,699506,
收回投资所收到的现金(万元),882,882,,,,,,,,,,,,,,,,,,,204,,
取得投资收益所收到的现金(万元),18,18,,,,,,,,,,,,,,741,131,131,,,3098,16775,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,,,,,,,,,,,,,,,,28,2019,14,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,74,3,38,13,10,4,23,13,7,16,8,,1488,559,0,,,,,2118,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),904,974,3,38,13,10,4,23,13,7,16,8,0,1488,559,741,159,2150,14,,5420,16775,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6538,3269,216,15887,4266,3662,2698,6424,1552,1264,18223,11725,3712,20855,25260,7847,2440,15029,3092,,8600,12757,
投资所支付的现金(万元),6000,6000,2000,14948,14945,14948,,13725,,,,,161,8860,5000,2400,6272,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,0,,,,,,,,-14,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),12538,9269,2216,30835,19211,18610,2698,20149,1552,1264,18223,11725,3873,29715,30260,10247,83676,16943,6868,,59637,26783,
投资活动产生的现金流量净额(万元),-11634,-8295,-2213,-30797,-19198,-18600,-2694,-20126,-1539,-1257,-18207,-11717,-3873,-28227,-29701,-9505,-83517,-14793,-6854,,-54217,-10009,
吸收投资收到的现金(万元),,,,108880,105983,105983,,,,,270,270,270,347340,,,2575,26352,,,82876,2253,
其中：子公司吸收少数股东投资收到的现金(万元),,,,9097,6200,6200,,,,,,270,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),473209,387248,162931,215449,166731,153730,,267001,161233,130923,,,,598944,159040,,,,,,,,
