报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),15853,8891,4252,24046,14108,8071,7332,23060,22449,15492,7233,30230,20309,13293,4684,25462,16821,10477,4163,21661,17225,14203,11793,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),0,,,43,43,43,,,32,32,,,,,,0,,,,,,,,
收到的其他与经营活动有关的现金(万元),282,199,57,316,201,85,7,466,200,148,19,532,379,250,226,187,85,45,1,75,437,137,89,
经营活动现金流入小计(万元),16135,9090,4309,24405,14352,8199,7339,23526,22681,15671,7251,30762,20689,13542,4910,25649,16906,10522,4164,21736,17661,14340,11882,
购买商品、接受劳务支付的现金(万元),8121,6156,3004,10348,5115,2856,5590,11309,15846,10852,5661,18343,13715,8526,2728,13345,9917,5711,2541,13511,10713,7957,7122,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3015,2674,1533,4250,3278,2386,1563,3863,3086,2255,1490,3189,2416,1733,858,2644,2086,1536,1045,2262,1923,1562,1196,
支付的各项税费(万元),2733,1271,382,3401,2281,1322,187,2802,2044,1151,269,3406,2547,1549,549,2918,2121,1173,265,2449,2087,1834,1390,
支付的其他与经营活动有关的现金(万元),1987,837,619,1094,976,397,437,1459,897,542,386,1203,822,104,185,862,626,412,189,953,917,546,506,
经营活动现金流出小计(万元),15857,10938,5538,19093,11649,6962,7778,19433,21873,14801,7806,26142,19500,11912,4320,19769,14750,8832,4041,19175,15641,11898,10214,
经营活动产生的现金流量净额(万元),277,-1849,-1229,5312,2703,1237,-439,4093,807,870,-555,4620,1189,1630,590,5880,2156,1690,123,2560,2020,2442,1668,
收回投资所收到的现金(万元),27202,27233,14000,50600,40600,15100,15100,24500,22350,12100,1300,10550,,,,,,,,2005,,,,
取得投资收益所收到的现金(万元),347,220,123,636,603,390,217,263,254,174,6,76,,,,,,,,12,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,38,31,6,,5,2,2,2,11,3,,,1,1,1,1,13,7,63,194,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,100,,,700,,,,154,54,54,39,73,400,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),27550,27454,14123,51274,41235,15496,15317,24768,22706,12277,1308,11336,3,0,0,156,56,56,41,2103,407,63,194,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1012,1095,320,1539,1480,831,373,1520,1533,1253,888,4044,2787,1961,1681,4292,3395,2700,1226,3149,3149,718,963,
投资所支付的现金(万元),24283,14233,14000,48500,38500,13000,12500,31300,29300,13800,1800,20850,,,,,,,,2005,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,42,,,,,,,2000,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,100,67,400,73,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),25295,15328,14320,50081,39980,13831,12873,32820,30833,15053,4688,24894,2787,1961,1681,4292,3395,2700,1226,5254,3216,1118,1036,
投资活动产生的现金流量净额(万元),2256,12126,-197,1193,1255,1665,2444,-8052,-8127,-2777,-3380,-13558,-2784,-1961,-1681,-4137,-3339,-2644,-1185,-3151,-2809,-1055,-842,
吸收投资收到的现金(万元),100,100,,978,978,978,,,,,,29023,29023,29023,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),100,100,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,1000,1000,1000,500,800,800,800,500,2940,2940,2940,1960,7740,7740,6341,2740,4348,1000,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),300,300,,,,,,,,,,,,,,7,7,7,,100,300,100,100,
筹资活动现金流入小计(万元),400,400,0,1978,1978,1978,500,800,800,800,500,31963,31963,31963,1960,7747,7747,6348,2740,4448,1300,100,100,
偿还债务支付的现金(万元),,,,1800,1800,1800,500,,,,,8680,8680,,,4400,2800,2000,1500,1948,1000,,,
分配股利、利润或偿付利息所支付的现金(万元),2420,2420,,2419,2419,2419,8,2025,2017,8,,2269,2269,2196,2088,1069,982,879,55,2587,1033,750,500,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),6399,5062,61,289,832,590,,,,,,341,461,200,185,66,38,38,38,69,218,45,209,
筹资活动现金流出小计(万元),8818,7482,61,4508,5051,4809,508,2025,2017,8,0,11290,11410,2396,2273,5535,3820,2917,1593,4605,2251,795,709,
筹资活动产生的现金流量净额(万元),-8418,-7082,-61,-2530,-3073,-2831,-8,-1225,-1217,792,500,20673,20553,29566,-313,2213,3928,3431,1147,-157,-951,-695,-609,
汇率变动对现金及现金等价物的影响(万元),,,,-1,9,3,,-4,-3,-2,-0,17,6,4,0,0,0,-0,0,-1,-2,-0,,
现金及现金等价物净增加额(万元),-5885,3195,-1487,3974,893,74,1997,-5189,-8540,-1116,-3435,11753,18964,29239,-1404,3956,2744,2477,85,-749,-1741,692,217,
加:期初现金及现金等价物余额(万元),16065,16065,16065,12091,12091,12091,12091,17280,17280,17280,17280,5526,5526,5526,5526,1570,1570,1570,1570,2319,4061,3369,3152,
期末现金及现金等价物余额(万元),10180,19260,14578,16065,12984,12164,14088,12091,8740,16164,13845,17280,24491,34765,4122,5526,4315,4047,1655,1570,2319,4061,3369,
净利润(万元),,3784,,6698,,3674,,5342,,2906,,6465,,2859,,5529,,2343,,4465,3965,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,44,,264,,420,,201,,303,,103,,373,,-5,,187,,79,89,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,699,,1360,,684,,1259,,612,,724,,266,,456,,218,,483,433,,,
无形资产摊销(万元),,73,,106,,43,,102,,50,,93,,49,,83,,41,,80,58,,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,-18,,1,,-1,,-1,,-2,,,,0,,,,-8,2,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,,,19,,19,,25,,8,,,,,,105,,66,,84,35,,,
投资损失(万元),,-208,,-646,,-287,,-527,,-177,,-85,,,,,,,,-12,,,,
递延所得税资产减少(万元),,-99,,-335,,-52,,-24,,-56,,-28,,-104,,11,,-61,,-17,-54,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-569,,189,,530,,-2377,,-1544,,-765,,-680,,519,,305,,-1173,-387,,,
经营性应收项目的减少(万元),,-5460,,-3978,,-5046,,573,,-1504,,-2193,,-1646,,-1201,,-2121,,-2000,-2255,,,
经营性应付项目的增加(万元),,-402,,1232,,1254,,242,,449,,992,,1400,,382,,711,,578,134,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,290,,422,,-3,,-725,,-175,,-686,,-887,,,,,,,,,,
经营活动产生现金流量净额(万元),,-1849,,5312,,1237,,4093,,870,,4620,,1630,,5880,,1690,,2560,2020,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),10180,19260,14578,16065,12984,12164,14088,12091,8740,,13845,17280,24491,34765,4122,5526,4315,4047,1655,1570,2319,4061,3369,
现金的期初余额(万元),16065,16065,16065,12091,12091,12091,12091,17280,17280,,17280,5526,5526,5526,5526,1570,1570,1570,1570,2319,4061,3369,3152,
现金等价物的期末余额(万元),,,,,,,,,,16164,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,17280,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-5885,3195,-1487,3974,893,74,1997,-5189,-8540,-1116,-3435,11753,18964,29239,-1404,3956,2744,2477,85,-749,-1741,692,217,

