报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),44950,27207,63075,45408,29051,12513,51109,22814,42298,20584,36618,14348,18562,16648,13142,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),664,182,1541,1198,556,242,1373,646,1229,820,551,,,,,
收到的其他与经营活动有关的现金(万元),925,656,1368,957,458,379,652,212,188,161,181,2,362,8,17,
经营活动现金流入小计(万元),46539,28045,65985,47564,30065,13133,53134,23673,43715,21565,37350,14350,18924,16656,13159,
购买商品、接受劳务支付的现金(万元),34868,23593,42944,33606,20403,10588,31801,12123,31813,16522,28390,13385,15312,14311,11020,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),1754,1167,2102,1569,1034,483,1775,767,1522,676,1104,444,705,508,431,
支付的各项税费(万元),2335,1705,4483,3512,1980,823,4218,2375,3624,2182,2266,724,771,564,159,
支付的其他与经营活动有关的现金(万元),2310,1242,2470,1834,1180,500,2178,1076,1471,231,1872,81,703,2464,9979,
经营活动现金流出小计(万元),41267,27707,51998,40520,24597,12395,39973,16341,38430,19610,33632,14633,17491,17847,21589,
