报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),263534,163194,89041,297802,211775,129717,69585,228482,158368,95764,44801,178872,125122,80727,38263,135587,96534,118291,93406,91314,61316,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),16809,10541,6463,21023,19453,11128,5193,15142,11475,7952,3940,9989,7104,5539,2913,10883,8335,9986,8753,8792,5837,
收到的其他与经营活动有关的现金(万元),1969,1466,1528,2076,648,393,114,3387,5849,3400,2922,2004,2975,1317,1013,1943,1388,697,351,683,540,
经营活动现金流入小计(万元),282311,175201,97032,320902,231875,141238,74892,247011,175691,107116,51662,190864,135202,87583,42188,148413,106258,128974,102510,100789,67693,
购买商品、接受劳务支付的现金(万元),200271,110805,65276,220492,161384,100860,54091,180344,125562,75751,35640,129094,86745,54213,24722,97361,71558,90889,72472,67585,54234,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),29565,18380,7957,32026,23403,15640,9400,24398,16521,10689,5276,17965,12935,8812,4583,13735,9800,11241,8862,7847,3569,
支付的各项税费(万元),6878,4972,2536,6726,8057,1883,2668,6298,6499,4715,2382,6133,5331,4526,2233,4705,2689,3516,3730,3494,1457,
支付的其他与经营活动有关的现金(万元),30936,23899,9198,44154,34721,23289,9697,30089,21211,12898,5981,22702,14252,9027,6345,15894,13338,11909,8311,7129,6436,
经营活动现金流出小计(万元),267650,158056,84966,303398,227564,141672,75856,241129,169794,104053,49279,175894,119263,76579,37883,131695,97384,117555,93375,86056,65695,
经营活动产生的现金流量净额(万元),14662,17145,12066,17504,4311,-434,-964,5882,5898,3063,2383,14970,15939,11004,4305,16718,8874,11419,9134,14733,1999,
收回投资所收到的现金(万元),,,,,,,,67000,37000,37000,37000,35550,50,,,,,,,,,
取得投资收益所收到的现金(万元),,,,247,,,,638,489,193,150,47,2,1,,,6,,79,2,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),286,182,89,235,549,173,46,21,36,35,,77,27,31,5,2,2,,4,743,36,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),2066,1914,688,,,,,435,,,,717,300,300,,284,284,,1300,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),2352,2097,777,482,549,173,46,68094,37525,37228,37150,36392,379,332,5,287,293,0,1383,745,36,
