报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),13740,9554,4460,17108,12719,9355,3188,16274,10923,7620,14563,6559,11045,4854,6115,2712,3241,913,134,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,1,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1003,865,120,1603,509,90,21,790,550,157,339,128,49,30,318,512,195,114,70,
经营活动现金流入小计(万元),14743,10419,4579,18712,13228,9444,3208,17064,11473,7776,14903,6686,11093,4885,6433,3223,3436,1028,203,
购买商品、接受劳务支付的现金(万元),3425,1963,1096,3652,3171,1880,848,3751,2705,1923,2187,1323,1730,1060,1989,1047,1379,513,68,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4465,2844,1447,4442,3260,2137,1180,3716,2930,1957,2763,1297,1753,748,702,295,306,108,28,
支付的各项税费(万元),1776,1075,545,1756,1515,918,451,2280,1795,1100,1707,862,1815,924,928,322,379,68,10,
