报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),24231,15851,6253,30326,22992,13526,6763,32018,23023,15212,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,44,
收到的其他与经营活动有关的现金(万元),2429,1689,1030,2161,1700,1392,315,644,737,501,
经营活动现金流入小计(万元),26660,17540,7283,32487,24692,14918,7078,32662,23759,15758,
购买商品、接受劳务支付的现金(万元),11101,6518,3141,7399,7020,2468,1526,4407,3468,3067,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5286,3715,2227,7431,5708,4054,2457,5860,4442,3570,
支付的各项税费(万元),2608,1747,892,3176,2343,1577,768,4462,2743,1835,
支付的其他与经营活动有关的现金(万元),4215,1988,1244,6221,4991,3073,1117,4506,3309,2526,
经营活动现金流出小计(万元),23210,13968,7504,24227,20062,11173,5868,19235,13963,10996,
经营活动产生的现金流量净额(万元),3450,3572,-221,8260,4630,3745,1210,13427,9796,4761,
收回投资所收到的现金(万元),,,,,,,,,,,
取得投资收益所收到的现金(万元),28,21,2,12,3,,,19,23,1,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,,,1,1,0,0,188,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),16900,9700,1000,2000,2000,,,5300,5400,2700,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),16929,9722,1003,2012,2003,1,1,5319,5424,2890,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2522,2013,1510,6283,5027,2793,1695,5041,3431,3421,
投资所支付的现金(万元),,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,1153,
支付的其他与投资活动有关的现金(万元),24400,9700,1000,2000,2000,,,4700,5400,3300,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),26922,11713,2510,8283,7027,2793,1695,9741,8831,7874,
投资活动产生的现金流量净额(万元),-9993,-1991,-1507,-6271,-5024,-2792,-1694,-4423,-3407,-4984,
吸收投资收到的现金(万元),57311,,,,,,,3750,1000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),,,,2990,,,,1000,9480,3800,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,3000,1590,
筹资活动现金流入小计(万元),57311,0,0,2990,0,0,0,4750,13480,5390,
偿还债务支付的现金(万元),2990,2060,1020,3130,3130,360,330,5120,7350,3380,
分配股利、利润或偿付利息所支付的现金(万元),40,38,24,2843,2838,2827,33,3369,483,255,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),891,,,,,,,,7861,1962,
筹资活动现金流出小计(万元),3921,2098,1044,5973,5968,3187,363,8489,15695,5597,
筹资活动产生的现金流量净额(万元),53390,-2098,-1044,-2983,-5968,-3187,-363,-3739,-2215,-207,
汇率变动对现金及现金等价物的影响(万元),-58,-23,-2,-22,-40,-34,-133,-35,-43,10,
现金及现金等价物净增加额(万元),46788,-541,-2774,-1016,-6402,-2268,-981,5230,4131,-419,
加:期初现金及现金等价物余额(万元),9345,9345,9345,10360,10360,10360,10360,5130,999,1418,
期末现金及现金等价物余额(万元),56132,8804,6570,9345,3958,8093,9380,10360,5130,999,
净利润(万元),,5444,2134,11883,,5371,2271,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,6,149,468,,100,59,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1097,534,1962,,853,403,,,,
无形资产摊销(万元),,21,11,,,21,11,,,,
长期待摊费用摊销(万元),,10,5,,,5,2,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,36,,,,,,,
固定资产报废损失(万元),,51,3,,,7,3,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,60,26,104,,100,162,,,,
投资损失(万元),,-21,-2,-12,,,,,,,
递延所得税资产减少(万元),,-17,4,-57,,-17,3,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,35,-193,-790,,-457,3,,,,
经营性应收项目的减少(万元),,-2701,-1995,-6542,,-826,-688,,,,
经营性应付项目的增加(万元),,-1745,-1791,1515,,-1491,-1326,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,1258,,-307,,-46,,,,,
经营活动产生现金流量净额(万元),,3572,-221,8260,,3745,1210,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),56132,8804,6570,9345,3958,8093,9380,10360,5130,999,
现金的期初余额(万元),9345,9345,9345,10360,10360,10360,10360,5130,999,1418,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),46788,-541,-2774,-1016,-6402,-2268,-981,5230,4131,-419,

