报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),36599,25742,12909,59332,43883,31337,13703,57092,43104,29179,17406,58750,28009,45331,44165,34275,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),76,68,46,78,65,52,36,13,13,7,7,23,14,52,112,9,
收到的其他与经营活动有关的现金(万元),229,162,79,1884,964,609,107,1568,881,603,409,683,322,438,732,1093,
经营活动现金流入小计(万元),36904,25972,13034,61294,44912,31998,13846,58674,43998,29789,17822,59456,28345,45821,45010,35376,
购买商品、接受劳务支付的现金(万元),19121,12579,7922,29756,22741,14166,6602,26036,18708,12141,6325,26959,12501,17427,22664,18753,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9243,6291,3353,14075,11165,7815,4315,14511,11007,7584,3976,13305,6232,12775,10465,9080,
支付的各项税费(万元),1477,1330,897,5445,4643,3801,2204,7733,5535,4372,2534,7440,3729,4877,3661,2874,
支付的其他与经营活动有关的现金(万元),1706,1149,541,2729,2299,1500,708,2651,1993,1231,648,2402,1256,1606,1508,960,
经营活动现金流出小计(万元),31547,21350,12713,52005,40848,27282,13829,50931,37245,25329,13483,50106,23718,36684,38298,31668,
经营活动产生的现金流量净额(万元),5356,4622,320,9289,4064,4716,17,7742,6754,4460,4339,9350,4627,9137,6712,3708,
收回投资所收到的现金(万元),80300,54500,24700,76000,55200,30000,,,,,,,,,,,
取得投资收益所收到的现金(万元),698,510,326,858,655,303,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,10,,,,,,0,0,0,0,1,,,0,6,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),81007,55020,25026,76858,55855,30303,0,0,0,0,0,1,0,0,0,6,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),14626,10366,4642,13251,7449,4122,2305,6604,4625,2394,683,4310,1677,4441,3882,4912,
投资所支付的现金(万元),68900,51900,24500,100700,84000,61200,38500,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,10,,,157,153,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),83526,62266,29142,113951,91449,65322,40805,6604,4635,2394,683,4467,1829,4441,3882,4912,
投资活动产生的现金流量净额(万元),-2519,-7246,-4116,-37094,-35594,-35019,-40805,-6604,-4635,-2393,-683,-4466,-1829,-4441,-3882,-4905,
吸收投资收到的现金(万元),,,,47968,47968,47968,47968,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),18242,16871,8947,8101,8101,5101,4192,26728,20614,11200,7574,23061,12668,20941,13318,22026,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),3146,3146,3146,2400,2400,2400,2400,6277,6277,5611,4324,3539,2938,5494,5053,,
筹资活动现金流入小计(万元),21388,20017,12093,58469,58469,55469,54560,33004,26891,16811,11897,26600,15606,26434,18371,22026,
偿还债务支付的现金(万元),16513,10813,2000,21319,18414,15326,8178,24268,21294,14166,6905,20812,8938,19593,18266,13834,
分配股利、利润或偿付利息所支付的现金(万元),2150,2108,52,2781,2688,206,101,336,259,185,132,577,317,3361,427,384,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2681,1922,4840,7314,3970,3890,2391,6446,6020,3567,5708,8973,6978,8788,6388,1625,
筹资活动现金流出小计(万元),21343,14843,6892,31415,25072,19422,10670,31050,27573,17917,12745,30363,16233,31742,25080,15843,
筹资活动产生的现金流量净额(万元),45,5175,5202,27054,33397,36047,43890,1955,-682,-1106,-847,-3762,-626,-5308,-6709,6183,
汇率变动对现金及现金等价物的影响(万元),4,1,2,76,23,22,19,-5,-1,-0,-0,0,0,7,10,-5,
现金及现金等价物净增加额(万元),2886,2551,1409,-675,1889,5766,3120,3088,1435,960,2808,1122,2172,-605,-3869,4981,
加:期初现金及现金等价物余额(万元),5544,5544,5544,6219,6221,6219,6221,3131,3131,3131,3131,2009,2009,2614,6483,1502,
期末现金及现金等价物余额(万元),8430,8096,6953,5544,8110,11985,9341,6219,4566,4090,5939,3131,4181,2009,2614,6483,
净利润(万元),,1087,,6669,,4255,,10103,,4294,,9276,,6297,5403,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,48,,354,,49,,303,,-149,,675,,197,170,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2824,,5779,,2895,,5961,,3023,,5692,,4588,3408,,
无形资产摊销(万元),,87,,134,,66,,131,,65,,124,,114,91,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,4,,-10,,,,-4,,-5,,26,,90,19,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,
财务费用(万元),,281,,519,,229,,788,,377,,814,,597,569,,
投资损失(万元),,,,,,,,,,,,,,,,,
递延所得税资产减少(万元),,65,,-44,,6,,-85,,9,,-108,,-81,-44,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,
存货的减少(万元),,360,,727,,720,,-5702,,-4130,,1996,,25,-2234,,
经营性应收项目的减少(万元),,3499,,4505,,1830,,-3982,,1610,,-8520,,-2231,-1302,,
经营性应付项目的增加(万元),,-3660,,-9476,,-5413,,-87,,-812,,-1100,,-988,371,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,
其他(万元),,26,,134,,80,,315,,177,,475,,530,261,,
经营活动产生现金流量净额(万元),,4622,,9289,,4716,,7742,,4460,,9350,,9137,6712,,
债务转为资本(万元),,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,5132,7844,,
现金的期末余额(万元),8430,6866,6953,3934,8110,10502,9341,718,4566,900,5939,600,4181,109,397,6483,
现金的期初余额(万元),5544,3934,5544,718,6221,718,6221,600,3131,600,3131,109,2009,397,2138,1502,
现金等价物的期末余额(万元),,1229,,1610,,1483,,5501,,3190,,2531,,1899,2217,,
现金等价物的期初余额(万元),,1610,,5501,,5501,,2531,,2531,,1899,,2217,4344,,
现金及现金等价物的净增加额(万元),2886,2551,1409,-675,1889,5766,3120,3088,,960,2808,1122,2172,-605,-3869,4981,

