报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),51079,33822,16265,62267,46295,28561,13893,53798,39659,25848,12392,53099,38718,53105,53644,44667,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),2004,1401,810,2016,1421,808,479,2101,1508,987,408,3033,2610,4183,3787,3543,
收到的其他与经营活动有关的现金(万元),2029,1682,1486,3160,2918,1634,485,1417,790,302,169,2253,2177,1647,1807,2119,
经营活动现金流入小计(万元),55113,36904,18561,67442,50634,31003,14857,57317,41957,27138,12969,58385,43505,58935,59237,50329,
购买商品、接受劳务支付的现金(万元),35736,23214,11958,43662,33995,21317,11031,35809,27197,16988,8481,31632,24275,30802,35936,34090,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9896,6846,3486,13220,10013,6591,3489,11433,8468,5738,2901,9964,7361,9490,9366,8458,
