报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),2553276,2591612,538037,4293188,4536390,3924011,1024840,3995694,2625661,1338610,,2764475,2742990,1927539,665811,2577705,3690597,
向中央银行借款净增加额(万元,2402566,1977566,,44334,11462,,,,,,,,,,,,2000,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),954351,616158,436279,1403687,1226482,776454,363748,1386009,1056727,655461,326195,1307395,983275,1478545,1471881,1189888,950618,
拆入资金净增加额(万元),,42153,132153,50602,362655,171830,292973,,,,129781,,626768,,348144,,715638,
回购业务资金净增加额(万元),499664,,486714,,,,,1404795,1496133,117725,,702602,580658,,1950159,,1198647,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),131827,179253,72251,44325,135775,206393,184059,11201,70576,67969,1151,10900,35092,32727,46440,9430,21855,
经营活动现金流入小计(万元),7127761,6011715,2030803,6681025,6284447,5078687,1865619,7148433,6150955,2738474,578937,4785372,4968783,4462699,4960163,3777023,6579355,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),3700876,2847851,1177407,3816040,2594768,1429326,584669,1339564,1004707,805104,426727,525296,162392,1003309,1425770,1656540,1370770,
存放中央银行和同业款项净增加额(万元),,,,,9893,219823,1018996,455601,,,645587,1615581,825643,,58188,238244,1219560,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),452465,307034,141343,578834,413890,262770,142510,510775,364038,231480,114095,490898,365822,548389,541266,463731,343702,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),147820,116048,84465,178135,144418,112612,76023,165421,134368,103902,68549,162810,131095,151374,131690,108744,93189,
支付的各项税费(万元),155698,121309,41288,120525,88331,67885,24699,143482,113570,79306,38916,158096,103033,157776,210878,142959,133366,
支付的其他与经营活动有关的现金(万元),70349,41521,15371,107056,69255,37508,103672,170768,82542,29808,127740,100707,152880,68412,62259,94573,54745,
经营活动现金流出小计(万元),8909109,7367980,1711206,7871033,6021623,4839496,4348263,2887723,1844696,1377118,1870467,3450708,1926065,3631536,2442934,3540597,4057578,
经营活动产生的现金流量净额(万元),-1781348,-1356265,319597,-1190008,262824,239191,-2482644,4260709,4306259,1361356,-1291530,1334664,3042718,831163,2517229,236426,2521777,
收回投资所收到的现金(万元),9121399,7137450,5526620,17690006,9899744,7478700,2405762,11084300,7810479,5936663,3539563,11497185,8490662,5604894,4822805,2772854,1904259,
取得投资收益所收到的现金(万元),486120,302896,24449,410923,117724,85481,42996,166058,76168,42518,18466,60207,26059,51818,39549,27156,12573,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),187,7,35,78,43,18,20,2044,2033,21,20,1397,6054,37,1435,638,969,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),9607706,7440353,5551103,18101007,10017511,7564200,2448777,11252401,7888680,5979201,3558050,11558789,8522775,5656750,4863789,2800647,1917800,
