报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),1142559,735850,355482,1213177,914315,519967,263432,1121464,842653,528453,273052,971748,720981,410261,188341,768446,589477,346552,899808,474326,952300,913890,663938,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),38125,20824,12803,14410,11282,6471,3324,6730,6937,4524,1816,9610,2910,1412,583,4920,2197,2197,6096,2306,1165,495,3487,
收到的其他与经营活动有关的现金(万元),11139,8690,5451,32029,26601,5202,5290,6330,6586,4302,4807,21400,19669,16206,14324,12953,12791,3754,11571,2298,2594,4222,3919,
经营活动现金流入小计(万元),1191823,765364,373736,1259616,952198,531640,272047,1134524,856175,537279,279676,1002759,743560,427879,203248,786319,604464,352502,917475,478931,956059,918607,671344,
购买商品、接受劳务支付的现金(万元),820962,523862,211004,886798,640554,412246,207586,849959,745036,493079,253722,606015,435795,257239,101859,533726,323865,216808,696784,344178,754909,625989,621934,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),102974,66695,33075,107721,80038,51956,25143,94756,73164,47727,23847,82662,58435,38346,17191,74084,51369,34550,65002,29397,44183,34417,26424,
支付的各项税费(万元),37662,32962,12087,37400,22321,15238,7570,38256,36941,29300,13827,40742,43877,32547,19851,48299,38103,25692,49764,20909,40870,27944,22514,
支付的其他与经营活动有关的现金(万元),48795,34239,14619,43500,38447,22752,11833,39666,30360,21459,16822,34153,21052,16516,7673,28814,27693,13650,29007,18172,30904,21005,15352,
经营活动现金流出小计(万元),1010394,657758,270785,1075419,781360,502192,252131,1022637,885501,591565,308218,763572,559159,344648,146573,684924,441029,290701,840558,412656,870866,709355,686223,
经营活动产生的现金流量净额(万元),181429,107606,102950,184197,170839,29448,19916,111887,-29325,-54285,-28542,239186,184401,83231,56675,101395,163435,61801,76917,66275,85193,209252,-14880,
收回投资所收到的现金(万元),69107,68950,,15417,,,,,,,,,,,,,,,3400,,,,,
取得投资收益所收到的现金(万元),5253,5129,,,,,,,,,,,,,,,,,171,561,941,32412,95,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,0,0,88,22,22,,489,70,70,,482,770,747,150,599,415,410,500,198,473,95,530,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,54521,13090,10628,8043,5380,17739,6441,3486,76,18630,15089,12588,10426,33940,27128,21808,56890,25657,28857,17540,3423,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),74379,74079,54521,28595,10650,8065,5380,18228,6511,3556,76,19112,15859,13335,10575,34539,27543,22218,60961,26417,30271,50047,4049,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),98748,54730,22100,247047,106900,64566,32727,138289,49212,31141,13226,101192,56416,23666,15650,110569,110169,80101,206272,101475,152815,85368,28650,
投资所支付的现金(万元),46486,22203,5000,73868,19329,,,,,,,,,,,,,,,,3400,5687,25100,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),283,280,54204,13334,10749,8076,5434,14210,6007,3046,47,15900,13400,11100,9000,51403,46381,40753,81263,21200,35442,8501,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),145518,77214,81303,334249,136978,72642,38161,152499,55219,34188,13273,117092,69816,34766,24649,161971,156550,120854,287535,122675,191657,99555,53750,
投资活动产生的现金流量净额(万元),-71138,-3135,-26783,-305654,-126328,-64577,-32781,-134271,-48708,-30632,-13197,-97980,-53957,-21431,-14074,-127432,-129007,-98635,-226575,-96258,-161387,-49508,-49701,
吸收投资收到的现金(万元),,,,150,150,,,,,,,251582,251582,251582,,350,350,200,340,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,150,,,,,,,,,,,,350,,200,340,,,,,
取得借款收到的现金(万元),353700,315016,213409,821603,471010,285786,140031,571536,499900,357991,215572,682762,448204,357516,208038,1136560,735384,513471,804767,381183,568779,483021,412680,
发行债券收到的现金(万元),,,,199388,199550,199550,199550,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),60856,32805,6398,,8782,8259,1016,12645,27117,10474,197,22926,24963,13005,118,35753,26445,8737,30065,,5071,8763,14396,
