报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),64836,40647,73039,47744,32582,70023,37072,53301,36922,23781,37478,25263,19983,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),99,89,388,74,74,,,129,129,104,404,581,363,
收到的其他与经营活动有关的现金(万元),828,482,2600,1144,797,450,139,1106,550,904,215,252,285,
经营活动现金流入小计(万元),65762,41218,76028,48962,33454,70473,37210,54536,37600,24790,38098,26096,20630,
购买商品、接受劳务支付的现金(万元),52681,38925,61978,43202,28002,50496,24265,41522,29823,18902,33630,25528,17838,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2780,1819,3089,2336,1596,2705,1324,1948,1281,821,1538,1150,890,
支付的各项税费(万元),3088,1547,1916,1278,296,5691,2518,2600,1752,1000,1330,927,738,
支付的其他与经营活动有关的现金(万元),1809,968,1532,994,828,2143,760,1249,740,329,1228,2365,208,
经营活动现金流出小计(万元),60357,43260,68515,47810,30723,61035,28866,47319,33597,21052,37725,29969,19673,
经营活动产生的现金流量净额(万元),5405,-2042,7513,1152,2731,9438,8344,7217,4004,3737,373,-3873,957,
收回投资所收到的现金(万元),,,,,,,,1011,1500,1011,2550,,,
取得投资收益所收到的现金(万元),,,,,,,,,20,,7,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),57,57,,,,,,,,,,3,4,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),57,57,0,0,0,0,0,1011,1520,1011,2557,3,4,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2751,1701,2237,1995,1393,8332,2426,1251,1202,136,621,224,501,
投资所支付的现金(万元),,,,,,,,500,500,500,3050,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
