报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),38304,26004,11543,40318,28766,20742,9770,27848,27024,22599,8555,28130,20071,12772,5482,23409,17312,21907,10208,21264,19775,13511,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),161,101,42,123,94,56,,52,66,58,32,18,18,18,5,5,5,17,5,52,52,3,
收到的其他与经营活动有关的现金(万元),188,134,118,3769,273,272,266,3348,3355,741,172,858,638,646,645,406,345,371,146,139,144,272,
经营活动现金流入小计(万元),38653,26239,11703,44210,29133,21070,10036,31248,30445,23398,8758,29005,20727,13435,6132,23820,17662,22295,10360,21455,19971,13786,
购买商品、接受劳务支付的现金(万元),28831,18417,8769,30773,20417,17617,6761,21059,21464,17754,5676,19336,12999,9203,4368,13317,10367,13404,7057,14378,16469,8280,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3068,2159,1291,3470,2664,1915,1018,3153,2386,1651,992,2038,1502,1025,580,1603,1257,1575,861,1192,953,724,
支付的各项税费(万元),926,666,325,1044,852,651,316,1704,1199,784,402,1496,964,426,61,1410,1345,840,466,993,636,489,
支付的其他与经营活动有关的现金(万元),3104,1739,771,4814,3342,1366,1010,4993,2278,1504,758,2926,1419,822,413,2387,2445,2542,1104,2396,1321,1794,
经营活动现金流出小计(万元),35929,22982,11156,40101,27275,21550,9105,30909,27327,21693,7828,25796,16884,11477,5422,18717,15413,18360,9487,18959,19379,11288,
经营活动产生的现金流量净额(万元),2724,3257,547,4110,1858,-480,931,339,3118,1705,930,3210,3843,1958,710,5103,2249,3934,872,2496,592,2499,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,10,,35,,,,14,105,101,0,,,,,12,4,,,5,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,800,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),18,10,0,35,0,0,0,14,105,101,0,0,0,0,0,12,4,0,0,5,0,800,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3071,2973,921,4159,3089,1447,2478,9173,7919,7076,3549,4079,3395,2109,762,2844,1796,4999,3606,2249,2477,4215,
投资所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,90,,,
支付的其他与投资活动有关的现金(万元),,,,,4,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),3071,2973,921,4159,3093,1447,2478,9173,7919,7076,3549,4079,3395,2109,762,2844,1796,4999,3606,2339,2477,4215,
投资活动产生的现金流量净额(万元),-3053,-2963,-921,-4123,-3093,-1447,-2478,-9159,-7815,-6975,-3549,-4079,-3395,-2109,-762,-2833,-1792,-4999,-3606,-2333,-2477,-3415,
吸收投资收到的现金(万元),,,,,,,,,,,,17680,,,,,,,,,4002,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),3000,2000,1000,4000,4000,3000,1000,6000,6000,4000,2000,6000,6000,6000,3000,8000,8000,10700,7700,7400,8200,6956,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,106,,90,924,,,,,,,,,,300,300,,282,678,
筹资活动现金流入小计(万元),3000,2000,1000,4000,4106,3000,1090,6924,6000,4000,2000,23680,6000,6000,3000,8000,8000,11000,8000,7400,12484,7634,
偿还债务支付的现金(万元),4000,3000,1000,6000,6000,5000,2000,4000,4000,4000,3000,7000,5000,5000,2000,10000,8000,10100,6400,8200,6969,4358,
分配股利、利润或偿付利息所支付的现金(万元),1061,1026,48,1014,966,917,68,1818,1747,1680,35,315,249,175,71,433,324,468,204,441,505,334,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,3066,20,10,10,20,20,130,10,320,42,43,
筹资活动现金流出小计(万元),5061,4026,1048,7014,6966,5917,2068,5818,5747,5680,3035,10381,5269,5185,2081,10453,8344,10698,6614,8961,7517,4735,
筹资活动产生的现金流量净额(万元),-2061,-2026,-48,-3014,-2860,-2917,-978,1106,253,-1680,-1035,13299,731,815,919,-2453,-344,302,1386,-1561,4967,2899,
汇率变动对现金及现金等价物的影响(万元),16,11,-10,-2,108,32,-1,-41,-84,52,,57,9,12,-3,57,27,-7,16,-66,-2,-16,
现金及现金等价物净增加额(万元),-2374,-1720,-432,-3030,-3987,-4811,-2525,-7755,-4528,-6898,-3654,12487,1188,675,864,-126,139,-770,-1332,-1465,3081,1966,
加:期初现金及现金等价物余额(万元),5230,5230,5230,8259,8259,8259,8259,16014,16014,16014,16014,3527,3527,3527,3527,3653,3653,4423,4423,5888,2807,841,
期末现金及现金等价物余额(万元),2855,3509,4798,5230,4272,3448,5734,8259,11487,9116,12360,16014,4715,4202,4392,3527,3792,3653,3091,4423,5888,2807,
净利润(万元),,2492,,4414,,2353,,3976,,2329,,3600,,1987,,3249,,2585,1790,3445,3040,1712,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,38,,89,,125,,104,,13,,108,,-85,,123,,212,177,158,137,-50,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1448,,2754,,1347,,2508,,1212,,1650,,722,,1323,,1172,566,926,620,464,
无形资产摊销(万元),,56,,112,,56,,97,,39,,79,,39,,79,,62,22,23,13,13,
长期待摊费用摊销(万元),,12,,15,,5,,18,,11,,51,,26,,69,,6,0,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,7,,-15,,4,,-90,,-86,,,,,,-1,,,,-5,,,
固定资产报废损失(万元),,,,-0,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,103,,215,,69,,260,,87,,370,,187,,491,,474,191,507,518,353,
投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产减少(万元),,-2,,-72,,-11,,-127,,-19,,-96,,-22,,-26,,-31,-25,-22,-20,8,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-755,,-305,,1133,,-3833,,-2767,,-679,,-12,,596,,-509,-482,-105,-1092,-1450,
经营性应收项目的减少(万元),,2537,,-1132,,-1590,,-1027,,-443,,-222,,-663,,-2270,,-1406,-2057,-5168,-2091,-327,
经营性应付项目的增加(万元),,-2679,,-1966,,-3970,,-1546,,1329,,-1652,,-221,,1472,,1369,689,2736,-533,1777,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,3257,,4110,,-480,,339,,1705,,3210,,1958,,5103,,3934,872,2496,592,2499,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),2855,3509,4798,5230,4272,3448,5734,8259,11487,9116,12360,16014,4715,4202,4392,3527,3792,3653,3091,4423,5888,2807,
