报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,-1314268,-646064,-312422,-46072,158562,-3218,38806,-38107,
收取利息、手续费及佣金的现金(万元),78289,53511,109464,87509,65062,102916,104121,151852,66402,55467,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),576417,317302,528767,,,,,-264285,-171980,-46637,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),64270,20131,-26882,2480,43707,152789,-27846,-61063,194712,58066,
经营活动现金流入小计(万元),806754,523060,-652688,-551277,-198380,228139,311684,-9030,287281,35940,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),25754,15271,24491,21956,20820,9339,9909,19235,7087,13159,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),33496,18423,34068,21311,15051,34814,34158,31008,22757,22998,
支付的各项税费(万元),18184,12010,16266,12025,7876,12803,19401,48909,9669,3332,
支付的其他与经营活动有关的现金(万元),52238,35110,22444,11363,13591,16078,22323,16922,13855,17207,
经营活动现金流出小计(万元),1203458,761084,128305,251542,221552,376613,186500,132261,199923,119163,
经营活动产生的现金流量净额(万元),-396703,-238024,-780993,-802819,-419932,-148474,125184,-141292,87358,-83224,
收回投资所收到的现金(万元),,,181,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,,5,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,8099,8099,,1,28,124,12,10,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),1,1,8280,8099,5,1,28,124,12,10,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4949,2261,5512,2478,1443,4080,4504,3425,2490,2688,
投资所支付的现金(万元),,,,,,80,270,3000,,5586,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),401,401,3324,3324,,5,1,,,5,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),5350,2662,8835,5802,1443,4165,4776,6425,2490,8278,
投资活动产生的现金流量净额(万元),-5349,-2661,-555,2297,-1438,-4164,-4748,-6301,-2479,-8268,
吸收投资收到的现金(万元),123285,123285,500,500,500,10000,1500,454368,,200000,
其中：子公司吸收少数股东投资收到的现金(万元),,,500,,500,10000,1500,,,,
取得借款收到的现金(万元),310000,150000,659300,659300,360300,,,,,,
发行债券收到的现金(万元),540438,499377,,,,,,140000,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流入小计(万元),973723,772662,659800,659800,360800,10000,1500,594368,0,200000,
偿还债务支付的现金(万元),377090,273827,,,1000,,80000,60000,,,
分配股利、利润或偿付利息所支付的现金(万元),32692,15355,5249,3074,877,58849,65264,30865,15456,30485,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),755,755,,,,,,,,53,
筹资活动现金流出小计(万元),410537,289937,5249,3074,1877,58849,145264,90865,15456,30538,
筹资活动产生的现金流量净额(万元),563186,482725,654551,656726,358923,-48849,-143764,503503,-15456,169462,
汇率变动对现金及现金等价物的影响(万元),73,2,144,176,55,-172,225,191,-61,-73,
现金及现金等价物净增加额(万元),161206,242042,-126854,-143620,-62392,-201660,-23102,356101,69363,77898,
加:期初现金及现金等价物余额(万元),396485,396485,523339,523339,523339,724999,748101,388053,318690,240792,
期末现金及现金等价物余额(万元),557692,638527,396485,379719,460948,523339,724999,744155,388053,318690,
净利润(万元),,29610,39199,,8749,36799,33853,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,-182,9049,,4680,2924,-296,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,915,1943,,817,1869,1844,,,,
无形资产摊销(万元),,947,1621,,796,1425,1265,,,,
长期待摊费用摊销(万元),,298,565,,278,614,613,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,9,-3905,,3,6,,,,,
固定资产报废损失(万元),,,,,,,32,,,,
公允价值变动损失(万元),,-10139,-10403,,7930,-3162,1333,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,23434,18227,,1915,42,2214,,,,
投资损失(万元),,,-42,,-42,104,107,,,,
