报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),53534,35311,18767,81910,52090,33716,17526,61362,44420,26886,12260,46642,39897,26605,12736,46829,35495,39675,9367,32931,19119,13967,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2545,1557,1152,3762,3510,1860,846,3795,3281,2759,1613,2419,1392,1217,670,1831,1322,1597,290,615,451,490,
收到的其他与经营活动有关的现金(万元),9237,5198,2268,7620,7925,4579,1950,7946,7843,5593,1477,2565,1675,1227,183,2319,888,1959,540,731,978,468,
经营活动现金流入小计(万元),65316,42066,22187,93292,63526,40155,20322,73102,55544,35238,15350,51625,42964,29050,13589,50978,37705,43231,10198,34277,20547,14926,
购买商品、接受劳务支付的现金(万元),28900,18360,9877,49086,31012,18804,7434,37155,30827,21146,11576,28113,25276,15064,7706,23614,18299,19259,4779,14030,7911,7559,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12361,8576,4193,18609,12662,8677,4242,18136,12736,8521,3881,14219,10305,7014,3025,11218,8341,9836,2729,8375,4970,2876,
支付的各项税费(万元),4001,3000,1419,4630,3868,2554,931,3588,3002,2042,1285,2183,1443,1196,369,2669,2135,1288,295,2251,1143,590,
支付的其他与经营活动有关的现金(万元),11154,6509,3056,10713,8458,5155,2239,8699,7454,5502,3000,5025,3976,3504,1584,4027,3194,4344,991,4275,2081,1174,
经营活动现金流出小计(万元),56415,36445,18545,83039,56000,35189,14846,67579,54019,37212,19742,49540,41000,26777,12684,41528,31969,34727,8794,28932,16104,12199,
经营活动产生的现金流量净额(万元),8900,5621,3642,10253,7525,4965,5477,5524,1525,-1974,-4392,2085,1964,2272,905,9451,5735,8504,1404,5345,4443,2726,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,5241,,,
取得投资收益所收到的现金(万元),,,,105,,,,,,,,,,,,,,25,,,66,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,24,25,1,1,8,9,38,9,4,3,5,,4,2,1,0,19,4,77,
