报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),19910,13588,25025,14825,22710,17377,15503,13909,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),,,,,,,,,
收到的其他与经营活动有关的现金(万元),294,111,377,98,94,11,11,114,
经营活动现金流入小计(万元),20204,13698,25402,14922,22804,17388,15513,14023,
购买商品、接受劳务支付的现金(万元),10227,6044,9888,8008,9412,7419,6085,6779,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),2695,1966,3088,2344,2772,2576,1978,1898,
支付的各项税费(万元),2755,1745,3392,2419,2936,2032,1895,1890,
支付的其他与经营活动有关的现金(万元),1562,824,1754,1201,1663,1423,1133,1034,
经营活动现金流出小计(万元),17241,10579,18122,13971,16783,13449,11092,11602,
经营活动产生的现金流量净额(万元),2963,3120,7280,951,6022,3939,4422,2422,
收回投资所收到的现金(万元),,,1000,1000,,8700,2000,,
取得投资收益所收到的现金(万元),,,11,11,0,80,29,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,6,,,1,,63,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,60,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),6,6,1011,1011,61,8780,2091,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),259,199,500,359,355,577,481,566,
投资所支付的现金(万元),35000,,1000,1000,,8700,2000,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),35259,199,1500,1359,355,9277,2481,566,
投资活动产生的现金流量净额(万元),-35253,-193,-489,-348,-294,-497,-390,-566,
吸收投资收到的现金(万元),35115,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),,,,,,,1200,,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,
筹资活动现金流入小计(万元),35115,0,0,0,0,0,1200,0,
偿还债务支付的现金(万元),,,,,,1200,,,
分配股利、利润或偿付利息所支付的现金(万元),4500,4500,3500,3500,2500,1504,2371,244,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),962,,,,,,,308,
筹资活动现金流出小计(万元),5462,4500,3500,3500,2500,2704,2371,552,
筹资活动产生的现金流量净额(万元),29653,-4500,-3500,-3500,-2500,-2704,-1171,-552,
汇率变动对现金及现金等价物的影响(万元),0,0,-0,-0,-0,-0,,,
现金及现金等价物净增加额(万元),-2636,-1573,3291,-2897,3228,738,2861,1304,
加:期初现金及现金等价物余额(万元),13403,13403,10112,10112,6884,6147,3286,1982,
期末现金及现金等价物余额(万元),10767,11830,13403,7215,10112,6884,6147,3286,
净利润(万元),,3582,6981,,,,,,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,8,55,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,247,491,,,,,,
无形资产摊销(万元),,11,22,,,,,,
长期待摊费用摊销(万元),,,,,,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-3,,,,,,,
固定资产报废损失(万元),,,,,,,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,-0,0,,,,,,
投资损失(万元),,,-11,,,,,,
递延所得税资产减少(万元),,2,-8,,,,,,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,-457,-203,,,,,,
经营性应收项目的减少(万元),,145,-767,,,,,,
经营性应付项目的增加(万元),,-415,721,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,3120,7280,,,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),10767,11830,13403,7215,10112,6884,6147,3286,
现金的期初余额(万元),13403,13403,10112,10112,6884,6147,3286,1982,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-2636,-1573,3291,-2897,3228,738,2861,1304,

