报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),42272,24556,11511,115376,53217,35474,14557,153173,87263,54079,17285,135409,65876,103872,81787,60399,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),617,553,446,3321,2315,1931,841,4296,3731,3215,5,4806,4288,5072,2333,1314,
收到的其他与经营活动有关的现金(万元),9497,6017,4505,8606,7222,4843,3057,42381,25341,23815,477,40543,19789,25926,53365,56898,
经营活动现金流入小计(万元),52386,31127,16462,127303,62754,42248,18456,199851,116335,81109,17767,180758,89954,134870,137485,118611,
购买商品、接受劳务支付的现金(万元),36708,20969,9568,58100,42813,32143,18571,102869,77256,58653,19381,86653,45376,78189,51966,45161,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),18833,12843,6889,23325,17264,11631,6291,21394,16115,10976,6047,17781,12794,12690,8125,5889,
支付的各项税费(万元),1806,1644,1542,5926,4512,3881,1632,9950,7538,5990,4343,10907,8118,7017,7064,6412,
支付的其他与经营活动有关的现金(万元),17408,11039,4980,19690,14166,8953,4649,44172,23982,17501,8227,55879,37551,36908,54324,73266,
经营活动现金流出小计(万元),74755,46495,22979,107042,78756,56609,31143,178385,124890,93120,37998,171220,103839,134804,121479,130728,
经营活动产生的现金流量净额(万元),-22369,-15368,-6517,20261,-16001,-14362,-12687,21466,-8556,-12011,-20231,9538,-13885,66,16006,-12116,
收回投资所收到的现金(万元),133708,97106,50400,229507,180707,119567,62281,54969,,,,,,1200,,40,
取得投资收益所收到的现金(万元),2677,1546,423,2736,1959,1158,323,154,,,,,,179,,65,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,37,37,12,12,,,,,,,2,76,9502,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),136386,98652,50823,232280,182703,120736,62616,55123,0,0,0,0,0,1381,76,9608,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2294,784,213,11974,7254,378,259,425,167,74,23,190,91,208,218,125,
投资所支付的现金(万元),131750,106850,72700,228116,175726,122486,62086,108750,10200,,,,,2000,4000,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),88,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),134131,107634,72913,240090,182980,122864,62345,109175,10367,74,23,190,91,2208,4218,125,
投资活动产生的现金流量净额(万元),2254,-8982,-22090,-7810,-277,-2128,271,-54052,-10367,-74,-23,-190,-91,-827,-4142,9482,
吸收投资收到的现金(万元),,,,,,,,71350,71350,,,,,4700,8338,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),584,584,,318,318,318,,4070,1595,,2425,35244,31568,38380,33836,82393,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),584,584,0,318,318,318,0,75420,72945,0,2425,35244,31568,43080,42174,82393,
偿还债务支付的现金(万元),584,584,,318,338,,,31320,27250,2000,2000,29094,28166,35808,55842,64859,
分配股利、利润或偿付利息所支付的现金(万元),1847,1826,-1,702,702,688,,990,966,652,322,1268,961,1511,2628,2537,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,1422,882,60,,120,,,,,
筹资活动现金流出小计(万元),2431,2410,-1,1021,1041,688,0,33732,29098,2712,2322,30482,29127,37319,58470,67396,
筹资活动产生的现金流量净额(万元),-1847,-1826,1,-702,-722,-370,0,41688,43847,-2712,103,4762,2441,5761,-16296,14997,
汇率变动对现金及现金等价物的影响(万元),0,0,-0,-20,3,-0,-0,-0,-28,-28,-0,10,-144,-272,6,,
现金及现金等价物净增加额(万元),-21962,-26177,-28606,11728,-16998,-16859,-12417,9102,24896,-14826,-20151,14121,-11679,4729,-4426,12363,
加:期初现金及现金等价物余额(万元),48450,48450,48425,36722,36722,36722,36722,27620,27620,27620,27620,13499,13499,8770,13196,833,
期末现金及现金等价物余额(万元),26489,22273,19819,48450,19724,19863,24306,36722,52516,12794,7468,27620,1820,13499,8770,13196,
净利润(万元),,54,,8019,,4533,,14921,,8937,,14391,,14133,6372,5840,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,789,,837,,595,,1643,,314,,982,,522,126,71,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,599,,1032,,520,,1033,,507,,951,,994,1003,1167,
无形资产摊销(万元),,112,,226,,115,,89,,36,,70,,75,51,69,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,0,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-11,,0,,,,,,,,-1,4,-422,
固定资产报废损失(万元),,,,-0,,-0,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,
财务费用(万元),,,,22,,0,,948,,671,,1697,,1757,2584,2632,
投资损失(万元),,-1518,,-2664,,-1121,,-152,,,,,,-445,-98,-65,
递延所得税资产减少(万元),,118,,-669,,-556,,-1709,,-761,,-824,,-277,-547,-257,
递延所得税负债增加(万元),,,,,,0,,,,,,,,,,,
存货的减少(万元),,-4834,,9461,,10346,,12566,,6459,,-18279,,-17525,-1738,-14798,
