报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),61952,27149,14505,56991,41901,27686,13384,31256,9160,19492,5619,1456,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),42,42,11,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),3301,9541,2742,9955,8119,2200,924,2131,230,868,7018,803,
经营活动现金流入小计(万元),65294,36732,17258,66946,50020,29886,14308,33387,9390,20360,12637,2258,
购买商品、接受劳务支付的现金(万元),13886,8817,3981,5432,3260,2612,857,4566,1610,5479,1460,237,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12985,8468,4628,14444,10587,7098,3972,9471,4745,6263,2819,1256,
支付的各项税费(万元),4315,3335,2259,5950,5273,3923,2158,2818,751,919,250,61,
支付的其他与经营活动有关的现金(万元),42664,18888,4799,19215,13861,7098,1489,4355,1264,2383,9467,938,
经营活动现金流出小计(万元),73849,39508,15667,45040,32982,20730,8476,21210,8370,15044,13997,2493,
经营活动产生的现金流量净额(万元),-8555,-2776,1592,21906,17038,9156,5832,12177,1020,5316,-1360,-235,
收回投资所收到的现金(万元),127260,58611,,179311,120336,120011,50326,231454,100630,47730,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,0,,,,,
处置子公司及其他营业单位收到的现金净额(万元),57,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,11,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
