报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),280543,204273,449337,240092,195156,417448,400614,147123,236440,35168,146437,83222,44617,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),138,26,178,52,0,73,77,,3,,3,3,,
收到的其他与经营活动有关的现金(万元),47759,28939,51676,46523,23769,39616,37690,1147,1345,44,397,77,111,
经营活动现金流入小计(万元),328440,233238,501191,286667,218925,457137,438381,148271,237788,35213,146838,83302,44729,
购买商品、接受劳务支付的现金(万元),258993,134702,332720,224218,125337,355354,334832,106231,219765,30898,144330,75817,37858,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13087,10846,24656,16669,13098,25126,21468,10322,14021,3118,8382,6206,4820,
支付的各项税费(万元),21215,15152,20638,19963,17307,26454,7586,4177,7006,2069,3132,3243,1731,
支付的其他与经营活动有关的现金(万元),61934,50714,101130,47854,39246,64142,41549,2267,2511,549,1507,1383,1021,
经营活动现金流出小计(万元),355229,211414,479143,308704,194988,471077,405435,122997,243303,36634,157352,86649,45431,
经营活动产生的现金流量净额(万元),-26789,21823,22048,-22037,23937,-13940,32946,25273,-5515,-1421,-10514,-3348,-702,
收回投资所收到的现金(万元),37754,16500,157400,152819,95900,352380,335201,139601,278552,37233,60964,,,
取得投资收益所收到的现金(万元),116,80,667,323,346,786,948,370,326,38,60,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,1,12,6,5,5,34,32,77,,27,1,,
处置子公司及其他营业单位收到的现金净额(万元),11,11,,0,,28862,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),37890,16592,158079,153149,96252,382033,336183,140002,278955,37271,61051,1,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),801,172,2675,2650,695,753,411,214,706,86,1229,365,550,
投资所支付的现金(万元),37754,22754,152400,147741,119005,357380,326498,142248,287255,42033,61196,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,1030,,10,5665,5320,730,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),38555,22926,155075,150392,119700,359163,326909,142472,293625,47439,63155,365,550,
投资活动产生的现金流量净额(万元),-665,-6334,3004,2757,-23448,22870,9274,-2470,-14671,-10169,-2104,-365,-550,
吸收投资收到的现金(万元),44832,26,70,70,70,,,,,,51290,,,
其中：子公司吸收少数股东投资收到的现金(万元),,26,70,,70,,,,,,,,,
取得借款收到的现金(万元),2419,1416,15745,0,,35148,61820,300,57806,,25530,15251,3132,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),9288,2054,11808,11386,4500,1357,4739,4739,22098,21844,20453,,,
筹资活动现金流入小计(万元),56539,3495,27623,11456,4570,36505,66560,5039,79905,21844,97273,15251,3132,
偿还债务支付的现金(万元),0,,17499,1755,1755,33393,64299,2779,55327,,31530,9251,3132,
分配股利、利润或偿付利息所支付的现金(万元),4,1,91,6,6,166,301,14,291,,438,285,87,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),13143,10641,9617,8955,7503,4500,1357,81,7272,2533,40714,300,,
筹资活动现金流出小计(万元),13148,10642,27207,10715,9263,38059,65958,2874,62890,2533,72682,9836,3219,
筹资活动产生的现金流量净额(万元),43391,-7147,416,741,-4693,-1554,602,2166,17014,19311,24591,5415,-87,
汇率变动对现金及现金等价物的影响(万元),-165,352,35,-502,-70,482,439,188,249,-87,52,,,
现金及现金等价物净增加额(万元),15773,8695,25502,-19040,-4274,7858,43261,25157,-2923,7635,12026,1702,-1339,
加:期初现金及现金等价物余额(万元),88156,88156,62654,62654,62654,54796,11535,11535,14458,14458,2432,730,2069,
期末现金及现金等价物余额(万元),103929,96851,88156,43613,58380,62654,54796,36693,11535,22093,14458,2432,730,
净利润(万元),,14801,28448,,14963,25169,22568,7482,8071,1090,3271,568,510,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,3020,3899,,1543,2365,2644,2229,2075,141,340,22,44,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,140,238,,127,259,251,126,247,65,231,188,159,
无形资产摊销(万元),,42,133,,70,131,125,59,57,13,38,30,13,
长期待摊费用摊销(万元),,166,349,,164,201,150,79,199,67,224,114,113,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,2,3,,0,-2,-24,-25,-14,,-14,,,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,,-1396,,-1806,,-419,-76,-92,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,-351,48,,67,-308,-43,-85,-2,87,643,297,87,
投资损失(万元),,-80,-584,,-322,-8045,-2994,-1819,-1650,-351,88,,,
递延所得税资产减少(万元),,-598,828,,-68,-1416,-424,-22,-607,2,-28,159,-270,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,-12168,2778,,9758,-23217,-106,9328,-20851,-4031,-7723,-6920,-719,
经营性应收项目的减少(万元),,7888,2574,,-11591,-26540,-8004,13334,-21885,3902,-9686,-6264,-1572,
经营性应付项目的增加(万元),,8883,-14657,,10485,17461,19222,-5337,28937,-2407,2101,8458,934,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,21823,22048,,23937,-13940,32946,25273,-5515,-1421,-10514,-3348,-702,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),103929,92406,85130,43613,58380,62654,54796,36693,11535,22093,14458,2432,730,
现金的期初余额(万元),88156,85130,58380,62654,62654,54796,11535,11535,14458,14458,2432,730,2069,
现金等价物的期末余额(万元),,4445,3026,,,,,,,,,,,
现金等价物的期初余额(万元),,3026,4274,,,,,,,,,,,
现金及现金等价物的净增加额(万元),15773,8695,25502,-19040,-4274,7858,43261,25157,-2923,7635,12026,1702,-1339,

