报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),1680450,1259724,1014587,1490332,1769476,1867832,1231286,420672,336728,627510,534684,1000200,820292,884120,458204,933713,683136,606963,993281,507102,12241,1705587,
向中央银行借款净增加额(万元,-13300,34500,11666,-24943,-37043,-126243,-196600,160700,136000,-53700,121800,56900,-39100,-25500,-5000,56001,37300,8200,19900,-10500,12300,1200,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),844629,580185,290969,972264,731153,474177,215898,925998,687743,425515,202495,683264,505057,320124,144911,566719,415918,277227,489668,411817,406379,315270,
拆入资金净增加额(万元),46245,164601,49959,24287,-238609,-153821,-23201,-294103,-428812,-639414,-503723,371813,339997,-78793,409414,-726787,-340000,-342910,826564,142611,196201,56535,
回购业务资金净增加额(万元),188304,-110614,-288927,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),38238,8336,19939,27168,8531,10875,7103,69824,95030,35193,21347,29824,54019,35708,19419,6506,9450,29529,13240,27405,9280,7340,
经营活动现金流入小计(万元),2784565,1936732,1098194,2489108,2233506,2072819,1234487,1283092,826688,395103,376603,2142002,1680265,1135659,1026947,836152,805804,579010,2342654,1078434,636400,2085931,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),1496639,1095987,263238,1535284,1431927,972800,311744,1187782,870827,559366,223722,968630,684542,516167,257650,948960,737805,540109,703329,584311,481289,483591,
存放中央银行和同业款项净增加额(万元),-1716,-294539,-354261,204957,226310,251910,106062,176633,113095,87510,100233,60467,42211,34337,-17930,-188216,-119001,-81544,-22022,247823,23394,461599,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),264318,195956,126236,312134,254750,176608,89512,343931,277211,151266,82817,219130,193897,126257,78794,232111,192094,133338,174238,154737,159495,116212,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),117085,87196,52024,119327,92103,67275,43218,102499,79711,58939,37111,91987,72138,52499,33087,73111,55283,41597,59934,44963,31891,28196,
支付的各项税费(万元),74675,62370,11760,74305,56906,44421,6234,65041,46168,36139,12791,51174,40918,32436,10637,46618,36274,27948,36853,39400,40355,32981,
支付的其他与经营活动有关的现金(万元),88589,53015,60572,98567,71796,53430,32395,76745,66485,52705,42419,66979,50458,39089,74840,54761,54398,47663,62979,33046,39015,23788,
经营活动现金流出小计(万元),1988828,1041111,532481,2344573,2133791,1566443,589165,1952631,1453497,945925,499092,1458367,1084164,800785,437078,1167346,956852,709111,1015310,1104278,775439,1146366,
经营活动产生的现金流量净额(万元),795736,895621,565712,144535,99715,506376,645322,-669540,-626810,-550822,-122490,683635,596101,334874,589869,-331194,-151049,-130101,1327343,-25845,-139039,939565,
收回投资所收到的现金(万元),3369087,2513026,1204766,6383100,5087661,3376504,1353825,11483295,10635537,8266003,2720289,44546532,29924202,10544721,1623734,8345901,4786659,2635201,5306763,2262951,2090930,2164693,
取得投资收益所收到的现金(万元),28696,24973,9654,19481,15218,4891,133,10937,4157,2181,88,11057,10642,5588,2269,23363,6787,4811,11924,6318,6051,2119,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,18,,,,,,,,,,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,2232,138,0,,1353,1,0,,144,140,102,,13,13,,153,1451,519,4794,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),3397808,2538016,1214420,6404813,5103017,3381395,1353958,11495586,10639695,8268184,2720377,44557733,29934984,10550411,1626002,8369277,4793460,2640012,5318839,2270720,2097500,2171606,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),14077,9989,5615,9030,5967,2649,1822,10654,8596,5674,3522,50055,22869,7877,4178,26737,21554,23827,28901,13103,9947,12355,
投资所支付的现金(万元),3167413,2145971,763483,6951638,5718796,3964079,1315727,12240000,11237819,8832774,3417241,45384378,30734489,11017686,2026810,8911614,4988948,2806334,6045094,2913454,2172958,2464496,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
